MTU,Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),date,country
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7121.0,n/e,6980.0,1506.0,n/e,n/e,n/e,n/e,8477.0,2022-01-18,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6799.0,n/e,6975.0,1384.0,n/e,n/e,n/e,n/e,8661.0,2022-01-18,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5989.0,n/e,6973.0,1094.0,n/e,n/e,n/e,n/e,8718.0,2022-01-19,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5630.0,n/e,6976.0,1043.0,n/e,n/e,n/e,n/e,8844.0,2022-01-19,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5506.0,n/e,6978.0,1054.0,n/e,n/e,n/e,n/e,8836.0,2022-01-19,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5527.0,n/e,6977.0,1073.0,n/e,n/e,n/e,n/e,8829.0,2022-01-19,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5600.0,n/e,6976.0,1105.0,n/e,n/e,n/e,n/e,8902.0,2022-01-19,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5772.0,n/e,6975.0,1188.0,n/e,n/e,n/e,n/e,9019.0,2022-01-19,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7182.0,n/e,6974.0,1311.0,n/e,n/e,n/e,n/e,9123.0,2022-01-19,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7798.0,n/e,6975.0,1403.0,n/e,n/e,n/e,n/e,9097.0,2022-01-19,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8075.0,n/e,6977.0,1387.0,n/e,n/e,n/e,n/e,9117.0,2022-01-19,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8252.0,n/e,6976.0,1424.0,n/e,n/e,n/e,n/e,9060.0,2022-01-19,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8197.0,n/e,6973.0,1436.0,n/e,n/e,n/e,n/e,9076.0,2022-01-19,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8271.0,n/e,6970.0,1425.0,n/e,n/e,n/e,n/e,9069.0,2022-01-19,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8146.0,n/e,6969.0,1444.0,n/e,n/e,n/e,n/e,8939.0,2022-01-19,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8124.0,n/e,6976.0,1382.0,n/e,n/e,n/e,n/e,8985.0,2022-01-19,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8042.0,n/e,6977.0,1338.0,n/e,n/e,n/e,n/e,9032.0,2022-01-19,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8066.0,n/e,6978.0,1338.0,n/e,n/e,n/e,n/e,9129.0,2022-01-19,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8037.0,n/e,6977.0,1329.0,n/e,n/e,n/e,n/e,9064.0,2022-01-19,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8065.0,n/e,6976.0,1310.0,n/e,n/e,n/e,n/e,9023.0,2022-01-19,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7841.0,n/e,6976.0,1310.0,n/e,n/e,n/e,n/e,8999.0,2022-01-19,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7368.0,n/e,6974.0,1274.0,n/e,n/e,n/e,n/e,9176.0,2022-01-19,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7084.0,n/e,6971.0,1219.0,n/e,n/e,n/e,n/e,9478.0,2022-01-19,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6918.0,n/e,6972.0,1136.0,n/e,n/e,n/e,n/e,9593.0,2022-01-19,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6627.0,n/e,6973.0,1092.0,n/e,n/e,n/e,n/e,9513.0,2022-01-19,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5888.0,n/e,6974.0,1037.0,n/e,n/e,n/e,n/e,9428.0,2022-01-19,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5534.0,n/e,6975.0,964.0,n/e,n/e,n/e,n/e,9405.0,2022-01-20,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5312.0,n/e,6976.0,942.0,n/e,n/e,n/e,n/e,9447.0,2022-01-20,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5239.0,n/e,6974.0,934.0,n/e,n/e,n/e,n/e,9586.0,2022-01-20,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5255.0,n/e,6976.0,934.0,n/e,n/e,n/e,n/e,9711.0,2022-01-20,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5420.0,n/e,6977.0,971.0,n/e,n/e,n/e,n/e,9824.0,2022-01-20,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5656.0,n/e,6974.0,1101.0,n/e,n/e,n/e,n/e,9845.0,2022-01-20,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6335.0,n/e,6975.0,1305.0,n/e,n/e,n/e,n/e,9884.0,2022-01-20,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7222.0,n/e,6975.0,1444.0,n/e,n/e,n/e,n/e,9844.0,2022-01-20,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7301.0,n/e,6971.0,1486.0,n/e,n/e,n/e,n/e,9723.0,2022-01-20,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7426.0,n/e,6972.0,1506.0,n/e,n/e,n/e,n/e,9732.0,2022-01-20,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7354.0,n/e,6970.0,1499.0,n/e,n/e,n/e,n/e,9758.0,2022-01-20,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7306.0,n/e,6970.0,1481.0,n/e,n/e,n/e,n/e,9650.0,2022-01-20,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7423.0,n/e,6972.0,1450.0,n/e,n/e,n/e,n/e,9649.0,2022-01-20,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7488.0,n/e,6970.0,1437.0,n/e,n/e,n/e,n/e,9803.0,2022-01-20,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7477.0,n/e,6971.0,1427.0,n/e,n/e,n/e,n/e,9879.0,2022-01-20,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7375.0,n/e,6970.0,1429.0,n/e,n/e,n/e,n/e,10011.0,2022-01-20,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7304.0,n/e,6970.0,1501.0,n/e,n/e,n/e,n/e,10008.0,2022-01-20,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7479.0,n/e,6969.0,1509.0,n/e,n/e,n/e,n/e,10069.0,2022-01-20,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7389.0,n/e,6969.0,1491.0,n/e,n/e,n/e,n/e,10053.0,2022-01-20,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7312.0,n/e,6971.0,1520.0,n/e,n/e,n/e,n/e,10020.0,2022-01-20,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7214.0,n/e,6970.0,1502.0,n/e,n/e,n/e,n/e,9961.0,2022-01-20,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7247.0,n/e,6972.0,1482.0,n/e,n/e,n/e,n/e,9886.0,2022-01-20,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7017.0,n/e,6971.0,1439.0,n/e,n/e,n/e,n/e,9831.0,2022-01-20,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6777.0,n/e,6971.0,1328.0,n/e,n/e,n/e,n/e,9754.0,2022-01-20,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6713.0,n/e,6967.0,1207.0,n/e,n/e,n/e,n/e,9680.0,2022-01-21,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6425.0,n/e,6966.0,1169.0,n/e,n/e,n/e,n/e,9568.0,2022-01-21,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6440.0,n/e,6966.0,1164.0,n/e,n/e,n/e,n/e,9323.0,2022-01-21,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6492.0,n/e,6966.0,1179.0,n/e,n/e,n/e,n/e,9113.0,2022-01-21,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6716.0,n/e,6965.0,1263.0,n/e,n/e,n/e,n/e,8880.0,2022-01-21,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7210.0,n/e,6964.0,1432.0,n/e,n/e,n/e,n/e,8566.0,2022-01-21,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7915.0,n/e,6965.0,1606.0,n/e,n/e,n/e,n/e,8201.0,2022-01-21,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8458.0,n/e,6964.0,1644.0,n/e,n/e,n/e,n/e,7843.0,2022-01-21,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9167.0,n/e,6962.0,1681.0,n/e,n/e,n/e,n/e,7480.0,2022-01-21,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9199.0,n/e,6961.0,1647.0,n/e,n/e,n/e,n/e,7189.0,2022-01-21,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9396.0,n/e,6960.0,1667.0,n/e,n/e,n/e,n/e,6700.0,2022-01-21,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9614.0,n/e,6962.0,1644.0,n/e,n/e,n/e,n/e,6056.0,2022-01-21,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9986.0,n/e,6966.0,1668.0,n/e,n/e,n/e,n/e,5393.0,2022-01-21,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10194.0,n/e,6965.0,1682.0,n/e,n/e,n/e,n/e,5063.0,2022-01-21,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10292.0,n/e,6966.0,1670.0,n/e,n/e,n/e,n/e,4853.0,2022-01-21,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10431.0,n/e,6965.0,1677.0,n/e,n/e,n/e,n/e,4609.0,2022-01-21,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10441.0,n/e,6967.0,1659.0,n/e,n/e,n/e,n/e,4227.0,2022-01-21,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10585.0,n/e,6969.0,1651.0,n/e,n/e,n/e,n/e,4001.0,2022-01-21,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10934.0,n/e,6968.0,1658.0,n/e,n/e,n/e,n/e,3746.0,2022-01-21,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10993.0,n/e,6969.0,1659.0,n/e,n/e,n/e,n/e,3381.0,2022-01-21,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11007.0,n/e,6968.0,1710.0,n/e,n/e,n/e,n/e,2929.0,2022-01-21,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11123.0,n/e,6968.0,1698.0,n/e,n/e,n/e,n/e,2482.0,2022-01-21,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10743.0,n/e,6968.0,1638.0,n/e,n/e,n/e,n/e,2263.0,2022-01-21,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10633.0,n/e,6966.0,1562.0,n/e,n/e,n/e,n/e,2137.0,2022-01-21,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9923.0,n/e,6966.0,1455.0,n/e,n/e,n/e,n/e,2305.0,2022-01-22,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9354.0,n/e,6966.0,1400.0,n/e,n/e,n/e,n/e,2581.0,2022-01-22,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9233.0,n/e,6967.0,1398.0,n/e,n/e,n/e,n/e,2911.0,2022-01-22,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8908.0,n/e,6966.0,1402.0,n/e,n/e,n/e,n/e,3296.0,2022-01-22,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8632.0,n/e,6966.0,1419.0,n/e,n/e,n/e,n/e,3525.0,2022-01-22,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8432.0,n/e,6965.0,1478.0,n/e,n/e,n/e,n/e,3854.0,2022-01-22,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8226.0,n/e,6963.0,1563.0,n/e,n/e,n/e,n/e,4143.0,2022-01-22,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8421.0,n/e,6962.0,1635.0,n/e,n/e,n/e,n/e,4272.0,2022-01-22,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8376.0,n/e,6958.0,1687.0,n/e,n/e,n/e,n/e,4445.0,2022-01-22,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8436.0,n/e,6958.0,1736.0,n/e,n/e,n/e,n/e,4369.0,2022-01-22,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8425.0,n/e,6956.0,1732.0,n/e,n/e,n/e,n/e,4265.0,2022-01-22,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8511.0,n/e,6958.0,1741.0,n/e,n/e,n/e,n/e,4230.0,2022-01-22,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8484.0,n/e,6963.0,1731.0,n/e,n/e,n/e,n/e,4183.0,2022-01-22,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8501.0,n/e,6965.0,1711.0,n/e,n/e,n/e,n/e,4196.0,2022-01-22,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8614.0,n/e,6965.0,1711.0,n/e,n/e,n/e,n/e,4152.0,2022-01-22,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8626.0,n/e,6965.0,1719.0,n/e,n/e,n/e,n/e,3991.0,2022-01-22,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8487.0,n/e,6954.0,1724.0,n/e,n/e,n/e,n/e,4163.0,2022-01-22,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8357.0,n/e,6920.0,1728.0,n/e,n/e,n/e,n/e,4530.0,2022-01-22,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7866.0,n/e,6938.0,1733.0,n/e,n/e,n/e,n/e,4896.0,2022-01-22,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7476.0,n/e,6964.0,1743.0,n/e,n/e,n/e,n/e,5231.0,2022-01-22,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7138.0,n/e,6969.0,1733.0,n/e,n/e,n/e,n/e,5507.0,2022-01-22,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6894.0,n/e,6971.0,1727.0,n/e,n/e,n/e,n/e,5627.0,2022-01-22,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6711.0,n/e,6972.0,1727.0,n/e,n/e,n/e,n/e,5800.0,2022-01-22,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6388.0,n/e,6978.0,1626.0,n/e,n/e,n/e,n/e,6048.0,2022-01-22,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5890.0,n/e,6980.0,1486.0,n/e,n/e,n/e,n/e,6244.0,2022-01-23,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5739.0,n/e,6981.0,1419.0,n/e,n/e,n/e,n/e,6323.0,2022-01-23,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5739.0,n/e,6983.0,1425.0,n/e,n/e,n/e,n/e,6230.0,2022-01-23,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5713.0,n/e,6985.0,1427.0,n/e,n/e,n/e,n/e,6233.0,2022-01-23,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5804.0,n/e,6985.0,1427.0,n/e,n/e,n/e,n/e,6183.0,2022-01-23,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6001.0,n/e,6985.0,1423.0,n/e,n/e,n/e,n/e,6127.0,2022-01-23,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6104.0,n/e,6985.0,1492.0,n/e,n/e,n/e,n/e,6028.0,2022-01-23,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6259.0,n/e,6981.0,1546.0,n/e,n/e,n/e,n/e,5860.0,2022-01-23,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6678.0,n/e,6980.0,1571.0,n/e,n/e,n/e,n/e,5567.0,2022-01-23,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6816.0,n/e,6980.0,1576.0,n/e,n/e,n/e,n/e,5457.0,2022-01-23,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6836.0,n/e,6980.0,1573.0,n/e,n/e,n/e,n/e,5364.0,2022-01-23,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6850.0,n/e,6982.0,1574.0,n/e,n/e,n/e,n/e,5521.0,2022-01-23,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6840.0,n/e,6983.0,1560.0,n/e,n/e,n/e,n/e,5581.0,2022-01-23,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6835.0,n/e,6984.0,1553.0,n/e,n/e,n/e,n/e,5628.0,2022-01-23,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6869.0,n/e,6985.0,1553.0,n/e,n/e,n/e,n/e,5887.0,2022-01-23,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6949.0,n/e,6986.0,1551.0,n/e,n/e,n/e,n/e,6138.0,2022-01-23,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6948.0,n/e,6986.0,1560.0,n/e,n/e,n/e,n/e,6465.0,2022-01-23,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6922.0,n/e,6987.0,1564.0,n/e,n/e,n/e,n/e,6611.0,2022-01-23,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6977.0,n/e,6986.0,1557.0,n/e,n/e,n/e,n/e,6635.0,2022-01-23,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6878.0,n/e,6985.0,1548.0,n/e,n/e,n/e,n/e,6709.0,2022-01-23,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6790.0,n/e,6985.0,1493.0,n/e,n/e,n/e,n/e,6952.0,2022-01-23,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6525.0,n/e,6986.0,1435.0,n/e,n/e,n/e,n/e,6859.0,2022-01-23,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6333.0,n/e,6986.0,1367.0,n/e,n/e,n/e,n/e,7114.0,2022-01-23,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6001.0,n/e,6984.0,1184.0,n/e,n/e,n/e,n/e,7198.0,2022-01-23,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5305.0,n/e,6986.0,1112.0,n/e,n/e,n/e,n/e,7508.0,2022-01-24,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4969.0,n/e,6985.0,1070.0,n/e,n/e,n/e,n/e,7795.0,2022-01-24,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4682.0,n/e,6986.0,1059.0,n/e,n/e,n/e,n/e,8119.0,2022-01-24,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4680.0,n/e,6987.0,1068.0,n/e,n/e,n/e,n/e,8337.0,2022-01-24,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4805.0,n/e,6986.0,1084.0,n/e,n/e,n/e,n/e,8616.0,2022-01-24,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5120.0,n/e,6987.0,1142.0,n/e,n/e,n/e,n/e,8776.0,2022-01-24,SE
