MTU,Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),date,country
MTU,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,
MTU,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,
MTU,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,
MTU,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,
14:00 - 15:00,227.0,4984.0,40.0,567.0,7400.0,184.0,n/e,n/e,n/e,0.0,,83.0,0.0,n/e,n/e,n/e,n/e,4499.0,n/e,n/e,2100.0,2022-07-27,PL
15:00 - 16:00,228.0,4975.0,41.0,568.0,7285.0,184.0,n/e,n/e,n/e,1.0,,82.0,0.0,n/e,n/e,n/e,n/e,4008.0,n/e,n/e,1928.0,2022-07-27,PL
16:00 - 17:00,228.0,5016.0,40.0,577.0,7824.0,184.0,n/e,n/e,n/e,0.0,,82.0,0.0,n/e,n/e,n/e,n/e,3364.0,n/e,n/e,1917.0,2022-07-27,PL
17:00 - 18:00,233.0,4972.0,41.0,609.0,8485.0,183.0,n/e,n/e,n/e,0.0,,82.0,0.0,n/e,n/e,n/e,n/e,2448.0,n/e,n/e,1933.0,2022-07-27,PL
18:00 - 19:00,231.0,5054.0,40.0,612.0,8978.0,182.0,n/e,n/e,n/e,23.0,,82.0,0.0,n/e,n/e,n/e,n/e,1355.0,n/e,n/e,1982.0,2022-07-27,PL
19:00 - 20:00,233.0,5294.0,39.0,643.0,9476.0,181.0,n/e,n/e,n/e,253.0,,86.0,34.0,n/e,n/e,n/e,n/e,485.0,n/e,n/e,1851.0,2022-07-27,PL
20:00 - 21:00,232.0,5335.0,38.0,635.0,9810.0,181.0,n/e,n/e,n/e,488.0,,99.0,39.0,n/e,n/e,n/e,n/e,119.0,n/e,n/e,1518.0,2022-07-27,PL
21:00 - 22:00,232.0,5304.0,39.0,704.0,9822.0,183.0,n/e,n/e,n/e,519.0,,104.0,39.0,n/e,n/e,n/e,n/e,4.0,n/e,n/e,1513.0,2022-07-27,PL
22:00 - 23:00,234.0,5241.0,37.0,645.0,9085.0,183.0,n/e,n/e,n/e,208.0,,93.0,5.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1266.0,2022-07-27,PL
23:00 - 00:00,237.0,5016.0,36.0,617.0,8580.0,183.0,n/e,n/e,n/e,10.0,,91.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1205.0,2022-07-27,PL
00:00 - 01:00,234.0,4817.0,36.0,613.0,7716.0,183.0,n/e,n/e,n/e,7.0,,95.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1121.0,2022-07-28,PL
01:00 - 02:00,235.0,4796.0,37.0,578.0,7163.0,183.0,n/e,n/e,n/e,0.0,,96.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1208.0,2022-07-28,PL
02:00 - 03:00,234.0,4823.0,37.0,573.0,7299.0,183.0,n/e,n/e,n/e,0.0,,96.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1174.0,2022-07-28,PL
03:00 - 04:00,233.0,4820.0,38.0,573.0,7354.0,183.0,n/e,n/e,n/e,0.0,,96.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1053.0,2022-07-28,PL
04:00 - 05:00,232.0,4830.0,38.0,573.0,7361.0,183.0,n/e,n/e,n/e,0.0,,96.0,0.0,n/e,n/e,n/e,n/e,2.0,n/e,n/e,1028.0,2022-07-28,PL
05:00 - 06:00,231.0,4768.0,37.0,573.0,7542.0,182.0,n/e,n/e,n/e,0.0,,96.0,0.0,n/e,n/e,n/e,n/e,94.0,n/e,n/e,986.0,2022-07-28,PL
06:00 - 07:00,234.0,5099.0,37.0,573.0,8560.0,183.0,n/e,n/e,n/e,0.0,,96.0,0.0,n/e,n/e,n/e,n/e,475.0,n/e,n/e,836.0,2022-07-28,PL
07:00 - 08:00,232.0,5317.0,36.0,573.0,9037.0,184.0,n/e,n/e,n/e,17.0,,97.0,0.0,n/e,n/e,n/e,n/e,1461.0,n/e,n/e,637.0,2022-07-28,PL
08:00 - 09:00,230.0,5225.0,36.0,573.0,8672.0,182.0,n/e,n/e,n/e,182.0,,93.0,0.0,n/e,n/e,n/e,n/e,2990.0,n/e,n/e,620.0,2022-07-28,PL
09:00 - 10:00,230.0,4943.0,36.0,567.0,7882.0,181.0,n/e,n/e,n/e,175.0,,92.0,0.0,n/e,n/e,n/e,n/e,4019.0,n/e,n/e,710.0,2022-07-28,PL
10:00 - 11:00,226.0,4829.0,36.0,567.0,7724.0,181.0,n/e,n/e,n/e,18.0,,86.0,0.0,n/e,n/e,n/e,n/e,5052.0,n/e,n/e,811.0,2022-07-28,PL
11:00 - 12:00,215.0,4866.0,35.0,568.0,7626.0,180.0,n/e,n/e,n/e,0.0,,84.0,0.0,n/e,n/e,n/e,n/e,5573.0,n/e,n/e,663.0,2022-07-28,PL
12:00 - 13:00,219.0,4915.0,36.0,567.0,7794.0,185.0,n/e,n/e,n/e,0.0,,84.0,0.0,n/e,n/e,n/e,n/e,5689.0,n/e,n/e,580.0,2022-07-28,PL
13:00 - 14:00,219.0,4907.0,47.0,567.0,7730.0,188.0,n/e,n/e,n/e,0.0,,86.0,0.0,n/e,n/e,n/e,n/e,5777.0,n/e,n/e,501.0,2022-07-28,PL
14:00 - 15:00,217.0,4825.0,49.0,573.0,7664.0,187.0,n/e,n/e,n/e,0.0,,85.0,0.0,n/e,n/e,n/e,n/e,5516.0,n/e,n/e,432.0,2022-07-28,PL
15:00 - 16:00,218.0,4916.0,51.0,574.0,7686.0,186.0,n/e,n/e,n/e,0.0,,85.0,0.0,n/e,n/e,n/e,n/e,5050.0,n/e,n/e,418.0,2022-07-28,PL
16:00 - 17:00,224.0,5137.0,52.0,579.0,7884.0,185.0,n/e,n/e,n/e,0.0,,85.0,0.0,n/e,n/e,n/e,n/e,4275.0,n/e,n/e,352.0,2022-07-28,PL
17:00 - 18:00,232.0,5279.0,52.0,612.0,8732.0,185.0,n/e,n/e,n/e,71.0,,85.0,0.0,n/e,n/e,n/e,n/e,3051.0,n/e,n/e,320.0,2022-07-28,PL
18:00 - 19:00,229.0,5381.0,52.0,885.0,9332.0,205.0,n/e,n/e,n/e,341.0,,114.0,0.0,n/e,n/e,n/e,n/e,1629.0,n/e,n/e,303.0,2022-07-28,PL
19:00 - 20:00,223.0,5384.0,53.0,1028.0,9788.0,209.0,n/e,n/e,n/e,484.0,,122.0,34.0,n/e,n/e,n/e,n/e,535.0,n/e,n/e,372.0,2022-07-28,PL
20:00 - 21:00,229.0,5352.0,52.0,1045.0,9702.0,197.0,n/e,n/e,n/e,602.0,,133.0,39.0,n/e,n/e,n/e,n/e,134.0,n/e,n/e,576.0,2022-07-28,PL
21:00 - 22:00,229.0,5310.0,53.0,1058.0,9613.0,185.0,n/e,n/e,n/e,424.0,,138.0,39.0,n/e,n/e,n/e,n/e,3.0,n/e,n/e,1054.0,2022-07-28,PL
22:00 - 23:00,229.0,5266.0,52.0,755.0,8941.0,185.0,n/e,n/e,n/e,26.0,,104.0,5.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1499.0,2022-07-28,PL
23:00 - 00:00,196.0,5058.0,52.0,616.0,7940.0,184.0,n/e,n/e,n/e,0.0,,91.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1844.0,2022-07-28,PL
00:00 - 01:00,106.0,4737.0,51.0,631.0,7025.0,183.0,n/e,n/e,n/e,0.0,,88.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2036.0,2022-07-29,PL
01:00 - 02:00,46.0,4572.0,52.0,601.0,6846.0,183.0,n/e,n/e,n/e,0.0,,86.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2160.0,2022-07-29,PL
02:00 - 03:00,46.0,4478.0,52.0,589.0,6728.0,184.0,n/e,n/e,n/e,0.0,,86.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2221.0,2022-07-29,PL
03:00 - 04:00,46.0,4364.0,50.0,594.0,6777.0,185.0,n/e,n/e,n/e,0.0,,86.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2251.0,2022-07-29,PL
04:00 - 05:00,47.0,4295.0,50.0,596.0,6798.0,185.0,n/e,n/e,n/e,0.0,,86.0,0.0,n/e,n/e,n/e,n/e,3.0,n/e,n/e,2274.0,2022-07-29,PL
05:00 - 06:00,46.0,4351.0,50.0,583.0,6719.0,186.0,n/e,n/e,n/e,0.0,,86.0,0.0,n/e,n/e,n/e,n/e,108.0,n/e,n/e,2289.0,2022-07-29,PL
06:00 - 07:00,46.0,5019.0,51.0,591.0,7211.0,186.0,n/e,n/e,n/e,0.0,,85.0,0.0,n/e,n/e,n/e,n/e,609.0,n/e,n/e,1986.0,2022-07-29,PL
07:00 - 08:00,46.0,5271.0,51.0,600.0,8329.0,187.0,n/e,n/e,n/e,0.0,,85.0,0.0,n/e,n/e,n/e,n/e,1859.0,n/e,n/e,1093.0,2022-07-29,PL
08:00 - 09:00,46.0,5350.0,50.0,597.0,8582.0,188.0,n/e,n/e,n/e,0.0,,90.0,0.0,n/e,n/e,n/e,n/e,3319.0,n/e,n/e,565.0,2022-07-29,PL
09:00 - 10:00,34.0,5261.0,48.0,605.0,8058.0,187.0,n/e,n/e,n/e,0.0,,97.0,0.0,n/e,n/e,n/e,n/e,4347.0,n/e,n/e,503.0,2022-07-29,PL
10:00 - 11:00,31.0,5128.0,46.0,598.0,8247.0,185.0,n/e,n/e,n/e,0.0,,94.0,0.0,n/e,n/e,n/e,n/e,4790.0,n/e,n/e,560.0,2022-07-29,PL
11:00 - 12:00,31.0,5020.0,46.0,587.0,8443.0,184.0,n/e,n/e,n/e,0.0,,93.0,0.0,n/e,n/e,n/e,n/e,5396.0,n/e,n/e,643.0,2022-07-29,PL
12:00 - 13:00,35.0,4866.0,46.0,588.0,8078.0,188.0,n/e,n/e,n/e,0.0,,88.0,0.0,n/e,n/e,n/e,n/e,5499.0,n/e,n/e,764.0,2022-07-29,PL
13:00 - 14:00,42.0,4838.0,47.0,587.0,8021.0,183.0,n/e,n/e,n/e,0.0,,88.0,0.0,n/e,n/e,n/e,n/e,5267.0,n/e,n/e,781.0,2022-07-29,PL
14:00 - 15:00,34.0,4695.0,48.0,585.0,7956.0,185.0,n/e,n/e,n/e,0.0,,88.0,0.0,n/e,n/e,n/e,n/e,4862.0,n/e,n/e,849.0,2022-07-29,PL
15:00 - 16:00,46.0,4925.0,52.0,600.0,7726.0,184.0,n/e,n/e,n/e,0.0,,89.0,0.0,n/e,n/e,n/e,n/e,4549.0,n/e,n/e,862.0,2022-07-29,PL
16:00 - 17:00,47.0,5114.0,55.0,637.0,7803.0,184.0,n/e,n/e,n/e,0.0,,88.0,0.0,n/e,n/e,n/e,n/e,3593.0,n/e,n/e,1028.0,2022-07-29,PL
17:00 - 18:00,47.0,5363.0,57.0,635.0,8513.0,184.0,n/e,n/e,n/e,73.0,,88.0,0.0,n/e,n/e,n/e,n/e,2240.0,n/e,n/e,1166.0,2022-07-29,PL
18:00 - 19:00,47.0,5407.0,58.0,658.0,8695.0,183.0,n/e,n/e,n/e,399.0,,120.0,0.0,n/e,n/e,n/e,n/e,1186.0,n/e,n/e,1362.0,2022-07-29,PL
19:00 - 20:00,47.0,5401.0,58.0,913.0,8786.0,184.0,n/e,n/e,n/e,899.0,,131.0,34.0,n/e,n/e,n/e,n/e,565.0,n/e,n/e,1577.0,2022-07-29,PL
20:00 - 21:00,47.0,5330.0,58.0,933.0,8760.0,184.0,n/e,n/e,n/e,852.0,,144.0,39.0,n/e,n/e,n/e,n/e,135.0,n/e,n/e,2045.0,2022-07-29,PL
21:00 - 22:00,46.0,5281.0,57.0,730.0,8587.0,186.0,n/e,n/e,n/e,659.0,,148.0,39.0,n/e,n/e,n/e,n/e,3.0,n/e,n/e,2802.0,2022-07-29,PL
22:00 - 23:00,46.0,5038.0,57.0,620.0,8032.0,185.0,n/e,n/e,n/e,67.0,,131.0,5.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,3229.0,2022-07-29,PL
23:00 - 00:00,46.0,4653.0,57.0,633.0,7508.0,185.0,n/e,n/e,n/e,0.0,,123.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,3188.0,2022-07-29,PL
00:00 - 01:00,46.0,4316.0,55.0,642.0,6839.0,186.0,n/e,n/e,n/e,0.0,,123.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,3047.0,2022-07-30,PL
01:00 - 02:00,46.0,4180.0,55.0,624.0,6546.0,186.0,n/e,n/e,n/e,0.0,,123.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2874.0,2022-07-30,PL
02:00 - 03:00,46.0,4139.0,56.0,618.0,6341.0,186.0,n/e,n/e,n/e,0.0,,123.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2720.0,2022-07-30,PL
03:00 - 04:00,46.0,4119.0,57.0,625.0,6268.0,185.0,n/e,n/e,n/e,0.0,,123.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2599.0,2022-07-30,PL
04:00 - 05:00,46.0,4033.0,57.0,639.0,6319.0,185.0,n/e,n/e,n/e,0.0,,123.0,0.0,n/e,n/e,n/e,n/e,3.0,n/e,n/e,2401.0,2022-07-30,PL
05:00 - 06:00,47.0,4051.0,57.0,621.0,6310.0,186.0,n/e,n/e,n/e,0.0,,123.0,0.0,n/e,n/e,n/e,n/e,95.0,n/e,n/e,2198.0,2022-07-30,PL
06:00 - 07:00,46.0,4277.0,57.0,602.0,6734.0,187.0,n/e,n/e,n/e,0.0,,123.0,0.0,n/e,n/e,n/e,n/e,439.0,n/e,n/e,1903.0,2022-07-30,PL
07:00 - 08:00,46.0,4507.0,53.0,629.0,7333.0,188.0,n/e,n/e,n/e,0.0,,122.0,0.0,n/e,n/e,n/e,n/e,985.0,n/e,n/e,1145.0,2022-07-30,PL
08:00 - 09:00,45.0,4704.0,52.0,658.0,7739.0,188.0,n/e,n/e,n/e,0.0,,112.0,0.0,n/e,n/e,n/e,n/e,1780.0,n/e,n/e,644.0,2022-07-30,PL
09:00 - 10:00,46.0,4747.0,54.0,728.0,7789.0,188.0,n/e,n/e,n/e,120.0,,94.0,0.0,n/e,n/e,n/e,n/e,2641.0,n/e,n/e,575.0,2022-07-30,PL
10:00 - 11:00,46.0,4617.0,55.0,676.0,7810.0,187.0,n/e,n/e,n/e,75.0,,94.0,0.0,n/e,n/e,n/e,n/e,3125.0,n/e,n/e,796.0,2022-07-30,PL
11:00 - 12:00,46.0,4653.0,55.0,626.0,7692.0,187.0,n/e,n/e,n/e,11.0,,87.0,0.0,n/e,n/e,n/e,n/e,3384.0,n/e,n/e,940.0,2022-07-30,PL
12:00 - 13:00,45.0,4850.0,54.0,696.0,7545.0,186.0,n/e,n/e,n/e,0.0,,85.0,0.0,n/e,n/e,n/e,n/e,2962.0,n/e,n/e,1060.0,2022-07-30,PL
13:00 - 14:00,45.0,4742.0,54.0,704.0,7815.0,187.0,n/e,n/e,n/e,0.0,,85.0,0.0,n/e,n/e,n/e,n/e,2683.0,n/e,n/e,1214.0,2022-07-30,PL
14:00 - 15:00,46.0,4716.0,55.0,697.0,7727.0,187.0,n/e,n/e,n/e,0.0,,86.0,0.0,n/e,n/e,n/e,n/e,2259.0,n/e,n/e,1415.0,2022-07-30,PL
15:00 - 16:00,45.0,4707.0,53.0,693.0,7808.0,186.0,n/e,n/e,n/e,0.0,,88.0,0.0,n/e,n/e,n/e,n/e,1870.0,n/e,n/e,1492.0,2022-07-30,PL
16:00 - 17:00,46.0,4736.0,50.0,690.0,8005.0,186.0,n/e,n/e,n/e,19.0,,88.0,0.0,n/e,n/e,n/e,n/e,1489.0,n/e,n/e,1574.0,2022-07-30,PL
17:00 - 18:00,46.0,4803.0,51.0,784.0,8076.0,185.0,n/e,n/e,n/e,0.0,,88.0,0.0,n/e,n/e,n/e,n/e,986.0,n/e,n/e,1731.0,2022-07-30,PL
18:00 - 19:00,47.0,4812.0,51.0,743.0,8076.0,186.0,n/e,n/e,n/e,221.0,,102.0,0.0,n/e,n/e,n/e,n/e,547.0,n/e,n/e,1731.0,2022-07-30,PL
19:00 - 20:00,47.0,4792.0,52.0,805.0,7658.0,186.0,n/e,n/e,n/e,685.0,,128.0,34.0,n/e,n/e,n/e,n/e,212.0,n/e,n/e,1841.0,2022-07-30,PL
20:00 - 21:00,46.0,4796.0,52.0,789.0,7642.0,186.0,n/e,n/e,n/e,777.0,,142.0,39.0,n/e,n/e,n/e,n/e,73.0,n/e,n/e,2067.0,2022-07-30,PL
21:00 - 22:00,46.0,4758.0,52.0,782.0,7555.0,187.0,n/e,n/e,n/e,537.0,,128.0,39.0,n/e,n/e,n/e,n/e,2.0,n/e,n/e,2285.0,2022-07-30,PL
22:00 - 23:00,46.0,4745.0,53.0,796.0,7195.0,188.0,n/e,n/e,n/e,6.0,,92.0,5.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2356.0,2022-07-30,PL
23:00 - 00:00,46.0,4469.0,54.0,645.0,6640.0,189.0,n/e,n/e,n/e,0.0,,88.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2352.0,2022-07-30,PL
00:00 - 01:00,47.0,4197.0,56.0,629.0,5973.0,194.0,n/e,n/e,n/e,0.0,,85.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2373.0,2022-07-31,PL
01:00 - 02:00,46.0,4235.0,55.0,631.0,5872.0,199.0,n/e,n/e,n/e,0.0,,84.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2305.0,2022-07-31,PL
02:00 - 03:00,37.0,4244.0,54.0,620.0,5887.0,203.0,n/e,n/e,n/e,0.0,,86.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2211.0,2022-07-31,PL
03:00 - 04:00,27.0,4282.0,54.0,628.0,5921.0,201.0,n/e,n/e,n/e,0.0,,90.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,2175.0,2022-07-31,PL
04:00 - 05:00,27.0,4358.0,50.0,626.0,5951.0,201.0,n/e,n/e,n/e,0.0,,90.0,0.0,n/e,n/e,n/e,n/e,2.0,n/e,n/e,2181.0,2022-07-31,PL
05:00 - 06:00,27.0,4361.0,46.0,648.0,5883.0,200.0,n/e,n/e,n/e,0.0,,90.0,0.0,n/e,n/e,n/e,n/e,61.0,n/e,n/e,2133.0,2022-07-31,PL
06:00 - 07:00,27.0,4485.0,47.0,616.0,5967.0,199.0,n/e,n/e,n/e,0.0,,90.0,0.0,n/e,n/e,n/e,n/e,196.0,n/e,n/e,2117.0,2022-07-31,PL
07:00 - 08:00,27.0,4383.0,48.0,599.0,5793.0,198.0,n/e,n/e,n/e,0.0,,91.0,0.0,n/e,n/e,n/e,n/e,492.0,n/e,n/e,2168.0,2022-07-31,PL
08:00 - 09:00,27.0,4257.0,50.0,612.0,5653.0,197.0,n/e,n/e,n/e,0.0,,95.0,0.0,n/e,n/e,n/e,n/e,1013.0,n/e,n/e,1965.0,2022-07-31,PL
09:00 - 10:00,27.0,4436.0,55.0,614.0,5637.0,195.0,n/e,n/e,n/e,0.0,,103.0,0.0,n/e,n/e,n/e,n/e,1577.0,n/e,n/e,2014.0,2022-07-31,PL
10:00 - 11:00,27.0,4377.0,56.0,612.0,5689.0,196.0,n/e,n/e,n/e,0.0,,102.0,0.0,n/e,n/e,n/e,n/e,2175.0,n/e,n/e,2136.0,2022-07-31,PL
11:00 - 12:00,27.0,4306.0,56.0,605.0,5717.0,198.0,n/e,n/e,n/e,0.0,,103.0,0.0,n/e,n/e,n/e,n/e,2584.0,n/e,n/e,2278.0,2022-07-31,PL
12:00 - 13:00,27.0,3952.0,56.0,613.0,5751.0,198.0,n/e,n/e,n/e,0.0,,94.0,0.0,n/e,n/e,n/e,n/e,2859.0,n/e,n/e,2379.0,2022-07-31,PL
13:00 - 14:00,27.0,3808.0,55.0,621.0,5676.0,197.0,n/e,n/e,n/e,0.0,,94.0,0.0,n/e,n/e,n/e,n/e,2818.0,n/e,n/e,2336.0,2022-07-31,PL
14:00 - 15:00,27.0,3709.0,54.0,637.0,5679.0,198.0,n/e,n/e,n/e,0.0,,99.0,0.0,n/e,n/e,n/e,n/e,2745.0,n/e,n/e,2253.0,2022-07-31,PL
15:00 - 16:00,26.0,3972.0,54.0,622.0,5628.0,196.0,n/e,n/e,n/e,0.0,,104.0,0.0,n/e,n/e,n/e,n/e,2560.0,n/e,n/e,2152.0,2022-07-31,PL
16:00 - 17:00,26.0,4388.0,55.0,611.0,5509.0,196.0,n/e,n/e,n/e,0.0,,110.0,0.0,n/e,n/e,n/e,n/e,2198.0,n/e,n/e,1962.0,2022-07-31,PL
17:00 - 18:00,32.0,4620.0,55.0,627.0,5777.0,196.0,n/e,n/e,n/e,24.0,,111.0,0.0,n/e,n/e,n/e,n/e,1714.0,n/e,n/e,1676.0,2022-07-31,PL
18:00 - 19:00,46.0,4744.0,55.0,630.0,6617.0,195.0,n/e,n/e,n/e,272.0,,118.0,0.0,n/e,n/e,n/e,n/e,949.0,n/e,n/e,1377.0,2022-07-31,PL
19:00 - 20:00,51.0,4873.0,56.0,765.0,7351.0,195.0,n/e,n/e,n/e,324.0,,133.0,35.0,n/e,n/e,n/e,n/e,359.0,n/e,n/e,1073.0,2022-07-31,PL
20:00 - 21:00,57.0,4855.0,57.0,892.0,7622.0,195.0,n/e,n/e,n/e,538.0,,162.0,39.0,n/e,n/e,n/e,n/e,157.0,n/e,n/e,989.0,2022-07-31,PL
21:00 - 22:00,64.0,4834.0,58.0,970.0,7619.0,192.0,n/e,n/e,n/e,728.0,,168.0,39.0,n/e,n/e,n/e,n/e,14.0,n/e,n/e,1029.0,2022-07-31,PL
22:00 - 23:00,67.0,4699.0,57.0,930.0,7478.0,190.0,n/e,n/e,n/e,546.0,,134.0,5.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1108.0,2022-07-31,PL
23:00 - 00:00,69.0,4521.0,56.0,710.0,7243.0,188.0,n/e,n/e,n/e,69.0,,129.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1095.0,2022-07-31,PL
00:00 - 01:00,70.0,4303.0,56.0,738.0,6858.0,186.0,n/e,n/e,n/e,1.0,,106.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,968.0,2022-08-01,PL
01:00 - 02:00,70.0,4252.0,52.0,617.0,6897.0,187.0,n/e,n/e,n/e,0.0,,102.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,863.0,2022-08-01,PL
02:00 - 03:00,70.0,4258.0,49.0,806.0,6937.0,186.0,n/e,n/e,n/e,0.0,,97.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,780.0,2022-08-01,PL
03:00 - 04:00,71.0,4271.0,48.0,819.0,6999.0,187.0,n/e,n/e,n/e,0.0,,92.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,807.0,2022-08-01,PL
04:00 - 05:00,76.0,4254.0,46.0,932.0,7192.0,188.0,n/e,n/e,n/e,0.0,,92.0,0.0,n/e,n/e,n/e,n/e,1.0,n/e,n/e,787.0,2022-08-01,PL
05:00 - 06:00,82.0,4243.0,48.0,600.0,7316.0,188.0,n/e,n/e,n/e,0.0,,92.0,0.0,n/e,n/e,n/e,n/e,98.0,n/e,n/e,756.0,2022-08-01,PL
06:00 - 07:00,86.0,4690.0,50.0,565.0,8393.0,190.0,n/e,n/e,n/e,17.0,,109.0,0.0,n/e,n/e,n/e,n/e,426.0,n/e,n/e,723.0,2022-08-01,PL
07:00 - 08:00,89.0,4875.0,52.0,624.0,9213.0,190.0,n/e,n/e,n/e,292.0,,112.0,0.0,n/e,n/e,n/e,n/e,1153.0,n/e,n/e,530.0,2022-08-01,PL
08:00 - 09:00,91.0,5036.0,55.0,542.0,9396.0,190.0,n/e,n/e,n/e,247.0,,122.0,0.0,n/e,n/e,n/e,n/e,2032.0,n/e,n/e,412.0,2022-08-01,PL
09:00 - 10:00,91.0,4899.0,57.0,541.0,9299.0,189.0,n/e,n/e,n/e,66.0,,128.0,0.0,n/e,n/e,n/e,n/e,2953.0,n/e,n/e,348.0,2022-08-01,PL
10:00 - 11:00,91.0,4875.0,57.0,541.0,9093.0,187.0,n/e,n/e,n/e,0.0,,127.0,0.0,n/e,n/e,n/e,n/e,3762.0,n/e,n/e,315.0,2022-08-01,PL
11:00 - 12:00,91.0,4804.0,57.0,543.0,8821.0,184.0,n/e,n/e,n/e,0.0,,125.0,0.0,n/e,n/e,n/e,n/e,4127.0,n/e,n/e,348.0,2022-08-01,PL
12:00 - 13:00,91.0,4886.0,55.0,548.0,8448.0,184.0,n/e,n/e,n/e,0.0,,115.0,0.0,n/e,n/e,n/e,n/e,4413.0,n/e,n/e,380.0,2022-08-01,PL
13:00 - 14:00,91.0,4812.0,52.0,548.0,8644.0,183.0,n/e,n/e,n/e,0.0,,113.0,0.0,n/e,n/e,n/e,n/e,4578.0,n/e,n/e,428.0,2022-08-01,PL
14:00 - 15:00,91.0,4683.0,50.0,527.0,8589.0,180.0,n/e,n/e,n/e,0.0,,113.0,0.0,n/e,n/e,n/e,n/e,4291.0,n/e,n/e,514.0,2022-08-01,PL
15:00 - 16:00,91.0,4801.0,50.0,529.0,8624.0,181.0,n/e,n/e,n/e,58.0,,113.0,0.0,n/e,n/e,n/e,n/e,3874.0,n/e,n/e,608.0,2022-08-01,PL
16:00 - 17:00,91.0,4862.0,50.0,648.0,8813.0,182.0,n/e,n/e,n/e,338.0,,114.0,0.0,n/e,n/e,n/e,n/e,3239.0,n/e,n/e,733.0,2022-08-01,PL
17:00 - 18:00,91.0,5008.0,55.0,589.0,9286.0,184.0,n/e,n/e,n/e,415.0,,114.0,0.0,n/e,n/e,n/e,n/e,2140.0,n/e,n/e,795.0,2022-08-01,PL
18:00 - 19:00,91.0,5029.0,55.0,788.0,9632.0,184.0,n/e,n/e,n/e,648.0,,115.0,0.0,n/e,n/e,n/e,n/e,1094.0,n/e,n/e,662.0,2022-08-01,PL
19:00 - 20:00,91.0,4997.0,57.0,952.0,9917.0,184.0,n/e,n/e,n/e,976.0,,114.0,35.0,n/e,n/e,n/e,n/e,427.0,n/e,n/e,641.0,2022-08-01,PL
20:00 - 21:00,91.0,5089.0,58.0,961.0,10428.0,183.0,n/e,n/e,n/e,872.0,,148.0,40.0,n/e,n/e,n/e,n/e,92.0,n/e,n/e,636.0,2022-08-01,PL
21:00 - 22:00,91.0,5052.0,57.0,946.0,10539.0,184.0,n/e,n/e,n/e,729.0,,150.0,40.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,639.0,2022-08-01,PL
