MTU,Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),date,country
MTU,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,
MTU,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,
MTU,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,
MTU,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,
07:00 - 08:00,277.0,4999.0,83.0,733.0,8065.0,188.0,n/e,n/e,n/e,12.0,,130.0,0.0,n/e,n/e,n/e,n/e,1823.0,n/e,n/e,1719.0,2022-06-06,PL
08:00 - 09:00,280.0,4986.0,84.0,914.0,8639.0,189.0,n/e,n/e,n/e,59.0,,135.0,0.0,n/e,n/e,n/e,n/e,2994.0,n/e,n/e,876.0,2022-06-06,PL
09:00 - 10:00,285.0,4912.0,85.0,862.0,8328.0,190.0,n/e,n/e,n/e,4.0,,137.0,0.0,n/e,n/e,n/e,n/e,3906.0,n/e,n/e,829.0,2022-06-06,PL
10:00 - 11:00,286.0,4814.0,85.0,590.0,7780.0,193.0,n/e,n/e,n/e,0.0,,131.0,0.0,n/e,n/e,n/e,n/e,4467.0,n/e,n/e,1026.0,2022-06-06,PL
11:00 - 12:00,284.0,4893.0,85.0,580.0,7654.0,194.0,n/e,n/e,n/e,0.0,,130.0,0.0,n/e,n/e,n/e,n/e,4565.0,n/e,n/e,1140.0,2022-06-06,PL
12:00 - 13:00,283.0,4999.0,86.0,588.0,7734.0,195.0,n/e,n/e,n/e,0.0,,129.0,0.0,n/e,n/e,n/e,n/e,4099.0,n/e,n/e,1054.0,2022-06-06,PL
13:00 - 14:00,284.0,5017.0,84.0,584.0,8136.0,195.0,n/e,n/e,n/e,0.0,,128.0,0.0,n/e,n/e,n/e,n/e,3839.0,n/e,n/e,995.0,2022-06-06,PL
14:00 - 15:00,283.0,5049.0,87.0,589.0,8488.0,192.0,n/e,n/e,n/e,0.0,,126.0,0.0,n/e,n/e,n/e,n/e,3486.0,n/e,n/e,853.0,2022-06-06,PL
15:00 - 16:00,283.0,5044.0,86.0,595.0,9096.0,192.0,n/e,n/e,n/e,0.0,,125.0,0.0,n/e,n/e,n/e,n/e,2854.0,n/e,n/e,677.0,2022-06-06,PL
16:00 - 17:00,284.0,5148.0,86.0,747.0,9608.0,191.0,n/e,n/e,n/e,30.0,,126.0,0.0,n/e,n/e,n/e,n/e,2479.0,n/e,n/e,513.0,2022-06-06,PL
17:00 - 18:00,282.0,5206.0,83.0,796.0,9815.0,191.0,n/e,n/e,n/e,549.0,,126.0,0.0,n/e,n/e,n/e,n/e,1846.0,n/e,n/e,336.0,2022-06-06,PL
18:00 - 19:00,291.0,5090.0,82.0,873.0,10075.0,193.0,n/e,n/e,n/e,719.0,,144.0,0.0,n/e,n/e,n/e,n/e,1102.0,n/e,n/e,269.0,2022-06-06,PL
19:00 - 20:00,293.0,5133.0,80.0,905.0,10321.0,196.0,n/e,n/e,n/e,945.0,,173.0,46.0,n/e,n/e,n/e,n/e,470.0,n/e,n/e,418.0,2022-06-06,PL
20:00 - 21:00,294.0,5114.0,77.0,900.0,10280.0,194.0,n/e,n/e,n/e,986.0,,186.0,52.0,n/e,n/e,n/e,n/e,171.0,n/e,n/e,588.0,2022-06-06,PL
21:00 - 22:00,294.0,5106.0,75.0,901.0,10004.0,196.0,n/e,n/e,n/e,890.0,,185.0,52.0,n/e,n/e,n/e,n/e,21.0,n/e,n/e,723.0,2022-06-06,PL
22:00 - 23:00,294.0,5090.0,73.0,885.0,9342.0,197.0,n/e,n/e,n/e,168.0,,169.0,7.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,911.0,2022-06-06,PL
23:00 - 00:00,287.0,4909.0,73.0,638.0,8783.0,198.0,n/e,n/e,n/e,9.0,,146.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,825.0,2022-06-06,PL
00:00 - 01:00,266.0,4632.0,77.0,679.0,8813.0,197.0,n/e,n/e,n/e,0.0,,130.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,706.0,2022-06-07,PL
01:00 - 02:00,263.0,4641.0,79.0,567.0,8602.0,197.0,n/e,n/e,n/e,0.0,,127.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,758.0,2022-06-07,PL
02:00 - 03:00,264.0,4607.0,79.0,566.0,8471.0,195.0,n/e,n/e,n/e,0.0,,127.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,690.0,2022-06-07,PL
03:00 - 04:00,265.0,4567.0,80.0,562.0,8312.0,195.0,n/e,n/e,n/e,0.0,,127.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,674.0,2022-06-07,PL
04:00 - 05:00,266.0,4407.0,84.0,560.0,8163.0,195.0,n/e,n/e,n/e,0.0,,127.0,0.0,n/e,n/e,n/e,n/e,22.0,n/e,n/e,788.0,2022-06-07,PL
05:00 - 06:00,271.0,4302.0,86.0,563.0,8299.0,191.0,n/e,n/e,n/e,0.0,,128.0,0.0,n/e,n/e,n/e,n/e,185.0,n/e,n/e,655.0,2022-06-07,PL
06:00 - 07:00,274.0,4710.0,87.0,752.0,8838.0,195.0,n/e,n/e,n/e,0.0,,124.0,0.0,n/e,n/e,n/e,n/e,676.0,n/e,n/e,420.0,2022-06-07,PL
07:00 - 08:00,281.0,4903.0,86.0,937.0,9441.0,198.0,n/e,n/e,n/e,207.0,,124.0,0.0,n/e,n/e,n/e,n/e,1721.0,n/e,n/e,246.0,2022-06-07,PL
08:00 - 09:00,283.0,4857.0,87.0,895.0,9361.0,202.0,n/e,n/e,n/e,342.0,,130.0,0.0,n/e,n/e,n/e,n/e,2835.0,n/e,n/e,190.0,2022-06-07,PL
09:00 - 10:00,283.0,4833.0,88.0,828.0,9154.0,203.0,n/e,n/e,n/e,75.0,,132.0,0.0,n/e,n/e,n/e,n/e,3831.0,n/e,n/e,164.0,2022-06-07,PL
10:00 - 11:00,286.0,4846.0,87.0,721.0,9023.0,203.0,n/e,n/e,n/e,0.0,,131.0,0.0,n/e,n/e,n/e,n/e,4377.0,n/e,n/e,199.0,2022-06-07,PL
11:00 - 12:00,288.0,4897.0,81.0,795.0,9447.0,203.0,n/e,n/e,n/e,0.0,,130.0,0.0,n/e,n/e,n/e,n/e,4853.0,n/e,n/e,215.0,2022-06-07,PL
12:00 - 13:00,287.0,5047.0,53.0,787.0,9397.0,202.0,n/e,n/e,n/e,0.0,,130.0,0.0,n/e,n/e,n/e,n/e,4378.0,n/e,n/e,228.0,2022-06-07,PL
13:00 - 14:00,289.0,5032.0,48.0,835.0,9677.0,201.0,n/e,n/e,n/e,0.0,,130.0,0.0,n/e,n/e,n/e,n/e,4110.0,n/e,n/e,226.0,2022-06-07,PL
14:00 - 15:00,287.0,4989.0,46.0,912.0,9792.0,201.0,n/e,n/e,n/e,202.0,,126.0,0.0,n/e,n/e,n/e,n/e,3526.0,n/e,n/e,256.0,2022-06-07,PL
15:00 - 16:00,286.0,4881.0,38.0,1115.0,10154.0,202.0,n/e,n/e,n/e,343.0,,124.0,0.0,n/e,n/e,n/e,n/e,2532.0,n/e,n/e,401.0,2022-06-07,PL
16:00 - 17:00,287.0,4829.0,37.0,1147.0,10207.0,202.0,n/e,n/e,n/e,422.0,,123.0,0.0,n/e,n/e,n/e,n/e,1861.0,n/e,n/e,406.0,2022-06-07,PL
17:00 - 18:00,288.0,4903.0,37.0,1156.0,10247.0,198.0,n/e,n/e,n/e,315.0,,125.0,0.0,n/e,n/e,n/e,n/e,1089.0,n/e,n/e,380.0,2022-06-07,PL
18:00 - 19:00,292.0,4955.0,37.0,1196.0,10293.0,197.0,n/e,n/e,n/e,373.0,,162.0,0.0,n/e,n/e,n/e,n/e,658.0,n/e,n/e,440.0,2022-06-07,PL
19:00 - 20:00,293.0,5009.0,36.0,1207.0,10600.0,201.0,n/e,n/e,n/e,469.0,,176.0,46.0,n/e,n/e,n/e,n/e,299.0,n/e,n/e,584.0,2022-06-07,PL
20:00 - 21:00,290.0,5036.0,39.0,1215.0,10637.0,200.0,n/e,n/e,n/e,427.0,,185.0,52.0,n/e,n/e,n/e,n/e,165.0,n/e,n/e,538.0,2022-06-07,PL
21:00 - 22:00,292.0,5000.0,40.0,1214.0,10439.0,200.0,n/e,n/e,n/e,387.0,,183.0,52.0,n/e,n/e,n/e,n/e,12.0,n/e,n/e,540.0,2022-06-07,PL
22:00 - 23:00,292.0,4945.0,41.0,1202.0,9781.0,201.0,n/e,n/e,n/e,183.0,,164.0,7.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,713.0,2022-06-07,PL
23:00 - 00:00,288.0,4829.0,46.0,1135.0,9020.0,198.0,n/e,n/e,n/e,19.0,,137.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,781.0,2022-06-07,PL
00:00 - 01:00,275.0,4583.0,47.0,1007.0,8329.0,198.0,n/e,n/e,n/e,0.0,,130.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,714.0,2022-06-08,PL
01:00 - 02:00,269.0,4549.0,51.0,868.0,8006.0,199.0,n/e,n/e,n/e,0.0,,125.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,608.0,2022-06-08,PL
02:00 - 03:00,263.0,4553.0,57.0,849.0,8127.0,199.0,n/e,n/e,n/e,0.0,,124.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,504.0,2022-06-08,PL
03:00 - 04:00,265.0,4523.0,65.0,843.0,8170.0,199.0,n/e,n/e,n/e,0.0,,124.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,427.0,2022-06-08,PL
04:00 - 05:00,268.0,4531.0,67.0,874.0,8390.0,196.0,n/e,n/e,n/e,0.0,,124.0,0.0,n/e,n/e,n/e,n/e,20.0,n/e,n/e,320.0,2022-06-08,PL
05:00 - 06:00,273.0,4549.0,67.0,975.0,8729.0,195.0,n/e,n/e,n/e,0.0,,126.0,0.0,n/e,n/e,n/e,n/e,159.0,n/e,n/e,271.0,2022-06-08,PL
06:00 - 07:00,285.0,4874.0,68.0,1209.0,9027.0,194.0,n/e,n/e,n/e,70.0,,121.0,0.0,n/e,n/e,n/e,n/e,520.0,n/e,n/e,139.0,2022-06-08,PL
07:00 - 08:00,293.0,5015.0,69.0,1425.0,9881.0,201.0,n/e,n/e,n/e,393.0,,120.0,0.0,n/e,n/e,n/e,n/e,1048.0,n/e,n/e,63.0,2022-06-08,PL
08:00 - 09:00,293.0,4862.0,69.0,1408.0,10166.0,201.0,n/e,n/e,n/e,541.0,,123.0,0.0,n/e,n/e,n/e,n/e,1811.0,n/e,n/e,30.0,2022-06-08,PL
09:00 - 10:00,292.0,4783.0,70.0,1386.0,10000.0,200.0,n/e,n/e,n/e,275.0,,126.0,0.0,n/e,n/e,n/e,n/e,2468.0,n/e,n/e,15.0,2022-06-08,PL
10:00 - 11:00,292.0,4809.0,55.0,1293.0,9662.0,198.0,n/e,n/e,n/e,0.0,,140.0,0.0,n/e,n/e,n/e,n/e,2949.0,n/e,n/e,19.0,2022-06-08,PL
11:00 - 12:00,288.0,4778.0,46.0,1368.0,9694.0,200.0,n/e,n/e,n/e,0.0,,140.0,0.0,n/e,n/e,n/e,n/e,3268.0,n/e,n/e,41.0,2022-06-08,PL
12:00 - 13:00,288.0,4815.0,47.0,1372.0,9747.0,200.0,n/e,n/e,n/e,0.0,,134.0,0.0,n/e,n/e,n/e,n/e,3366.0,n/e,n/e,63.0,2022-06-08,PL
13:00 - 14:00,286.0,4870.0,49.0,1159.0,9592.0,199.0,n/e,n/e,n/e,0.0,,135.0,0.0,n/e,n/e,n/e,n/e,3656.0,n/e,n/e,86.0,2022-06-08,PL
14:00 - 15:00,287.0,4993.0,53.0,938.0,9598.0,201.0,n/e,n/e,n/e,0.0,,134.0,0.0,n/e,n/e,n/e,n/e,3494.0,n/e,n/e,121.0,2022-06-08,PL
15:00 - 16:00,286.0,5015.0,53.0,1024.0,9726.0,198.0,n/e,n/e,n/e,0.0,,134.0,0.0,n/e,n/e,n/e,n/e,3035.0,n/e,n/e,144.0,2022-06-08,PL
16:00 - 17:00,293.0,4964.0,50.0,1252.0,10100.0,199.0,n/e,n/e,n/e,0.0,,125.0,0.0,n/e,n/e,n/e,n/e,2239.0,n/e,n/e,178.0,2022-06-08,PL
17:00 - 18:00,293.0,4912.0,48.0,1210.0,10406.0,198.0,n/e,n/e,n/e,12.0,,123.0,0.0,n/e,n/e,n/e,n/e,1848.0,n/e,n/e,249.0,2022-06-08,PL
18:00 - 19:00,292.0,4967.0,50.0,1163.0,10463.0,195.0,n/e,n/e,n/e,125.0,,131.0,0.0,n/e,n/e,n/e,n/e,1127.0,n/e,n/e,314.0,2022-06-08,PL
19:00 - 20:00,293.0,5056.0,49.0,1391.0,10500.0,193.0,n/e,n/e,n/e,504.0,,136.0,46.0,n/e,n/e,n/e,n/e,461.0,n/e,n/e,402.0,2022-06-08,PL
20:00 - 21:00,294.0,5049.0,49.0,1389.0,10516.0,194.0,n/e,n/e,n/e,628.0,,184.0,53.0,n/e,n/e,n/e,n/e,162.0,n/e,n/e,530.0,2022-06-08,PL
21:00 - 22:00,295.0,5082.0,49.0,1289.0,10250.0,195.0,n/e,n/e,n/e,390.0,,190.0,52.0,n/e,n/e,n/e,n/e,17.0,n/e,n/e,790.0,2022-06-08,PL
22:00 - 23:00,287.0,5159.0,50.0,1045.0,9154.0,196.0,n/e,n/e,n/e,9.0,,144.0,7.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1092.0,2022-06-08,PL
23:00 - 00:00,283.0,4921.0,52.0,895.0,8312.0,198.0,n/e,n/e,n/e,0.0,,137.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1150.0,2022-06-08,PL
00:00 - 01:00,233.0,4780.0,53.0,914.0,8523.0,197.0,n/e,n/e,n/e,0.0,,126.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1021.0,2022-06-09,PL
01:00 - 02:00,217.0,4710.0,56.0,905.0,8525.0,198.0,n/e,n/e,n/e,0.0,,120.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1020.0,2022-06-09,PL
02:00 - 03:00,219.0,4720.0,56.0,1009.0,8647.0,200.0,n/e,n/e,n/e,0.0,,120.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,735.0,2022-06-09,PL
03:00 - 04:00,220.0,4721.0,56.0,1038.0,8875.0,200.0,n/e,n/e,n/e,0.0,,120.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,542.0,2022-06-09,PL
04:00 - 05:00,226.0,4584.0,58.0,1147.0,8974.0,200.0,n/e,n/e,n/e,0.0,,120.0,0.0,n/e,n/e,n/e,n/e,27.0,n/e,n/e,574.0,2022-06-09,PL
05:00 - 06:00,229.0,4658.0,57.0,953.0,8768.0,197.0,n/e,n/e,n/e,0.0,,120.0,0.0,n/e,n/e,n/e,n/e,193.0,n/e,n/e,738.0,2022-06-09,PL
06:00 - 07:00,229.0,4966.0,57.0,884.0,8874.0,198.0,n/e,n/e,n/e,0.0,,117.0,0.0,n/e,n/e,n/e,n/e,582.0,n/e,n/e,582.0,2022-06-09,PL
07:00 - 08:00,231.0,5274.0,57.0,1076.0,10013.0,197.0,n/e,n/e,n/e,50.0,,116.0,0.0,n/e,n/e,n/e,n/e,1350.0,n/e,n/e,207.0,2022-06-09,PL
08:00 - 09:00,239.0,5437.0,52.0,1190.0,10065.0,199.0,n/e,n/e,n/e,100.0,,121.0,0.0,n/e,n/e,n/e,n/e,2108.0,n/e,n/e,63.0,2022-06-09,PL
09:00 - 10:00,238.0,5351.0,50.0,1161.0,9914.0,199.0,n/e,n/e,n/e,0.0,,126.0,0.0,n/e,n/e,n/e,n/e,2923.0,n/e,n/e,108.0,2022-06-09,PL
10:00 - 11:00,240.0,5346.0,46.0,992.0,9639.0,200.0,n/e,n/e,n/e,0.0,,122.0,0.0,n/e,n/e,n/e,n/e,3894.0,n/e,n/e,200.0,2022-06-09,PL
11:00 - 12:00,240.0,5423.0,45.0,965.0,9532.0,200.0,n/e,n/e,n/e,0.0,,121.0,0.0,n/e,n/e,n/e,n/e,4092.0,n/e,n/e,215.0,2022-06-09,PL
12:00 - 13:00,241.0,5427.0,43.0,922.0,9297.0,200.0,n/e,n/e,n/e,24.0,,120.0,0.0,n/e,n/e,n/e,n/e,4026.0,n/e,n/e,282.0,2022-06-09,PL
13:00 - 14:00,239.0,5399.0,42.0,952.0,9307.0,199.0,n/e,n/e,n/e,168.0,,119.0,0.0,n/e,n/e,n/e,n/e,3657.0,n/e,n/e,340.0,2022-06-09,PL
14:00 - 15:00,238.0,5406.0,41.0,971.0,9438.0,197.0,n/e,n/e,n/e,0.0,,119.0,0.0,n/e,n/e,n/e,n/e,3492.0,n/e,n/e,495.0,2022-06-09,PL
15:00 - 16:00,236.0,5870.0,44.0,1050.0,9342.0,196.0,n/e,n/e,n/e,23.0,,119.0,0.0,n/e,n/e,n/e,n/e,2998.0,n/e,n/e,716.0,2022-06-09,PL
16:00 - 17:00,237.0,5977.0,44.0,1115.0,9396.0,197.0,n/e,n/e,n/e,168.0,,132.0,0.0,n/e,n/e,n/e,n/e,1747.0,n/e,n/e,806.0,2022-06-09,PL
17:00 - 18:00,243.0,5980.0,48.0,1289.0,9479.0,196.0,n/e,n/e,n/e,234.0,,137.0,0.0,n/e,n/e,n/e,n/e,1233.0,n/e,n/e,799.0,2022-06-09,PL
18:00 - 19:00,238.0,5981.0,49.0,1250.0,9601.0,197.0,n/e,n/e,n/e,321.0,,144.0,0.0,n/e,n/e,n/e,n/e,748.0,n/e,n/e,770.0,2022-06-09,PL
19:00 - 20:00,242.0,6042.0,52.0,1258.0,9640.0,200.0,n/e,n/e,n/e,433.0,,145.0,46.0,n/e,n/e,n/e,n/e,391.0,n/e,n/e,911.0,2022-06-09,PL
20:00 - 21:00,241.0,5968.0,54.0,1257.0,9622.0,201.0,n/e,n/e,n/e,391.0,,162.0,53.0,n/e,n/e,n/e,n/e,149.0,n/e,n/e,1093.0,2022-06-09,PL
21:00 - 22:00,241.0,5794.0,59.0,958.0,9276.0,201.0,n/e,n/e,n/e,154.0,,163.0,53.0,n/e,n/e,n/e,n/e,14.0,n/e,n/e,1163.0,2022-06-09,PL
22:00 - 23:00,242.0,5626.0,59.0,935.0,8518.0,199.0,n/e,n/e,n/e,4.0,,158.0,7.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1388.0,2022-06-09,PL
23:00 - 00:00,229.0,5481.0,61.0,883.0,7709.0,197.0,n/e,n/e,n/e,0.0,,141.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1388.0,2022-06-09,PL
00:00 - 01:00,219.0,5257.0,61.0,919.0,7854.0,197.0,n/e,n/e,n/e,105.0,,127.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1363.0,2022-06-10,PL
01:00 - 02:00,217.0,5232.0,61.0,882.0,7807.0,198.0,n/e,n/e,n/e,0.0,,125.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1554.0,2022-06-10,PL
02:00 - 03:00,218.0,5201.0,63.0,864.0,7767.0,197.0,n/e,n/e,n/e,0.0,,125.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1648.0,2022-06-10,PL
03:00 - 04:00,218.0,5238.0,63.0,939.0,7780.0,197.0,n/e,n/e,n/e,0.0,,125.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1669.0,2022-06-10,PL
04:00 - 05:00,222.0,5245.0,63.0,935.0,7589.0,197.0,n/e,n/e,n/e,0.0,,125.0,0.0,n/e,n/e,n/e,n/e,21.0,n/e,n/e,1696.0,2022-06-10,PL
05:00 - 06:00,198.0,5203.0,64.0,883.0,7752.0,197.0,n/e,n/e,n/e,0.0,,125.0,0.0,n/e,n/e,n/e,n/e,180.0,n/e,n/e,1709.0,2022-06-10,PL
06:00 - 07:00,163.0,5494.0,66.0,983.0,8322.0,197.0,n/e,n/e,n/e,12.0,,122.0,0.0,n/e,n/e,n/e,n/e,578.0,n/e,n/e,1648.0,2022-06-10,PL
07:00 - 08:00,166.0,5740.0,68.0,1199.0,8801.0,192.0,n/e,n/e,n/e,154.0,,121.0,0.0,n/e,n/e,n/e,n/e,1063.0,n/e,n/e,1643.0,2022-06-10,PL
08:00 - 09:00,219.0,5731.0,67.0,1194.0,9000.0,192.0,n/e,n/e,n/e,148.0,,137.0,0.0,n/e,n/e,n/e,n/e,1713.0,n/e,n/e,1527.0,2022-06-10,PL
09:00 - 10:00,241.0,5656.0,68.0,1039.0,8829.0,192.0,n/e,n/e,n/e,0.0,,144.0,0.0,n/e,n/e,n/e,n/e,2610.0,n/e,n/e,1514.0,2022-06-10,PL
10:00 - 11:00,241.0,5567.0,67.0,917.0,8227.0,193.0,n/e,n/e,n/e,2.0,,131.0,0.0,n/e,n/e,n/e,n/e,3298.0,n/e,n/e,1438.0,2022-06-10,PL
11:00 - 12:00,240.0,5531.0,67.0,922.0,7979.0,193.0,n/e,n/e,n/e,5.0,,129.0,0.0,n/e,n/e,n/e,n/e,3832.0,n/e,n/e,1488.0,2022-06-10,PL
12:00 - 13:00,240.0,5203.0,64.0,897.0,7893.0,191.0,n/e,n/e,n/e,0.0,,123.0,0.0,n/e,n/e,n/e,n/e,4188.0,n/e,n/e,1642.0,2022-06-10,PL
13:00 - 14:00,238.0,5013.0,62.0,879.0,8017.0,191.0,n/e,n/e,n/e,0.0,,124.0,0.0,n/e,n/e,n/e,n/e,4208.0,n/e,n/e,1719.0,2022-06-10,PL
14:00 - 15:00,240.0,4929.0,59.0,863.0,7953.0,190.0,n/e,n/e,n/e,0.0,,124.0,0.0,n/e,n/e,n/e,n/e,4174.0,n/e,n/e,1625.0,2022-06-10,PL
15:00 - 16:00,239.0,5014.0,57.0,885.0,7995.0,189.0,n/e,n/e,n/e,0.0,,132.0,0.0,n/e,n/e,n/e,n/e,3667.0,n/e,n/e,1561.0,2022-06-10,PL
16:00 - 17:00,240.0,5071.0,57.0,894.0,8429.0,189.0,n/e,n/e,n/e,0.0,,139.0,0.0,n/e,n/e,n/e,n/e,3360.0,n/e,n/e,1539.0,2022-06-10,PL
17:00 - 18:00,239.0,5211.0,57.0,1050.0,8817.0,189.0,n/e,n/e,n/e,0.0,,144.0,0.0,n/e,n/e,n/e,n/e,2396.0,n/e,n/e,1527.0,2022-06-10,PL
18:00 - 19:00,240.0,5264.0,58.0,1310.0,9171.0,190.0,n/e,n/e,n/e,350.0,,179.0,0.0,n/e,n/e,n/e,n/e,1241.0,n/e,n/e,1348.0,2022-06-10,PL
19:00 - 20:00,234.0,5270.0,58.0,1399.0,9310.0,193.0,n/e,n/e,n/e,721.0,,184.0,46.0,n/e,n/e,n/e,n/e,485.0,n/e,n/e,1151.0,2022-06-10,PL
20:00 - 21:00,232.0,5226.0,58.0,1368.0,9501.0,196.0,n/e,n/e,n/e,880.0,,184.0,53.0,n/e,n/e,n/e,n/e,176.0,n/e,n/e,949.0,2022-06-10,PL
21:00 - 22:00,239.0,5226.0,58.0,1376.0,9398.0,197.0,n/e,n/e,n/e,760.0,,184.0,53.0,n/e,n/e,n/e,n/e,12.0,n/e,n/e,851.0,2022-06-10,PL
22:00 - 23:00,230.0,5232.0,57.0,1379.0,9109.0,196.0,n/e,n/e,n/e,396.0,,175.0,7.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,895.0,2022-06-10,PL
23:00 - 00:00,228.0,5139.0,60.0,1368.0,8629.0,195.0,n/e,n/e,n/e,174.0,,132.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,977.0,2022-06-10,PL
00:00 - 01:00,220.0,4769.0,63.0,1336.0,7732.0,195.0,n/e,n/e,n/e,158.0,,124.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1073.0,2022-06-11,PL
01:00 - 02:00,215.0,4627.0,63.0,1213.0,7512.0,196.0,n/e,n/e,n/e,53.0,,123.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,1052.0,2022-06-11,PL
02:00 - 03:00,216.0,4597.0,65.0,1183.0,7418.0,193.0,n/e,n/e,n/e,8.0,,123.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,987.0,2022-06-11,PL
03:00 - 04:00,215.0,4643.0,68.0,1171.0,7350.0,195.0,n/e,n/e,n/e,6.0,,123.0,0.0,n/e,n/e,n/e,n/e,0.0,n/e,n/e,919.0,2022-06-11,PL
04:00 - 05:00,221.0,4618.0,71.0,1144.0,7222.0,195.0,n/e,n/e,n/e,0.0,,123.0,0.0,n/e,n/e,n/e,n/e,33.0,n/e,n/e,883.0,2022-06-11,PL
05:00 - 06:00,230.0,4582.0,72.0,907.0,6955.0,194.0,n/e,n/e,n/e,0.0,,125.0,0.0,n/e,n/e,n/e,n/e,235.0,n/e,n/e,861.0,2022-06-11,PL
06:00 - 07:00,230.0,4865.0,72.0,855.0,6678.0,195.0,n/e,n/e,n/e,0.0,,121.0,0.0,n/e,n/e,n/e,n/e,815.0,n/e,n/e,754.0,2022-06-11,PL
07:00 - 08:00,230.0,4998.0,72.0,863.0,6596.0,196.0,n/e,n/e,n/e,0.0,,121.0,0.0,n/e,n/e,n/e,n/e,2040.0,n/e,n/e,445.0,2022-06-11,PL
08:00 - 09:00,230.0,5098.0,71.0,905.0,6622.0,196.0,n/e,n/e,n/e,0.0,,83.0,0.0,n/e,n/e,n/e,n/e,3346.0,n/e,n/e,300.0,2022-06-11,PL
09:00 - 10:00,230.0,4931.0,70.0,984.0,6421.0,196.0,n/e,n/e,n/e,56.0,,80.0,0.0,n/e,n/e,n/e,n/e,4403.0,n/e,n/e,231.0,2022-06-11,PL
10:00 - 11:00,230.0,4656.0,67.0,882.0,6097.0,196.0,n/e,n/e,n/e,0.0,,80.0,0.0,n/e,n/e,n/e,n/e,5392.0,n/e,n/e,282.0,2022-06-11,PL
11:00 - 12:00,228.0,4590.0,65.0,875.0,5583.0,197.0,n/e,n/e,n/e,0.0,,81.0,0.0,n/e,n/e,n/e,n/e,5642.0,n/e,n/e,358.0,2022-06-11,PL
12:00 - 13:00,230.0,3941.0,66.0,886.0,5575.0,196.0,n/e,n/e,n/e,0.0,,73.0,0.0,n/e,n/e,n/e,n/e,5588.0,n/e,n/e,410.0,2022-06-11,PL
13:00 - 14:00,228.0,3669.0,65.0,895.0,5601.0,196.0,n/e,n/e,n/e,0.0,,71.0,0.0,n/e,n/e,n/e,n/e,5320.0,n/e,n/e,439.0,2022-06-11,PL
