MTU,Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),date,country
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2631.0,n/e,5494.0,324.0,n/e,n/e,n/e,n/e,5491.0,2022-08-11,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2918.0,n/e,5514.0,357.0,n/e,n/e,n/e,n/e,5333.0,2022-08-11,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3495.0,n/e,5516.0,465.0,n/e,n/e,n/e,n/e,5269.0,2022-08-11,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5088.0,n/e,5516.0,680.0,n/e,n/e,n/e,n/e,4786.0,2022-08-11,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5543.0,n/e,5511.0,757.0,n/e,n/e,n/e,n/e,4462.0,2022-08-11,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5839.0,n/e,5492.0,788.0,n/e,n/e,n/e,n/e,4497.0,2022-08-11,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5808.0,n/e,5511.0,804.0,n/e,n/e,n/e,n/e,4421.0,2022-08-11,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5721.0,n/e,5511.0,612.0,n/e,n/e,n/e,n/e,4468.0,2022-08-11,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5688.0,n/e,5508.0,535.0,n/e,n/e,n/e,n/e,4501.0,2022-08-11,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5618.0,n/e,5506.0,519.0,n/e,n/e,n/e,n/e,4663.0,2022-08-11,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5583.0,n/e,5484.0,529.0,n/e,n/e,n/e,n/e,4625.0,2022-08-11,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5689.0,n/e,5494.0,532.0,n/e,n/e,n/e,n/e,4668.0,2022-08-11,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5814.0,n/e,5498.0,517.0,n/e,n/e,n/e,n/e,4583.0,2022-08-11,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6184.0,n/e,5498.0,504.0,n/e,n/e,n/e,n/e,4346.0,2022-08-11,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6666.0,n/e,5496.0,484.0,n/e,n/e,n/e,n/e,3946.0,2022-08-11,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6915.0,n/e,5493.0,446.0,n/e,n/e,n/e,n/e,3521.0,2022-08-11,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6950.0,n/e,5494.0,435.0,n/e,n/e,n/e,n/e,3297.0,2022-08-11,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6917.0,n/e,5498.0,428.0,n/e,n/e,n/e,n/e,3214.0,2022-08-11,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6721.0,n/e,5499.0,418.0,n/e,n/e,n/e,n/e,3191.0,2022-08-11,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5996.0,n/e,5563.0,410.0,n/e,n/e,n/e,n/e,3350.0,2022-08-11,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5543.0,n/e,5495.0,403.0,n/e,n/e,n/e,n/e,3439.0,2022-08-12,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5353.0,n/e,5504.0,392.0,n/e,n/e,n/e,n/e,3430.0,2022-08-12,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5332.0,n/e,5505.0,399.0,n/e,n/e,n/e,n/e,3490.0,2022-08-12,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5378.0,n/e,5505.0,428.0,n/e,n/e,n/e,n/e,3482.0,2022-08-12,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5602.0,n/e,5493.0,430.0,n/e,n/e,n/e,n/e,3443.0,2022-08-12,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6236.0,n/e,5499.0,434.0,n/e,n/e,n/e,n/e,3309.0,2022-08-12,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7038.0,n/e,5505.0,455.0,n/e,n/e,n/e,n/e,2901.0,2022-08-12,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7592.0,n/e,5505.0,547.0,n/e,n/e,n/e,n/e,2427.0,2022-08-12,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7850.0,n/e,5503.0,764.0,n/e,n/e,n/e,n/e,2154.0,2022-08-12,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7515.0,n/e,5489.0,843.0,n/e,n/e,n/e,n/e,2016.0,2022-08-12,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7396.0,n/e,5490.0,870.0,n/e,n/e,n/e,n/e,1939.0,2022-08-12,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7325.0,n/e,5498.0,691.0,n/e,n/e,n/e,n/e,2046.0,2022-08-12,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7524.0,n/e,5497.0,687.0,n/e,n/e,n/e,n/e,2064.0,2022-08-12,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7396.0,n/e,5495.0,800.0,n/e,n/e,n/e,n/e,2088.0,2022-08-12,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7452.0,n/e,5485.0,889.0,n/e,n/e,n/e,n/e,2070.0,2022-08-12,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7597.0,n/e,5481.0,864.0,n/e,n/e,n/e,n/e,2093.0,2022-08-12,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7731.0,n/e,5494.0,846.0,n/e,n/e,n/e,n/e,2046.0,2022-08-12,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8056.0,n/e,5494.0,767.0,n/e,n/e,n/e,n/e,1845.0,2022-08-12,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8923.0,n/e,5494.0,756.0,n/e,n/e,n/e,n/e,1452.0,2022-08-12,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8870.0,n/e,5495.0,746.0,n/e,n/e,n/e,n/e,1276.0,2022-08-12,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8647.0,n/e,5497.0,532.0,n/e,n/e,n/e,n/e,1306.0,2022-08-12,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8465.0,n/e,5497.0,432.0,n/e,n/e,n/e,n/e,1393.0,2022-08-12,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8381.0,n/e,5531.0,420.0,n/e,n/e,n/e,n/e,1439.0,2022-08-12,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8206.0,n/e,5563.0,408.0,n/e,n/e,n/e,n/e,1446.0,2022-08-12,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8205.0,n/e,5499.0,421.0,n/e,n/e,n/e,n/e,1465.0,2022-08-13,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8103.0,n/e,5502.0,421.0,n/e,n/e,n/e,n/e,1351.0,2022-08-13,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8079.0,n/e,5506.0,389.0,n/e,n/e,n/e,n/e,1365.0,2022-08-13,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7989.0,n/e,5506.0,390.0,n/e,n/e,n/e,n/e,1434.0,2022-08-13,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7994.0,n/e,5483.0,389.0,n/e,n/e,n/e,n/e,1528.0,2022-08-13,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7971.0,n/e,5501.0,394.0,n/e,n/e,n/e,n/e,1443.0,2022-08-13,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8116.0,n/e,5504.0,401.0,n/e,n/e,n/e,n/e,1319.0,2022-08-13,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8267.0,n/e,5504.0,419.0,n/e,n/e,n/e,n/e,1129.0,2022-08-13,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8556.0,n/e,5502.0,449.0,n/e,n/e,n/e,n/e,988.0,2022-08-13,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8757.0,n/e,5503.0,478.0,n/e,n/e,n/e,n/e,976.0,2022-08-13,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8751.0,n/e,5473.0,496.0,n/e,n/e,n/e,n/e,1043.0,2022-08-13,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8826.0,n/e,5495.0,507.0,n/e,n/e,n/e,n/e,1183.0,2022-08-13,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8736.0,n/e,5493.0,504.0,n/e,n/e,n/e,n/e,1173.0,2022-08-13,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8725.0,n/e,5490.0,509.0,n/e,n/e,n/e,n/e,1173.0,2022-08-13,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8609.0,n/e,5489.0,508.0,n/e,n/e,n/e,n/e,1154.0,2022-08-13,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8580.0,n/e,5457.0,499.0,n/e,n/e,n/e,n/e,1204.0,2022-08-13,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8679.0,n/e,5478.0,474.0,n/e,n/e,n/e,n/e,1159.0,2022-08-13,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8922.0,n/e,5479.0,452.0,n/e,n/e,n/e,n/e,1155.0,2022-08-13,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9060.0,n/e,5482.0,433.0,n/e,n/e,n/e,n/e,1044.0,2022-08-13,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8997.0,n/e,5483.0,409.0,n/e,n/e,n/e,n/e,1090.0,2022-08-13,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8726.0,n/e,5488.0,392.0,n/e,n/e,n/e,n/e,1285.0,2022-08-13,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8400.0,n/e,5493.0,386.0,n/e,n/e,n/e,n/e,1417.0,2022-08-13,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8206.0,n/e,5513.0,388.0,n/e,n/e,n/e,n/e,1481.0,2022-08-13,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8023.0,n/e,5563.0,371.0,n/e,n/e,n/e,n/e,1521.0,2022-08-13,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7782.0,n/e,5515.0,376.0,n/e,n/e,n/e,n/e,1376.0,2022-08-14,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7744.0,n/e,5519.0,373.0,n/e,n/e,n/e,n/e,1274.0,2022-08-14,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7844.0,n/e,5519.0,370.0,n/e,n/e,n/e,n/e,1081.0,2022-08-14,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7766.0,n/e,5521.0,371.0,n/e,n/e,n/e,n/e,908.0,2022-08-14,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7864.0,n/e,5501.0,366.0,n/e,n/e,n/e,n/e,843.0,2022-08-14,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7889.0,n/e,5520.0,370.0,n/e,n/e,n/e,n/e,689.0,2022-08-14,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8392.0,n/e,5523.0,386.0,n/e,n/e,n/e,n/e,555.0,2022-08-14,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8764.0,n/e,5523.0,409.0,n/e,n/e,n/e,n/e,413.0,2022-08-14,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8881.0,n/e,5521.0,430.0,n/e,n/e,n/e,n/e,273.0,2022-08-14,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8886.0,n/e,5522.0,459.0,n/e,n/e,n/e,n/e,252.0,2022-08-14,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8896.0,n/e,5497.0,476.0,n/e,n/e,n/e,n/e,272.0,2022-08-14,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8930.0,n/e,5517.0,494.0,n/e,n/e,n/e,n/e,344.0,2022-08-14,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8792.0,n/e,5514.0,503.0,n/e,n/e,n/e,n/e,457.0,2022-08-14,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8674.0,n/e,5511.0,505.0,n/e,n/e,n/e,n/e,566.0,2022-08-14,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8705.0,n/e,5507.0,509.0,n/e,n/e,n/e,n/e,666.0,2022-08-14,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8703.0,n/e,5482.0,492.0,n/e,n/e,n/e,n/e,751.0,2022-08-14,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8741.0,n/e,5497.0,533.0,n/e,n/e,n/e,n/e,835.0,2022-08-14,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8856.0,n/e,5495.0,686.0,n/e,n/e,n/e,n/e,928.0,2022-08-14,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8835.0,n/e,5497.0,724.0,n/e,n/e,n/e,n/e,1102.0,2022-08-14,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8624.0,n/e,5497.0,711.0,n/e,n/e,n/e,n/e,1458.0,2022-08-14,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8282.0,n/e,5497.0,695.0,n/e,n/e,n/e,n/e,1913.0,2022-08-14,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8064.0,n/e,5499.0,497.0,n/e,n/e,n/e,n/e,2368.0,2022-08-14,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7577.0,n/e,5499.0,394.0,n/e,n/e,n/e,n/e,2821.0,2022-08-14,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7286.0,n/e,5563.0,387.0,n/e,n/e,n/e,n/e,3088.0,2022-08-14,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7203.0,n/e,5506.0,361.0,n/e,n/e,n/e,n/e,3217.0,2022-08-15,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7002.0,n/e,5508.0,348.0,n/e,n/e,n/e,n/e,3127.0,2022-08-15,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7186.0,n/e,5510.0,321.0,n/e,n/e,n/e,n/e,2928.0,2022-08-15,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7422.0,n/e,5510.0,327.0,n/e,n/e,n/e,n/e,2635.0,2022-08-15,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7600.0,n/e,5489.0,337.0,n/e,n/e,n/e,n/e,2405.0,2022-08-15,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7853.0,n/e,5509.0,341.0,n/e,n/e,n/e,n/e,2121.0,2022-08-15,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8304.0,n/e,5512.0,374.0,n/e,n/e,n/e,n/e,1913.0,2022-08-15,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8905.0,n/e,5511.0,402.0,n/e,n/e,n/e,n/e,1668.0,2022-08-15,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9378.0,n/e,5506.0,490.0,n/e,n/e,n/e,n/e,1346.0,2022-08-15,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9442.0,n/e,5489.0,678.0,n/e,n/e,n/e,n/e,1351.0,2022-08-15,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9438.0,n/e,5498.0,749.0,n/e,n/e,n/e,n/e,1435.0,2022-08-15,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9090.0,n/e,5500.0,779.0,n/e,n/e,n/e,n/e,1690.0,2022-08-15,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8975.0,n/e,5496.0,790.0,n/e,n/e,n/e,n/e,1983.0,2022-08-15,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8798.0,n/e,5493.0,817.0,n/e,n/e,n/e,n/e,2285.0,2022-08-15,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8679.0,n/e,5464.0,807.0,n/e,n/e,n/e,n/e,2529.0,2022-08-15,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8591.0,n/e,5477.0,793.0,n/e,n/e,n/e,n/e,2576.0,2022-08-15,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8472.0,n/e,5480.0,759.0,n/e,n/e,n/e,n/e,2675.0,2022-08-15,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8585.0,n/e,5477.0,762.0,n/e,n/e,n/e,n/e,2630.0,2022-08-15,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8496.0,n/e,5478.0,741.0,n/e,n/e,n/e,n/e,2646.0,2022-08-15,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8231.0,n/e,5481.0,744.0,n/e,n/e,n/e,n/e,2746.0,2022-08-15,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7889.0,n/e,5484.0,727.0,n/e,n/e,n/e,n/e,3131.0,2022-08-15,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7457.0,n/e,5488.0,511.0,n/e,n/e,n/e,n/e,3509.0,2022-08-15,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6939.0,n/e,5490.0,378.0,n/e,n/e,n/e,n/e,3891.0,2022-08-15,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6584.0,n/e,5546.0,361.0,n/e,n/e,n/e,n/e,4026.0,2022-08-15,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6195.0,n/e,5496.0,390.0,n/e,n/e,n/e,n/e,3946.0,2022-08-16,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6140.0,n/e,5495.0,397.0,n/e,n/e,n/e,n/e,3681.0,2022-08-16,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6171.0,n/e,5497.0,368.0,n/e,n/e,n/e,n/e,3439.0,2022-08-16,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6230.0,n/e,5497.0,380.0,n/e,n/e,n/e,n/e,3355.0,2022-08-16,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6440.0,n/e,5479.0,366.0,n/e,n/e,n/e,n/e,3182.0,2022-08-16,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7106.0,n/e,5502.0,445.0,n/e,n/e,n/e,n/e,3040.0,2022-08-16,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7724.0,n/e,5501.0,661.0,n/e,n/e,n/e,n/e,2747.0,2022-08-16,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8494.0,n/e,5500.0,700.0,n/e,n/e,n/e,n/e,2363.0,2022-08-16,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9336.0,n/e,5499.0,732.0,n/e,n/e,n/e,n/e,2039.0,2022-08-16,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9689.0,n/e,5499.0,795.0,n/e,n/e,n/e,n/e,1924.0,2022-08-16,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9653.0,n/e,5474.0,799.0,n/e,n/e,n/e,n/e,2152.0,2022-08-16,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9447.0,n/e,5490.0,811.0,n/e,n/e,n/e,n/e,2428.0,2022-08-16,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9299.0,n/e,5490.0,813.0,n/e,n/e,n/e,n/e,2756.0,2022-08-16,SE
