MTU,Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),date,country
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7714.0,n/e,8240.0,1535.0,n/e,n/e,n/e,n/e,1364.0,2016-01-06,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7562.0,n/e,8241.0,1531.0,n/e,n/e,n/e,n/e,1287.0,2016-01-06,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7541.0,n/e,8244.0,1524.0,n/e,n/e,n/e,n/e,1302.0,2016-01-06,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7689.0,n/e,8241.0,1523.0,n/e,n/e,n/e,n/e,1334.0,2016-01-06,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8392.0,n/e,8241.0,1526.0,n/e,n/e,n/e,n/e,1321.0,2016-01-06,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9803.0,n/e,8241.0,1546.0,n/e,n/e,n/e,n/e,1260.0,2016-01-06,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10973.0,n/e,8242.0,1608.0,n/e,n/e,n/e,n/e,1160.0,2016-01-06,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11414.0,n/e,8243.0,1654.0,n/e,n/e,n/e,n/e,1077.0,2016-01-06,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11713.0,n/e,8244.0,1653.0,n/e,n/e,n/e,n/e,989.0,2016-01-06,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11707.0,n/e,8244.0,1679.0,n/e,n/e,n/e,n/e,904.0,2016-01-06,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11814.0,n/e,8236.0,1652.0,n/e,n/e,n/e,n/e,736.0,2016-01-06,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11690.0,n/e,8238.0,1662.0,n/e,n/e,n/e,n/e,685.0,2016-01-06,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11749.0,n/e,8237.0,1675.0,n/e,n/e,n/e,n/e,694.0,2016-01-06,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11748.0,n/e,8238.0,1852.0,n/e,n/e,n/e,n/e,744.0,2016-01-06,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11687.0,n/e,8239.0,1838.0,n/e,n/e,n/e,n/e,856.0,2016-01-06,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11864.0,n/e,8239.0,1848.0,n/e,n/e,n/e,n/e,1004.0,2016-01-06,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11857.0,n/e,8240.0,1769.0,n/e,n/e,n/e,n/e,1088.0,2016-01-06,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11839.0,n/e,8241.0,1675.0,n/e,n/e,n/e,n/e,1089.0,2016-01-06,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11743.0,n/e,8240.0,1692.0,n/e,n/e,n/e,n/e,1078.0,2016-01-06,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11259.0,n/e,8239.0,1693.0,n/e,n/e,n/e,n/e,1038.0,2016-01-06,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10835.0,n/e,8239.0,1672.0,n/e,n/e,n/e,n/e,996.0,2016-01-06,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10287.0,n/e,8241.0,1636.0,n/e,n/e,n/e,n/e,991.0,2016-01-06,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9546.0,n/e,8244.0,1581.0,n/e,n/e,n/e,n/e,993.0,2016-01-06,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8189.0,n/e,8242.0,1586.0,n/e,n/e,n/e,n/e,1002.0,2016-01-07,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7673.0,n/e,8242.0,1581.0,n/e,n/e,n/e,n/e,1085.0,2016-01-07,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7515.0,n/e,8240.0,1604.0,n/e,n/e,n/e,n/e,1122.0,2016-01-07,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7549.0,n/e,8241.0,1617.0,n/e,n/e,n/e,n/e,1096.0,2016-01-07,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7659.0,n/e,8242.0,1606.0,n/e,n/e,n/e,n/e,1092.0,2016-01-07,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8351.0,n/e,8239.0,1634.0,n/e,n/e,n/e,n/e,1071.0,2016-01-07,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10262.0,n/e,8241.0,1824.0,n/e,n/e,n/e,n/e,991.0,2016-01-07,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11856.0,n/e,8244.0,1891.0,n/e,n/e,n/e,n/e,911.0,2016-01-07,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12023.0,n/e,8245.0,1924.0,n/e,n/e,n/e,n/e,859.0,2016-01-07,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,12002.0,n/e,8240.0,1915.0,n/e,n/e,n/e,n/e,883.0,2016-01-07,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11968.0,n/e,8242.0,1785.0,n/e,n/e,n/e,n/e,938.0,2016-01-07,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11931.0,n/e,8242.0,1784.0,n/e,n/e,n/e,n/e,1037.0,2016-01-07,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11778.0,n/e,8245.0,1858.0,n/e,n/e,n/e,n/e,1050.0,2016-01-07,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11785.0,n/e,8247.0,1900.0,n/e,n/e,n/e,n/e,1075.0,2016-01-07,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11728.0,n/e,8251.0,1920.0,n/e,n/e,n/e,n/e,1147.0,2016-01-07,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11901.0,n/e,8250.0,1921.0,n/e,n/e,n/e,n/e,1278.0,2016-01-07,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11908.0,n/e,8249.0,1946.0,n/e,n/e,n/e,n/e,1399.0,2016-01-07,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11870.0,n/e,8246.0,1973.0,n/e,n/e,n/e,n/e,1528.0,2016-01-07,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11824.0,n/e,8247.0,1988.0,n/e,n/e,n/e,n/e,1655.0,2016-01-07,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11556.0,n/e,8248.0,1912.0,n/e,n/e,n/e,n/e,1836.0,2016-01-07,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10982.0,n/e,8247.0,1859.0,n/e,n/e,n/e,n/e,1974.0,2016-01-07,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10089.0,n/e,8249.0,1811.0,n/e,n/e,n/e,n/e,1958.0,2016-01-07,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9212.0,n/e,8245.0,1767.0,n/e,n/e,n/e,n/e,1969.0,2016-01-07,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8582.0,n/e,8246.0,1734.0,n/e,n/e,n/e,n/e,2049.0,2016-01-07,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7166.0,n/e,8252.0,1749.0,n/e,n/e,n/e,n/e,2179.0,2016-01-08,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6618.0,n/e,8256.0,1705.0,n/e,n/e,n/e,n/e,2204.0,2016-01-08,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6512.0,n/e,8254.0,1624.0,n/e,n/e,n/e,n/e,2295.0,2016-01-08,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6478.0,n/e,8253.0,1604.0,n/e,n/e,n/e,n/e,2366.0,2016-01-08,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6589.0,n/e,8255.0,1609.0,n/e,n/e,n/e,n/e,2381.0,2016-01-08,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7335.0,n/e,8256.0,1627.0,n/e,n/e,n/e,n/e,2430.0,2016-01-08,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9421.0,n/e,8252.0,1781.0,n/e,n/e,n/e,n/e,2417.0,2016-01-08,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10876.0,n/e,8252.0,1826.0,n/e,n/e,n/e,n/e,2435.0,2016-01-08,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11550.0,n/e,8253.0,1876.0,n/e,n/e,n/e,n/e,2468.0,2016-01-08,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11686.0,n/e,8254.0,1843.0,n/e,n/e,n/e,n/e,2367.0,2016-01-08,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11531.0,n/e,8253.0,1878.0,n/e,n/e,n/e,n/e,2242.0,2016-01-08,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11435.0,n/e,8253.0,1822.0,n/e,n/e,n/e,n/e,2082.0,2016-01-08,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11206.0,n/e,8251.0,1862.0,n/e,n/e,n/e,n/e,1970.0,2016-01-08,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11103.0,n/e,8253.0,1851.0,n/e,n/e,n/e,n/e,1960.0,2016-01-08,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11225.0,n/e,8253.0,1818.0,n/e,n/e,n/e,n/e,1935.0,2016-01-08,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11314.0,n/e,8254.0,1811.0,n/e,n/e,n/e,n/e,1873.0,2016-01-08,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11372.0,n/e,8253.0,1961.0,n/e,n/e,n/e,n/e,1820.0,2016-01-08,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11621.0,n/e,8251.0,1983.0,n/e,n/e,n/e,n/e,1699.0,2016-01-08,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11632.0,n/e,8250.0,1887.0,n/e,n/e,n/e,n/e,1571.0,2016-01-08,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11427.0,n/e,8249.0,1768.0,n/e,n/e,n/e,n/e,1404.0,2016-01-08,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10952.0,n/e,8253.0,1663.0,n/e,n/e,n/e,n/e,1248.0,2016-01-08,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10568.0,n/e,8253.0,1577.0,n/e,n/e,n/e,n/e,1124.0,2016-01-08,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9799.0,n/e,8253.0,1501.0,n/e,n/e,n/e,n/e,1033.0,2016-01-08,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9203.0,n/e,8253.0,1421.0,n/e,n/e,n/e,n/e,965.0,2016-01-08,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7815.0,n/e,8252.0,1378.0,n/e,n/e,n/e,n/e,943.0,2016-01-09,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7381.0,n/e,8252.0,1379.0,n/e,n/e,n/e,n/e,923.0,2016-01-09,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7121.0,n/e,8255.0,1397.0,n/e,n/e,n/e,n/e,901.0,2016-01-09,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6987.0,n/e,8254.0,1402.0,n/e,n/e,n/e,n/e,898.0,2016-01-09,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6976.0,n/e,8249.0,1398.0,n/e,n/e,n/e,n/e,826.0,2016-01-09,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7307.0,n/e,8249.0,1399.0,n/e,n/e,n/e,n/e,811.0,2016-01-09,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7961.0,n/e,8248.0,1319.0,n/e,n/e,n/e,n/e,785.0,2016-01-09,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9232.0,n/e,8248.0,1309.0,n/e,n/e,n/e,n/e,772.0,2016-01-09,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10301.0,n/e,8249.0,1343.0,n/e,n/e,n/e,n/e,753.0,2016-01-09,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10853.0,n/e,8203.0,1355.0,n/e,n/e,n/e,n/e,782.0,2016-01-09,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11019.0,n/e,8246.0,1359.0,n/e,n/e,n/e,n/e,808.0,2016-01-09,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11166.0,n/e,8247.0,1363.0,n/e,n/e,n/e,n/e,831.0,2016-01-09,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11183.0,n/e,8250.0,1345.0,n/e,n/e,n/e,n/e,875.0,2016-01-09,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11101.0,n/e,8251.0,1419.0,n/e,n/e,n/e,n/e,888.0,2016-01-09,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11083.0,n/e,8250.0,1522.0,n/e,n/e,n/e,n/e,941.0,2016-01-09,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11170.0,n/e,8249.0,1501.0,n/e,n/e,n/e,n/e,1009.0,2016-01-09,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11506.0,n/e,8249.0,1582.0,n/e,n/e,n/e,n/e,1097.0,2016-01-09,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11629.0,n/e,8231.0,1596.0,n/e,n/e,n/e,n/e,1191.0,2016-01-09,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11342.0,n/e,8198.0,1571.0,n/e,n/e,n/e,n/e,1311.0,2016-01-09,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11015.0,n/e,8223.0,1511.0,n/e,n/e,n/e,n/e,1364.0,2016-01-09,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10588.0,n/e,8234.0,1319.0,n/e,n/e,n/e,n/e,1413.0,2016-01-09,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9911.0,n/e,8236.0,1298.0,n/e,n/e,n/e,n/e,1430.0,2016-01-09,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9380.0,n/e,8242.0,1242.0,n/e,n/e,n/e,n/e,1428.0,2016-01-09,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8691.0,n/e,8241.0,1224.0,n/e,n/e,n/e,n/e,1477.0,2016-01-09,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6726.0,n/e,8242.0,1191.0,n/e,n/e,n/e,n/e,1562.0,2016-01-10,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5976.0,n/e,8244.0,1206.0,n/e,n/e,n/e,n/e,1663.0,2016-01-10,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5828.0,n/e,8245.0,1181.0,n/e,n/e,n/e,n/e,1735.0,2016-01-10,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5767.0,n/e,8247.0,1193.0,n/e,n/e,n/e,n/e,1823.0,2016-01-10,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5707.0,n/e,8246.0,1220.0,n/e,n/e,n/e,n/e,1901.0,2016-01-10,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5745.0,n/e,8246.0,1245.0,n/e,n/e,n/e,n/e,1980.0,2016-01-10,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6186.0,n/e,8248.0,1258.0,n/e,n/e,n/e,n/e,2079.0,2016-01-10,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6460.0,n/e,8248.0,1232.0,n/e,n/e,n/e,n/e,2141.0,2016-01-10,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6942.0,n/e,8251.0,1258.0,n/e,n/e,n/e,n/e,2226.0,2016-01-10,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7295.0,n/e,8254.0,1268.0,n/e,n/e,n/e,n/e,2313.0,2016-01-10,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8159.0,n/e,8251.0,1277.0,n/e,n/e,n/e,n/e,2444.0,2016-01-10,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8694.0,n/e,8253.0,1315.0,n/e,n/e,n/e,n/e,2607.0,2016-01-10,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8830.0,n/e,8253.0,1351.0,n/e,n/e,n/e,n/e,2645.0,2016-01-10,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8790.0,n/e,8253.0,1376.0,n/e,n/e,n/e,n/e,2624.0,2016-01-10,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8811.0,n/e,8251.0,1381.0,n/e,n/e,n/e,n/e,2724.0,2016-01-10,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9091.0,n/e,8251.0,1405.0,n/e,n/e,n/e,n/e,2869.0,2016-01-10,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9931.0,n/e,8248.0,1393.0,n/e,n/e,n/e,n/e,2981.0,2016-01-10,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10549.0,n/e,8250.0,1332.0,n/e,n/e,n/e,n/e,2872.0,2016-01-10,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10414.0,n/e,8251.0,1323.0,n/e,n/e,n/e,n/e,2627.0,2016-01-10,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10157.0,n/e,8254.0,1369.0,n/e,n/e,n/e,n/e,2387.0,2016-01-10,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9536.0,n/e,8252.0,1341.0,n/e,n/e,n/e,n/e,2250.0,2016-01-10,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8904.0,n/e,8253.0,1340.0,n/e,n/e,n/e,n/e,2154.0,2016-01-10,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8407.0,n/e,8255.0,1335.0,n/e,n/e,n/e,n/e,2074.0,2016-01-10,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7622.0,n/e,8257.0,1311.0,n/e,n/e,n/e,n/e,2028.0,2016-01-10,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6662.0,n/e,8257.0,1284.0,n/e,n/e,n/e,n/e,1968.0,2016-01-11,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6126.0,n/e,8256.0,1271.0,n/e,n/e,n/e,n/e,1889.0,2016-01-11,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5903.0,n/e,8258.0,1296.0,n/e,n/e,n/e,n/e,1848.0,2016-01-11,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5864.0,n/e,8257.0,1321.0,n/e,n/e,n/e,n/e,1690.0,2016-01-11,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6095.0,n/e,8258.0,1321.0,n/e,n/e,n/e,n/e,1681.0,2016-01-11,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6994.0,n/e,8254.0,1395.0,n/e,n/e,n/e,n/e,1723.0,2016-01-11,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9531.0,n/e,8257.0,1482.0,n/e,n/e,n/e,n/e,1617.0,2016-01-11,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11154.0,n/e,8255.0,1538.0,n/e,n/e,n/e,n/e,1597.0,2016-01-11,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,11429.0,n/e,8251.0,1582.0,n/e,n/e,n/e,n/e,1526.0,2016-01-11,SE
