MTU,Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),Sweden (SE),date,country
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8658.0,n/e,7717.0,729.0,n/e,n/e,n/e,n/e,697.0,2016-04-11,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8857.0,n/e,7715.0,748.0,n/e,n/e,n/e,n/e,707.0,2016-04-11,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9273.0,n/e,7716.0,772.0,n/e,n/e,n/e,n/e,689.0,2016-04-11,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9152.0,n/e,7715.0,789.0,n/e,n/e,n/e,n/e,618.0,2016-04-11,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8993.0,n/e,7715.0,802.0,n/e,n/e,n/e,n/e,637.0,2016-04-11,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9026.0,n/e,7713.0,815.0,n/e,n/e,n/e,n/e,843.0,2016-04-11,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8910.0,n/e,7713.0,824.0,n/e,n/e,n/e,n/e,1023.0,2016-04-11,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8121.0,n/e,7715.0,822.0,n/e,n/e,n/e,n/e,1045.0,2016-04-11,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7173.0,n/e,7717.0,820.0,n/e,n/e,n/e,n/e,998.0,2016-04-11,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5953.0,n/e,7718.0,808.0,n/e,n/e,n/e,n/e,1115.0,2016-04-12,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5645.0,n/e,7726.0,819.0,n/e,n/e,n/e,n/e,1073.0,2016-04-12,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5515.0,n/e,7726.0,816.0,n/e,n/e,n/e,n/e,1024.0,2016-04-12,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5540.0,n/e,7731.0,820.0,n/e,n/e,n/e,n/e,1049.0,2016-04-12,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5878.0,n/e,7730.0,824.0,n/e,n/e,n/e,n/e,1161.0,2016-04-12,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6631.0,n/e,7729.0,828.0,n/e,n/e,n/e,n/e,1321.0,2016-04-12,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8336.0,n/e,7726.0,845.0,n/e,n/e,n/e,n/e,1405.0,2016-04-12,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9735.0,n/e,7724.0,863.0,n/e,n/e,n/e,n/e,1232.0,2016-04-12,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10066.0,n/e,7722.0,857.0,n/e,n/e,n/e,n/e,748.0,2016-04-12,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10006.0,n/e,7721.0,821.0,n/e,n/e,n/e,n/e,637.0,2016-04-12,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9850.0,n/e,7707.0,812.0,n/e,n/e,n/e,n/e,749.0,2016-04-12,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9519.0,n/e,7712.0,791.0,n/e,n/e,n/e,n/e,878.0,2016-04-12,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9271.0,n/e,7687.0,787.0,n/e,n/e,n/e,n/e,985.0,2016-04-12,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9132.0,n/e,7688.0,744.0,n/e,n/e,n/e,n/e,995.0,2016-04-12,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8906.0,n/e,7688.0,778.0,n/e,n/e,n/e,n/e,965.0,2016-04-12,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8698.0,n/e,7714.0,795.0,n/e,n/e,n/e,n/e,913.0,2016-04-12,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8777.0,n/e,7718.0,793.0,n/e,n/e,n/e,n/e,861.0,2016-04-12,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8972.0,n/e,7717.0,782.0,n/e,n/e,n/e,n/e,771.0,2016-04-12,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9120.0,n/e,7712.0,785.0,n/e,n/e,n/e,n/e,683.0,2016-04-12,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9200.0,n/e,7701.0,795.0,n/e,n/e,n/e,n/e,675.0,2016-04-12,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9186.0,n/e,7706.0,781.0,n/e,n/e,n/e,n/e,784.0,2016-04-12,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8914.0,n/e,7713.0,806.0,n/e,n/e,n/e,n/e,992.0,2016-04-12,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8332.0,n/e,7716.0,817.0,n/e,n/e,n/e,n/e,1094.0,2016-04-12,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7275.0,n/e,7719.0,823.0,n/e,n/e,n/e,n/e,1118.0,2016-04-12,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5962.0,n/e,7720.0,822.0,n/e,n/e,n/e,n/e,1114.0,2016-04-13,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5638.0,n/e,7721.0,825.0,n/e,n/e,n/e,n/e,1031.0,2016-04-13,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5598.0,n/e,7720.0,825.0,n/e,n/e,n/e,n/e,1015.0,2016-04-13,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5594.0,n/e,7721.0,828.0,n/e,n/e,n/e,n/e,960.0,2016-04-13,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5945.0,n/e,7721.0,838.0,n/e,n/e,n/e,n/e,971.0,2016-04-13,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6729.0,n/e,7721.0,839.0,n/e,n/e,n/e,n/e,1001.0,2016-04-13,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8971.0,n/e,7717.0,864.0,n/e,n/e,n/e,n/e,995.0,2016-04-13,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10213.0,n/e,7715.0,890.0,n/e,n/e,n/e,n/e,919.0,2016-04-13,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10639.0,n/e,7712.0,918.0,n/e,n/e,n/e,n/e,691.0,2016-04-13,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10729.0,n/e,7707.0,926.0,n/e,n/e,n/e,n/e,499.0,2016-04-13,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10545.0,n/e,7703.0,882.0,n/e,n/e,n/e,n/e,520.0,2016-04-13,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10199.0,n/e,7693.0,817.0,n/e,n/e,n/e,n/e,608.0,2016-04-13,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9949.0,n/e,7693.0,804.0,n/e,n/e,n/e,n/e,655.0,2016-04-13,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9952.0,n/e,7686.0,811.0,n/e,n/e,n/e,n/e,696.0,2016-04-13,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9868.0,n/e,7684.0,844.0,n/e,n/e,n/e,n/e,790.0,2016-04-13,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9563.0,n/e,7692.0,804.0,n/e,n/e,n/e,n/e,855.0,2016-04-13,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9315.0,n/e,7700.0,835.0,n/e,n/e,n/e,n/e,862.0,2016-04-13,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9325.0,n/e,7702.0,834.0,n/e,n/e,n/e,n/e,864.0,2016-04-13,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9187.0,n/e,7701.0,843.0,n/e,n/e,n/e,n/e,784.0,2016-04-13,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9127.0,n/e,7700.0,861.0,n/e,n/e,n/e,n/e,756.0,2016-04-13,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9165.0,n/e,7701.0,861.0,n/e,n/e,n/e,n/e,823.0,2016-04-13,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8714.0,n/e,7706.0,976.0,n/e,n/e,n/e,n/e,924.0,2016-04-13,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8041.0,n/e,7710.0,971.0,n/e,n/e,n/e,n/e,920.0,2016-04-13,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7027.0,n/e,7715.0,842.0,n/e,n/e,n/e,n/e,942.0,2016-04-13,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5784.0,n/e,7721.0,845.0,n/e,n/e,n/e,n/e,1022.0,2016-04-14,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5599.0,n/e,7722.0,828.0,n/e,n/e,n/e,n/e,1045.0,2016-04-14,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5491.0,n/e,7723.0,829.0,n/e,n/e,n/e,n/e,1014.0,2016-04-14,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5498.0,n/e,7720.0,831.0,n/e,n/e,n/e,n/e,1093.0,2016-04-14,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5487.0,n/e,7717.0,831.0,n/e,n/e,n/e,n/e,1185.0,2016-04-14,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6175.0,n/e,7712.0,835.0,n/e,n/e,n/e,n/e,1264.0,2016-04-14,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8383.0,n/e,7708.0,883.0,n/e,n/e,n/e,n/e,1259.0,2016-04-14,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10589.0,n/e,7706.0,927.0,n/e,n/e,n/e,n/e,1071.0,2016-04-14,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10674.0,n/e,7707.0,947.0,n/e,n/e,n/e,n/e,955.0,2016-04-14,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10226.0,n/e,7709.0,947.0,n/e,n/e,n/e,n/e,840.0,2016-04-14,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10388.0,n/e,7710.0,940.0,n/e,n/e,n/e,n/e,832.0,2016-04-14,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10250.0,n/e,7705.0,900.0,n/e,n/e,n/e,n/e,832.0,2016-04-14,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10045.0,n/e,7700.0,871.0,n/e,n/e,n/e,n/e,847.0,2016-04-14,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9911.0,n/e,7709.0,861.0,n/e,n/e,n/e,n/e,953.0,2016-04-14,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9789.0,n/e,7709.0,855.0,n/e,n/e,n/e,n/e,1046.0,2016-04-14,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9800.0,n/e,7709.0,869.0,n/e,n/e,n/e,n/e,1111.0,2016-04-14,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9800.0,n/e,7707.0,851.0,n/e,n/e,n/e,n/e,1074.0,2016-04-14,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9899.0,n/e,7705.0,900.0,n/e,n/e,n/e,n/e,1118.0,2016-04-14,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10010.0,n/e,7703.0,910.0,n/e,n/e,n/e,n/e,1185.0,2016-04-14,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9941.0,n/e,7704.0,918.0,n/e,n/e,n/e,n/e,1219.0,2016-04-14,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9696.0,n/e,7705.0,889.0,n/e,n/e,n/e,n/e,1399.0,2016-04-14,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9101.0,n/e,7708.0,871.0,n/e,n/e,n/e,n/e,1724.0,2016-04-14,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7884.0,n/e,7709.0,865.0,n/e,n/e,n/e,n/e,1957.0,2016-04-14,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7129.0,n/e,7707.0,859.0,n/e,n/e,n/e,n/e,2044.0,2016-04-14,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5700.0,n/e,7709.0,855.0,n/e,n/e,n/e,n/e,2130.0,2016-04-15,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5390.0,n/e,7707.0,853.0,n/e,n/e,n/e,n/e,2146.0,2016-04-15,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5285.0,n/e,7709.0,857.0,n/e,n/e,n/e,n/e,2072.0,2016-04-15,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5272.0,n/e,7707.0,879.0,n/e,n/e,n/e,n/e,2031.0,2016-04-15,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5348.0,n/e,7708.0,879.0,n/e,n/e,n/e,n/e,1977.0,2016-04-15,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5826.0,n/e,7705.0,883.0,n/e,n/e,n/e,n/e,1889.0,2016-04-15,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8284.0,n/e,7701.0,896.0,n/e,n/e,n/e,n/e,1814.0,2016-04-15,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10015.0,n/e,7701.0,949.0,n/e,n/e,n/e,n/e,1534.0,2016-04-15,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10426.0,n/e,7707.0,962.0,n/e,n/e,n/e,n/e,1220.0,2016-04-15,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10316.0,n/e,7708.0,939.0,n/e,n/e,n/e,n/e,1216.0,2016-04-15,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10207.0,n/e,7710.0,914.0,n/e,n/e,n/e,n/e,1379.0,2016-04-15,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10156.0,n/e,7728.0,928.0,n/e,n/e,n/e,n/e,1507.0,2016-04-15,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,10136.0,n/e,7707.0,893.0,n/e,n/e,n/e,n/e,1681.0,2016-04-15,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9855.0,n/e,7705.0,834.0,n/e,n/e,n/e,n/e,1700.0,2016-04-15,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9379.0,n/e,7703.0,827.0,n/e,n/e,n/e,n/e,1684.0,2016-04-15,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8495.0,n/e,7707.0,848.0,n/e,n/e,n/e,n/e,1459.0,2016-04-15,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8639.0,n/e,7705.0,894.0,n/e,n/e,n/e,n/e,1408.0,2016-04-15,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8872.0,n/e,7702.0,842.0,n/e,n/e,n/e,n/e,1277.0,2016-04-15,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9526.0,n/e,7703.0,884.0,n/e,n/e,n/e,n/e,1221.0,2016-04-15,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9644.0,n/e,7704.0,914.0,n/e,n/e,n/e,n/e,1287.0,2016-04-15,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9642.0,n/e,7706.0,860.0,n/e,n/e,n/e,n/e,1397.0,2016-04-15,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,9364.0,n/e,7705.0,861.0,n/e,n/e,n/e,n/e,1545.0,2016-04-15,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8704.0,n/e,7708.0,877.0,n/e,n/e,n/e,n/e,1582.0,2016-04-15,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7694.0,n/e,7708.0,871.0,n/e,n/e,n/e,n/e,1463.0,2016-04-15,SE
00:00 - 01:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6000.0,n/e,7711.0,877.0,n/e,n/e,n/e,n/e,1506.0,2016-04-16,SE
01:00 - 02:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5463.0,n/e,7711.0,871.0,n/e,n/e,n/e,n/e,1395.0,2016-04-16,SE
02:00 - 03:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5287.0,n/e,7709.0,867.0,n/e,n/e,n/e,n/e,1283.0,2016-04-16,SE
03:00 - 04:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5231.0,n/e,7707.0,859.0,n/e,n/e,n/e,n/e,1233.0,2016-04-16,SE
04:00 - 05:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5237.0,n/e,7706.0,860.0,n/e,n/e,n/e,n/e,1155.0,2016-04-16,SE
05:00 - 06:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,5415.0,n/e,7706.0,861.0,n/e,n/e,n/e,n/e,1181.0,2016-04-16,SE
06:00 - 07:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6121.0,n/e,7709.0,860.0,n/e,n/e,n/e,n/e,1025.0,2016-04-16,SE
07:00 - 08:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6537.0,n/e,7708.0,865.0,n/e,n/e,n/e,n/e,950.0,2016-04-16,SE
08:00 - 09:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7576.0,n/e,7706.0,893.0,n/e,n/e,n/e,n/e,850.0,2016-04-16,SE
09:00 - 10:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8152.0,n/e,7707.0,910.0,n/e,n/e,n/e,n/e,776.0,2016-04-16,SE
10:00 - 11:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7867.0,n/e,7710.0,921.0,n/e,n/e,n/e,n/e,756.0,2016-04-16,SE
11:00 - 12:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7788.0,n/e,7709.0,894.0,n/e,n/e,n/e,n/e,681.0,2016-04-16,SE
12:00 - 13:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7588.0,n/e,7707.0,894.0,n/e,n/e,n/e,n/e,677.0,2016-04-16,SE
13:00 - 14:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7372.0,n/e,7707.0,849.0,n/e,n/e,n/e,n/e,733.0,2016-04-16,SE
14:00 - 15:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7147.0,n/e,7709.0,843.0,n/e,n/e,n/e,n/e,796.0,2016-04-16,SE
15:00 - 16:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6926.0,n/e,7707.0,845.0,n/e,n/e,n/e,n/e,850.0,2016-04-16,SE
16:00 - 17:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6982.0,n/e,7708.0,852.0,n/e,n/e,n/e,n/e,814.0,2016-04-16,SE
17:00 - 18:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7139.0,n/e,7706.0,844.0,n/e,n/e,n/e,n/e,768.0,2016-04-16,SE
18:00 - 19:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7461.0,n/e,7703.0,850.0,n/e,n/e,n/e,n/e,864.0,2016-04-16,SE
19:00 - 20:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8194.0,n/e,7702.0,849.0,n/e,n/e,n/e,n/e,818.0,2016-04-16,SE
20:00 - 21:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8435.0,n/e,7704.0,852.0,n/e,n/e,n/e,n/e,1001.0,2016-04-16,SE
21:00 - 22:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,8271.0,n/e,7705.0,848.0,n/e,n/e,n/e,n/e,1313.0,2016-04-16,SE
22:00 - 23:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,7719.0,n/e,7708.0,838.0,n/e,n/e,n/e,n/e,1447.0,2016-04-16,SE
23:00 - 00:00,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,n/e,6856.0,n/e,7709.0,838.0,n/e,n/e,n/e,n/e,1451.0,2016-04-16,SE
