MTU,Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),date,country
MTU,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,
MTU,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,
MTU,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,
MTU,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,
11:30 - 11:45,4714.0,13203.0,n/e,7559.0,11233.0,293.0,n/e,n/e,26.0,44.0,1521.0,1041.0,70.0,n/e,4103.0,446.0,176.0,23814.0,889.0,1672.0,2918.0,2022-03-04,DE
11:45 - 12:00,4707.0,13107.0,n/e,7420.0,11114.0,293.0,n/e,n/e,25.0,3.0,2306.0,1032.0,23.0,n/e,4102.0,446.0,176.0,24250.0,887.0,1752.0,2981.0,2022-03-04,DE
12:00 - 12:15,4652.0,13071.0,n/e,6983.0,11241.0,293.0,n/e,n/e,26.0,18.0,3332.0,1032.0,93.0,n/e,4099.0,446.0,176.0,24415.0,893.0,1942.0,2965.0,2022-03-04,DE
12:15 - 12:30,4644.0,13100.0,n/e,6938.0,11186.0,293.0,n/e,n/e,26.0,45.0,3707.0,1031.0,78.0,n/e,4097.0,446.0,176.0,24378.0,901.0,2047.0,2912.0,2022-03-04,DE
12:30 - 12:45,4643.0,13164.0,n/e,6879.0,11151.0,293.0,n/e,n/e,25.0,10.0,3784.0,1030.0,44.0,n/e,4097.0,446.0,176.0,24287.0,899.0,2062.0,2890.0,2022-03-04,DE
12:45 - 13:00,4643.0,13137.0,n/e,6697.0,11149.0,293.0,n/e,n/e,25.0,8.0,3851.0,1029.0,37.0,n/e,4095.0,446.0,176.0,23958.0,890.0,2132.0,2870.0,2022-03-04,DE
13:00 - 13:15,4634.0,13169.0,n/e,6522.0,11192.0,293.0,n/e,n/e,26.0,8.0,3505.0,1032.0,48.0,n/e,4094.0,446.0,176.0,23624.0,895.0,2270.0,2895.0,2022-03-04,DE
13:15 - 13:30,4638.0,13154.0,n/e,6478.0,11203.0,293.0,n/e,n/e,26.0,4.0,3789.0,1031.0,46.0,n/e,4095.0,446.0,176.0,23082.0,897.0,2311.0,2851.0,2022-03-04,DE
13:30 - 13:45,4627.0,13175.0,n/e,6463.0,11202.0,293.0,n/e,n/e,26.0,1.0,3916.0,1033.0,58.0,n/e,4095.0,446.0,176.0,22412.0,895.0,2293.0,2956.0,2022-03-04,DE
13:45 - 14:00,4660.0,13136.0,n/e,6554.0,11196.0,293.0,n/e,n/e,26.0,1.0,4199.0,1034.0,61.0,n/e,4094.0,436.0,176.0,21538.0,894.0,2369.0,3027.0,2022-03-04,DE
14:00 - 14:15,4692.0,13169.0,n/e,6511.0,11197.0,293.0,n/e,n/e,26.0,35.0,3171.0,1043.0,45.0,n/e,4096.0,436.0,176.0,20540.0,886.0,2373.0,3143.0,2022-03-04,DE
14:15 - 14:30,4696.0,13134.0,n/e,6550.0,11181.0,293.0,n/e,n/e,26.0,17.0,2695.0,1036.0,46.0,n/e,4094.0,435.0,176.0,19513.0,896.0,2262.0,3275.0,2022-03-04,DE
14:30 - 14:45,4686.0,13129.0,n/e,6590.0,11189.0,293.0,n/e,n/e,26.0,129.0,2251.0,1033.0,86.0,n/e,4096.0,436.0,176.0,18286.0,891.0,2204.0,3399.0,2022-03-04,DE
14:45 - 15:00,4695.0,13135.0,n/e,6817.0,11199.0,293.0,n/e,n/e,26.0,150.0,1783.0,1029.0,74.0,n/e,4094.0,436.0,176.0,17023.0,896.0,2197.0,3677.0,2022-03-04,DE
15:00 - 15:15,4667.0,13122.0,n/e,6691.0,11215.0,293.0,n/e,n/e,26.0,215.0,1526.0,1022.0,52.0,n/e,4094.0,423.0,176.0,15772.0,887.0,2181.0,3911.0,2022-03-04,DE
15:15 - 15:30,4687.0,13144.0,n/e,6996.0,11226.0,293.0,n/e,n/e,26.0,314.0,1027.0,1017.0,109.0,n/e,4095.0,423.0,176.0,14204.0,901.0,2165.0,4120.0,2022-03-04,DE
15:30 - 15:45,4701.0,13140.0,n/e,7243.0,11379.0,293.0,n/e,n/e,26.0,328.0,795.0,1011.0,111.0,n/e,4098.0,423.0,176.0,12708.0,899.0,2170.0,4398.0,2022-03-04,DE
15:45 - 16:00,4716.0,13142.0,n/e,7652.0,11517.0,293.0,n/e,n/e,26.0,403.0,435.0,1007.0,107.0,n/e,4094.0,423.0,176.0,11185.0,903.0,2246.0,4449.0,2022-03-04,DE
16:00 - 16:15,4796.0,13188.0,n/e,7808.0,11605.0,293.0,n/e,n/e,26.0,269.0,1303.0,997.0,108.0,n/e,4096.0,423.0,176.0,9586.0,891.0,2358.0,4687.0,2022-03-04,DE
16:15 - 16:30,4832.0,13167.0,n/e,8379.0,11645.0,293.0,n/e,n/e,26.0,559.0,700.0,994.0,113.0,n/e,4095.0,417.0,176.0,7912.0,908.0,2424.0,4850.0,2022-03-04,DE
16:30 - 16:45,4852.0,13223.0,n/e,8931.0,11632.0,293.0,n/e,n/e,26.0,852.0,45.0,986.0,146.0,n/e,4094.0,417.0,176.0,6290.0,907.0,2547.0,4939.0,2022-03-04,DE
16:45 - 17:00,4874.0,13207.0,n/e,9179.0,11638.0,293.0,n/e,n/e,26.0,2018.0,10.0,982.0,152.0,n/e,4096.0,417.0,176.0,4735.0,908.0,2642.0,5116.0,2022-03-04,DE
17:00 - 17:15,4915.0,13171.0,n/e,9628.0,11473.0,293.0,n/e,n/e,26.0,1411.0,264.0,981.0,126.0,n/e,4095.0,417.0,176.0,3283.0,896.0,2675.0,5218.0,2022-03-04,DE
17:15 - 17:30,4958.0,13224.0,n/e,9832.0,11491.0,293.0,n/e,n/e,26.0,2566.0,177.0,977.0,157.0,n/e,4096.0,417.0,176.0,1992.0,911.0,2786.0,5312.0,2022-03-04,DE
17:30 - 17:45,4969.0,13246.0,n/e,9970.0,11531.0,293.0,n/e,n/e,26.0,3225.0,34.0,979.0,231.0,n/e,4098.0,417.0,176.0,978.0,909.0,2900.0,5662.0,2022-03-04,DE
17:45 - 18:00,4969.0,13215.0,n/e,10088.0,11507.0,293.0,n/e,n/e,26.0,3682.0,6.0,976.0,216.0,n/e,4100.0,416.0,176.0,336.0,906.0,3166.0,5907.0,2022-03-04,DE
18:00 - 18:15,4980.0,13170.0,n/e,10122.0,11606.0,293.0,n/e,n/e,26.0,4124.0,134.0,976.0,128.0,n/e,4099.0,417.0,176.0,61.0,916.0,3363.0,6228.0,2022-03-04,DE
18:15 - 18:30,4998.0,13213.0,n/e,10061.0,11617.0,293.0,n/e,n/e,26.0,4709.0,140.0,971.0,250.0,n/e,4103.0,417.0,176.0,3.0,914.0,3491.0,6539.0,2022-03-04,DE
18:30 - 18:45,5011.0,13202.0,n/e,10054.0,11574.0,293.0,n/e,n/e,27.0,4817.0,84.0,970.0,270.0,n/e,4101.0,417.0,176.0,0.0,912.0,3616.0,6933.0,2022-03-04,DE
18:45 - 19:00,5008.0,13239.0,n/e,10118.0,11600.0,293.0,n/e,n/e,27.0,4528.0,51.0,970.0,330.0,n/e,4103.0,417.0,176.0,0.0,917.0,3657.0,7305.0,2022-03-04,DE
19:00 - 19:15,5000.0,13189.0,n/e,10011.0,11644.0,293.0,n/e,n/e,27.0,4410.0,17.0,971.0,334.0,n/e,4104.0,417.0,176.0,0.0,919.0,3780.0,7756.0,2022-03-04,DE
19:15 - 19:30,5000.0,13195.0,n/e,9894.0,11649.0,293.0,n/e,n/e,27.0,3847.0,3.0,973.0,291.0,n/e,4103.0,417.0,176.0,0.0,918.0,3845.0,8184.0,2022-03-04,DE
19:30 - 19:45,5004.0,13194.0,n/e,9770.0,11630.0,293.0,n/e,n/e,27.0,3576.0,4.0,974.0,196.0,n/e,4104.0,417.0,176.0,0.0,914.0,3802.0,8486.0,2022-03-04,DE
19:45 - 20:00,4981.0,13208.0,n/e,9431.0,11603.0,293.0,n/e,n/e,27.0,2336.0,11.0,973.0,100.0,n/e,4103.0,417.0,176.0,0.0,910.0,3904.0,8923.0,2022-03-04,DE
20:00 - 20:15,4934.0,13205.0,n/e,9196.0,11615.0,293.0,n/e,n/e,27.0,2601.0,13.0,975.0,143.0,n/e,4102.0,417.0,176.0,0.0,911.0,3957.0,9087.0,2022-03-04,DE
20:15 - 20:30,4934.0,13159.0,n/e,9172.0,11603.0,293.0,n/e,n/e,27.0,1009.0,45.0,976.0,107.0,n/e,4104.0,417.0,176.0,0.0,912.0,3938.0,9222.0,2022-03-04,DE
20:30 - 20:45,4925.0,13184.0,n/e,9096.0,11597.0,293.0,n/e,n/e,27.0,772.0,48.0,975.0,64.0,n/e,4103.0,417.0,176.0,0.0,910.0,3886.0,9273.0,2022-03-04,DE
20:45 - 21:00,4920.0,13195.0,n/e,8635.0,11595.0,293.0,n/e,n/e,27.0,279.0,144.0,976.0,58.0,n/e,4103.0,417.0,176.0,0.0,900.0,3875.0,9371.0,2022-03-04,DE
21:00 - 21:15,4870.0,13250.0,n/e,8561.0,11555.0,293.0,n/e,n/e,27.0,1099.0,25.0,976.0,168.0,n/e,4107.0,418.0,176.0,0.0,904.0,3803.0,9315.0,2022-03-04,DE
21:15 - 21:30,4847.0,13164.0,n/e,8489.0,11559.0,293.0,n/e,n/e,27.0,719.0,22.0,974.0,173.0,n/e,4104.0,417.0,176.0,0.0,898.0,3762.0,9281.0,2022-03-04,DE
21:30 - 21:45,4837.0,13200.0,n/e,8420.0,11569.0,293.0,n/e,n/e,27.0,222.0,37.0,973.0,56.0,n/e,4106.0,418.0,176.0,0.0,901.0,3715.0,9311.0,2022-03-04,DE
21:45 - 22:00,4829.0,13166.0,n/e,8123.0,11563.0,293.0,n/e,n/e,27.0,103.0,385.0,973.0,45.0,n/e,4108.0,418.0,176.0,0.0,899.0,3692.0,9191.0,2022-03-04,DE
22:00 - 22:15,4782.0,13205.0,n/e,7733.0,11521.0,293.0,n/e,n/e,27.0,698.0,110.0,978.0,87.0,n/e,4110.0,423.0,176.0,0.0,896.0,3668.0,8975.0,2022-03-04,DE
22:15 - 22:30,4774.0,13183.0,n/e,7337.0,11532.0,293.0,n/e,n/e,28.0,526.0,107.0,982.0,83.0,n/e,4110.0,423.0,176.0,0.0,898.0,3713.0,8912.0,2022-03-04,DE
22:30 - 22:45,4777.0,13202.0,n/e,7178.0,11534.0,293.0,n/e,n/e,28.0,306.0,161.0,982.0,44.0,n/e,4108.0,423.0,176.0,0.0,899.0,3735.0,8809.0,2022-03-04,DE
22:45 - 23:00,4773.0,13180.0,n/e,6992.0,11522.0,293.0,n/e,n/e,28.0,89.0,296.0,981.0,50.0,n/e,4107.0,423.0,176.0,0.0,897.0,3801.0,8704.0,2022-03-04,DE
23:00 - 23:15,4746.0,13204.0,n/e,6547.0,11465.0,293.0,n/e,n/e,28.0,356.0,71.0,980.0,59.0,n/e,4108.0,423.0,176.0,0.0,904.0,3898.0,8606.0,2022-03-04,DE
23:15 - 23:30,4722.0,13161.0,n/e,6178.0,11484.0,293.0,n/e,n/e,28.0,137.0,354.0,978.0,65.0,n/e,4107.0,423.0,176.0,0.0,903.0,4037.0,8692.0,2022-03-04,DE
23:30 - 23:45,4706.0,13175.0,n/e,5730.0,11483.0,293.0,n/e,n/e,28.0,61.0,637.0,980.0,73.0,n/e,4108.0,423.0,176.0,0.0,903.0,4163.0,8674.0,2022-03-04,DE
23:45 - 00:00,4708.0,13108.0,n/e,5591.0,11467.0,293.0,n/e,n/e,28.0,46.0,1143.0,983.0,49.0,n/e,4107.0,423.0,176.0,0.0,904.0,4163.0,8553.0,2022-03-04,DE
00:00 - 00:15,4639.0,13154.0,n/e,5767.0,11353.0,293.0,n/e,n/e,28.0,235.0,587.0,984.0,90.0,n/e,4110.0,430.0,176.0,0.0,907.0,4162.0,8514.0,2022-03-05,DE
00:15 - 00:30,4622.0,13144.0,n/e,5416.0,11332.0,293.0,n/e,n/e,28.0,156.0,829.0,983.0,62.0,n/e,4112.0,430.0,176.0,0.0,907.0,4085.0,8492.0,2022-03-05,DE
00:30 - 00:45,4614.0,13131.0,n/e,5347.0,11301.0,293.0,n/e,n/e,28.0,68.0,1086.0,988.0,49.0,n/e,4110.0,430.0,176.0,0.0,909.0,4002.0,8538.0,2022-03-05,DE
00:45 - 01:00,4615.0,13144.0,n/e,5379.0,11286.0,293.0,n/e,n/e,28.0,127.0,1572.0,990.0,42.0,n/e,4109.0,430.0,176.0,0.0,908.0,3956.0,8427.0,2022-03-05,DE
01:00 - 01:15,4594.0,13150.0,n/e,5269.0,11253.0,293.0,n/e,n/e,28.0,145.0,753.0,990.0,62.0,n/e,4113.0,430.0,176.0,0.0,907.0,3864.0,8311.0,2022-03-05,DE
01:15 - 01:30,4588.0,13048.0,n/e,5226.0,11296.0,293.0,n/e,n/e,28.0,54.0,649.0,991.0,69.0,n/e,4110.0,430.0,176.0,0.0,908.0,3784.0,8369.0,2022-03-05,DE
01:30 - 01:45,4593.0,13052.0,n/e,5232.0,11315.0,293.0,n/e,n/e,28.0,55.0,862.0,990.0,76.0,n/e,4112.0,423.0,176.0,0.0,906.0,3537.0,8366.0,2022-03-05,DE
01:45 - 02:00,4600.0,13045.0,n/e,5230.0,11341.0,293.0,n/e,n/e,28.0,47.0,1148.0,987.0,47.0,n/e,4111.0,423.0,176.0,0.0,908.0,3170.0,8326.0,2022-03-05,DE
02:00 - 02:15,4592.0,13065.0,n/e,5155.0,11271.0,293.0,n/e,n/e,28.0,176.0,817.0,986.0,57.0,n/e,4112.0,420.0,175.0,0.0,907.0,3111.0,8265.0,2022-03-05,DE
02:15 - 02:30,4595.0,13096.0,n/e,5164.0,11293.0,293.0,n/e,n/e,28.0,125.0,1028.0,981.0,52.0,n/e,4112.0,418.0,174.0,0.0,902.0,3076.0,8238.0,2022-03-05,DE
02:30 - 02:45,4595.0,13089.0,n/e,5110.0,11299.0,293.0,n/e,n/e,28.0,119.0,955.0,982.0,68.0,n/e,4111.0,418.0,174.0,0.0,896.0,3016.0,8205.0,2022-03-05,DE
02:45 - 03:00,4586.0,13071.0,n/e,5117.0,11305.0,293.0,n/e,n/e,28.0,77.0,971.0,980.0,65.0,n/e,4110.0,418.0,174.0,0.0,896.0,2851.0,8116.0,2022-03-05,DE
03:00 - 03:15,4576.0,13111.0,n/e,5137.0,11256.0,293.0,n/e,n/e,28.0,71.0,1578.0,979.0,74.0,n/e,4112.0,418.0,174.0,0.0,895.0,2641.0,7912.0,2022-03-05,DE
03:15 - 03:30,4573.0,13057.0,n/e,5124.0,11272.0,293.0,n/e,n/e,28.0,86.0,1448.0,971.0,57.0,n/e,4109.0,418.0,174.0,0.0,892.0,2522.0,7685.0,2022-03-05,DE
03:30 - 03:45,4573.0,13091.0,n/e,5151.0,11309.0,293.0,n/e,n/e,28.0,88.0,1266.0,972.0,65.0,n/e,4109.0,418.0,174.0,0.0,891.0,2418.0,7454.0,2022-03-05,DE
03:45 - 04:00,4577.0,13091.0,n/e,5204.0,11338.0,293.0,n/e,n/e,28.0,44.0,1556.0,968.0,46.0,n/e,4106.0,419.0,174.0,0.0,887.0,2320.0,7337.0,2022-03-05,DE
04:00 - 04:15,4579.0,13100.0,n/e,5206.0,11360.0,293.0,n/e,n/e,28.0,42.0,2018.0,967.0,35.0,n/e,4106.0,421.0,175.0,0.0,884.0,2213.0,7189.0,2022-03-05,DE
04:15 - 04:30,4581.0,13086.0,n/e,5223.0,11354.0,293.0,n/e,n/e,28.0,99.0,1974.0,968.0,37.0,n/e,4108.0,421.0,175.0,0.0,892.0,2093.0,7095.0,2022-03-05,DE
04:30 - 04:45,4596.0,13114.0,n/e,5248.0,11360.0,293.0,n/e,n/e,28.0,116.0,1691.0,965.0,100.0,n/e,4109.0,421.0,175.0,0.0,902.0,2016.0,7101.0,2022-03-05,DE
04:45 - 05:00,4597.0,13121.0,n/e,5223.0,11370.0,293.0,n/e,n/e,28.0,60.0,1419.0,963.0,70.0,n/e,4109.0,421.0,175.0,0.0,905.0,1945.0,7076.0,2022-03-05,DE
05:00 - 05:15,4624.0,13201.0,n/e,5344.0,11411.0,293.0,n/e,n/e,28.0,127.0,1257.0,960.0,151.0,n/e,4110.0,421.0,175.0,0.0,899.0,1840.0,7070.0,2022-03-05,DE
05:15 - 05:30,4627.0,13206.0,n/e,5372.0,11408.0,293.0,n/e,n/e,28.0,190.0,1122.0,953.0,74.0,n/e,4113.0,421.0,175.0,0.0,896.0,1816.0,7064.0,2022-03-05,DE
05:30 - 05:45,4634.0,13204.0,n/e,5383.0,11386.0,293.0,n/e,n/e,28.0,346.0,744.0,952.0,32.0,n/e,4113.0,421.0,175.0,0.0,901.0,1791.0,7084.0,2022-03-05,DE
05:45 - 06:00,4647.0,13162.0,n/e,5491.0,11384.0,293.0,n/e,n/e,28.0,368.0,391.0,948.0,26.0,n/e,4114.0,421.0,175.0,0.0,900.0,1703.0,7053.0,2022-03-05,DE
06:00 - 06:15,4717.0,13062.0,n/e,5625.0,11471.0,293.0,n/e,n/e,27.0,266.0,787.0,946.0,63.0,n/e,4114.0,421.0,175.0,0.0,891.0,1664.0,7143.0,2022-03-05,DE
06:15 - 06:30,4741.0,13106.0,n/e,5655.0,11497.0,293.0,n/e,n/e,27.0,560.0,282.0,940.0,79.0,n/e,4113.0,421.0,175.0,0.0,888.0,1657.0,7068.0,2022-03-05,DE
06:30 - 06:45,4771.0,13131.0,n/e,5629.0,11468.0,293.0,n/e,n/e,27.0,775.0,62.0,937.0,52.0,n/e,4114.0,421.0,175.0,1.0,893.0,1586.0,7080.0,2022-03-05,DE
06:45 - 07:00,4782.0,13133.0,n/e,5665.0,11468.0,293.0,n/e,n/e,27.0,906.0,18.0,934.0,75.0,n/e,4114.0,421.0,175.0,27.0,893.0,1530.0,7146.0,2022-03-05,DE
07:00 - 07:15,4820.0,13134.0,n/e,5665.0,11452.0,293.0,n/e,n/e,27.0,935.0,97.0,933.0,34.0,n/e,4114.0,421.0,175.0,252.0,888.0,1573.0,7085.0,2022-03-05,DE
07:15 - 07:30,4841.0,13147.0,n/e,5639.0,11454.0,293.0,n/e,n/e,27.0,999.0,86.0,934.0,43.0,n/e,4114.0,421.0,175.0,959.0,892.0,1659.0,6969.0,2022-03-05,DE
07:30 - 07:45,4851.0,13166.0,n/e,5648.0,11463.0,293.0,n/e,n/e,27.0,983.0,130.0,933.0,34.0,n/e,4115.0,425.0,175.0,2137.0,897.0,1734.0,6609.0,2022-03-05,DE
07:45 - 08:00,4850.0,13147.0,n/e,5629.0,11383.0,293.0,n/e,n/e,27.0,532.0,298.0,932.0,30.0,n/e,4114.0,425.0,175.0,3653.0,891.0,1832.0,6307.0,2022-03-05,DE
08:00 - 08:15,4865.0,13160.0,n/e,5602.0,11327.0,293.0,n/e,n/e,27.0,1620.0,84.0,934.0,70.0,n/e,4113.0,425.0,175.0,5574.0,887.0,1939.0,6065.0,2022-03-05,DE
08:15 - 08:30,4854.0,13170.0,n/e,5602.0,11319.0,293.0,n/e,n/e,27.0,734.0,111.0,929.0,27.0,n/e,4113.0,425.0,175.0,7823.0,891.0,1937.0,5744.0,2022-03-05,DE
08:30 - 08:45,4836.0,13151.0,n/e,5543.0,11252.0,293.0,n/e,n/e,27.0,548.0,152.0,928.0,45.0,n/e,4113.0,425.0,175.0,10211.0,890.0,1889.0,5272.0,2022-03-05,DE
08:45 - 09:00,4813.0,13136.0,n/e,5477.0,11219.0,293.0,n/e,n/e,26.0,462.0,867.0,927.0,30.0,n/e,4113.0,425.0,175.0,12547.0,888.0,1875.0,4617.0,2022-03-05,DE
09:00 - 09:15,4771.0,13126.0,n/e,5130.0,11137.0,293.0,n/e,n/e,26.0,1002.0,291.0,926.0,113.0,n/e,4113.0,435.0,180.0,14870.0,887.0,1795.0,3998.0,2022-03-05,DE
09:15 - 09:30,4777.0,13088.0,n/e,5103.0,11071.0,293.0,n/e,n/e,26.0,508.0,555.0,924.0,36.0,n/e,4110.0,441.0,183.0,16919.0,889.0,1748.0,3505.0,2022-03-05,DE
09:30 - 09:45,4773.0,13119.0,n/e,5086.0,10964.0,293.0,n/e,n/e,26.0,256.0,1289.0,922.0,31.0,n/e,4106.0,441.0,183.0,18925.0,887.0,1742.0,3088.0,2022-03-05,DE
09:45 - 10:00,4777.0,13052.0,n/e,5072.0,10836.0,293.0,n/e,n/e,26.0,137.0,2164.0,923.0,19.0,n/e,4104.0,437.0,181.0,20894.0,892.0,1792.0,2859.0,2022-03-05,DE
10:00 - 10:15,4727.0,12967.0,n/e,4905.0,10790.0,293.0,n/e,n/e,26.0,108.0,1593.0,925.0,37.0,n/e,4106.0,432.0,179.0,22613.0,888.0,1867.0,2856.0,2022-03-05,DE
10:15 - 10:30,4717.0,12776.0,n/e,4900.0,10653.0,293.0,n/e,n/e,26.0,19.0,3195.0,929.0,16.0,n/e,4105.0,432.0,179.0,23983.0,891.0,1856.0,3019.0,2022-03-05,DE
10:30 - 10:45,4701.0,12815.0,n/e,4906.0,10494.0,293.0,n/e,n/e,26.0,2.0,4144.0,930.0,25.0,n/e,4102.0,432.0,179.0,25266.0,900.0,1695.0,3197.0,2022-03-05,DE
10:45 - 11:00,4706.0,12871.0,n/e,4792.0,10461.0,293.0,n/e,n/e,26.0,3.0,4875.0,932.0,33.0,n/e,4103.0,432.0,179.0,25868.0,899.0,1585.0,3345.0,2022-03-05,DE
11:00 - 11:15,4688.0,12932.0,n/e,4865.0,10478.0,293.0,n/e,n/e,26.0,8.0,4343.0,929.0,95.0,n/e,4108.0,427.0,179.0,26159.0,902.0,1530.0,3421.0,2022-03-05,DE
11:15 - 11:30,4694.0,12911.0,n/e,4808.0,10534.0,293.0,n/e,n/e,26.0,8.0,4487.0,919.0,71.0,n/e,4107.0,427.0,179.0,26106.0,900.0,1510.0,3446.0,2022-03-05,DE
11:30 - 11:45,4695.0,12920.0,n/e,4770.0,10580.0,293.0,n/e,n/e,26.0,6.0,4408.0,913.0,48.0,n/e,4107.0,427.0,179.0,25669.0,901.0,1529.0,3466.0,2022-03-05,DE
11:45 - 12:00,4695.0,12896.0,n/e,4733.0,10655.0,293.0,n/e,n/e,26.0,14.0,4212.0,911.0,22.0,n/e,4110.0,414.0,173.0,25394.0,902.0,1520.0,3415.0,2022-03-05,DE
12:00 - 12:15,4676.0,12809.0,n/e,4521.0,10669.0,293.0,n/e,n/e,26.0,102.0,4001.0,909.0,31.0,n/e,4111.0,408.0,170.0,24849.0,907.0,1440.0,3346.0,2022-03-05,DE
12:15 - 12:30,4672.0,12636.0,n/e,4370.0,10780.0,293.0,n/e,n/e,26.0,82.0,3864.0,911.0,73.0,n/e,4104.0,408.0,170.0,24482.0,902.0,1376.0,3259.0,2022-03-05,DE
12:30 - 12:45,4690.0,12676.0,n/e,4438.0,10979.0,293.0,n/e,n/e,26.0,179.0,3589.0,913.0,82.0,n/e,4104.0,408.0,170.0,23851.0,904.0,1324.0,3104.0,2022-03-05,DE
12:45 - 13:00,4687.0,12698.0,n/e,4460.0,11038.0,293.0,n/e,n/e,26.0,256.0,3650.0,912.0,50.0,n/e,4101.0,408.0,170.0,23102.0,905.0,1317.0,2987.0,2022-03-05,DE
13:00 - 13:15,4679.0,12700.0,n/e,4376.0,11088.0,293.0,n/e,n/e,26.0,26.0,4392.0,911.0,35.0,n/e,4102.0,401.0,167.0,22579.0,906.0,1283.0,2829.0,2022-03-05,DE
13:15 - 13:30,4675.0,12665.0,n/e,4341.0,11172.0,293.0,n/e,n/e,26.0,2.0,4581.0,907.0,65.0,n/e,4101.0,401.0,167.0,21801.0,910.0,1248.0,2702.0,2022-03-05,DE
13:30 - 13:45,4668.0,12629.0,n/e,4337.0,11324.0,293.0,n/e,n/e,26.0,10.0,4557.0,906.0,55.0,n/e,4102.0,401.0,167.0,20793.0,912.0,1222.0,2589.0,2022-03-05,DE
13:45 - 14:00,4688.0,12640.0,n/e,4287.0,11340.0,293.0,n/e,n/e,26.0,10.0,4210.0,905.0,31.0,n/e,4101.0,401.0,167.0,19916.0,910.0,1138.0,2476.0,2022-03-05,DE
14:00 - 14:15,4692.0,12638.0,n/e,4377.0,11255.0,293.0,n/e,n/e,26.0,2.0,4779.0,902.0,33.0,n/e,4103.0,401.0,167.0,18901.0,911.0,1037.0,2435.0,2022-03-05,DE
14:15 - 14:30,4679.0,12631.0,n/e,4481.0,11098.0,293.0,n/e,n/e,26.0,1.0,4168.0,901.0,32.0,n/e,4102.0,401.0,167.0,17782.0,908.0,1003.0,2365.0,2022-03-05,DE
14:30 - 14:45,4676.0,12644.0,n/e,4471.0,11085.0,293.0,n/e,n/e,26.0,8.0,3755.0,901.0,50.0,n/e,4103.0,400.0,167.0,16783.0,905.0,1021.0,2401.0,2022-03-05,DE
14:45 - 15:00,4678.0,12635.0,n/e,4521.0,11125.0,293.0,n/e,n/e,26.0,59.0,3088.0,901.0,59.0,n/e,4101.0,401.0,167.0,15373.0,905.0,1058.0,2407.0,2022-03-05,DE
15:00 - 15:15,4691.0,12663.0,n/e,4765.0,11243.0,293.0,n/e,n/e,26.0,104.0,2331.0,900.0,50.0,n/e,4100.0,406.0,169.0,14110.0,911.0,1109.0,2456.0,2022-03-05,DE
15:15 - 15:30,4708.0,12675.0,n/e,4838.0,11345.0,293.0,n/e,n/e,26.0,362.0,1631.0,901.0,80.0,n/e,4101.0,408.0,170.0,12782.0,905.0,1108.0,2546.0,2022-03-05,DE
15:30 - 15:45,4702.0,12710.0,n/e,4901.0,11354.0,293.0,n/e,n/e,26.0,492.0,1536.0,899.0,76.0,n/e,4101.0,408.0,170.0,11345.0,910.0,1169.0,2665.0,2022-03-05,DE
15:45 - 16:00,4700.0,12695.0,n/e,5033.0,11380.0,293.0,n/e,n/e,26.0,707.0,1024.0,899.0,112.0,n/e,4102.0,411.0,172.0,9913.0,914.0,1215.0,2863.0,2022-03-05,DE
16:00 - 16:15,4773.0,12785.0,n/e,5280.0,11412.0,293.0,n/e,n/e,26.0,469.0,1888.0,898.0,23.0,n/e,4101.0,422.0,177.0,8339.0,918.0,1244.0,2947.0,2022-03-05,DE
16:15 - 16:30,4806.0,12748.0,n/e,5638.0,11352.0,293.0,n/e,n/e,26.0,501.0,988.0,896.0,22.0,n/e,4101.0,422.0,177.0,6871.0,918.0,1304.0,3180.0,2022-03-05,DE
16:30 - 16:45,4814.0,12780.0,n/e,5770.0,11405.0,293.0,n/e,n/e,26.0,658.0,217.0,894.0,59.0,n/e,4101.0,423.0,177.0,5423.0,920.0,1371.0,3331.0,2022-03-05,DE
16:45 - 17:00,4825.0,12757.0,n/e,5883.0,11470.0,293.0,n/e,n/e,26.0,1799.0,28.0,894.0,123.0,n/e,4101.0,422.0,177.0,4034.0,926.0,1367.0,3515.0,2022-03-05,DE
