MTU,Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),Germany (DE),date,country
MTU,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Oil shale,Fossil Peat,Geothermal,Hydro Pumped Storage,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Marine,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore,,
MTU,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Consumption,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,,
MTU,[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],[MW],,
MTU,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,,
09:30 - 09:45,4815.0,11509.0,n/e,8270.0,9451.0,595.0,n/e,n/e,21.0,591.0,71.0,1031.0,40.0,n/e,4077.0,435.0,185.0,3735.0,709.0,4936.0,25847.0,2022-01-28,DE
09:45 - 10:00,4811.0,11393.0,n/e,8279.0,9425.0,597.0,n/e,n/e,21.0,375.0,238.0,1026.0,38.0,n/e,4076.0,435.0,185.0,4696.0,706.0,4711.0,25747.0,2022-01-28,DE
10:00 - 10:15,4850.0,11416.0,n/e,8249.0,9422.0,595.0,n/e,n/e,21.0,918.0,273.0,1026.0,49.0,n/e,4078.0,435.0,185.0,5606.0,707.0,4467.0,25769.0,2022-01-28,DE
10:15 - 10:30,4870.0,11421.0,n/e,8225.0,9399.0,594.0,n/e,n/e,21.0,849.0,305.0,1025.0,44.0,n/e,4084.0,435.0,185.0,6565.0,707.0,4346.0,25564.0,2022-01-28,DE
10:30 - 10:45,4877.0,11429.0,n/e,8256.0,9414.0,594.0,n/e,n/e,21.0,661.0,328.0,1026.0,38.0,n/e,4082.0,435.0,185.0,7407.0,706.0,3944.0,24892.0,2022-01-28,DE
10:45 - 11:00,4883.0,11405.0,n/e,8277.0,9506.0,593.0,n/e,n/e,21.0,770.0,555.0,909.0,37.0,n/e,4083.0,435.0,185.0,8154.0,707.0,3696.0,24167.0,2022-01-28,DE
11:00 - 11:15,4870.0,11433.0,n/e,8320.0,9604.0,593.0,n/e,n/e,21.0,946.0,27.0,843.0,84.0,n/e,4083.0,435.0,185.0,8769.0,711.0,3452.0,23150.0,2022-01-28,DE
11:15 - 11:30,4860.0,11509.0,n/e,8391.0,9714.0,593.0,n/e,n/e,21.0,1237.0,11.0,851.0,77.0,n/e,4083.0,435.0,185.0,9183.0,714.0,3130.0,22547.0,2022-01-28,DE
11:30 - 11:45,4865.0,11429.0,n/e,8504.0,9805.0,593.0,n/e,n/e,21.0,1051.0,11.0,849.0,82.0,n/e,4081.0,435.0,185.0,9485.0,713.0,2771.0,22212.0,2022-01-28,DE
11:45 - 12:00,4881.0,11494.0,n/e,8717.0,9876.0,593.0,n/e,n/e,21.0,789.0,22.0,848.0,58.0,n/e,4077.0,435.0,185.0,9833.0,705.0,2533.0,21876.0,2022-01-28,DE
12:00 - 12:15,4823.0,11604.0,n/e,8704.0,9890.0,593.0,n/e,n/e,21.0,634.0,25.0,852.0,34.0,n/e,4078.0,434.0,185.0,10037.0,705.0,2421.0,21702.0,2022-01-28,DE
12:15 - 12:30,4810.0,11578.0,n/e,8775.0,9890.0,594.0,n/e,n/e,21.0,421.0,22.0,852.0,28.0,n/e,4077.0,434.0,185.0,10105.0,707.0,2365.0,21522.0,2022-01-28,DE
12:30 - 12:45,4833.0,11565.0,n/e,8864.0,9894.0,592.0,n/e,n/e,21.0,352.0,209.0,848.0,22.0,n/e,4077.0,434.0,184.0,10232.0,704.0,2307.0,21117.0,2022-01-28,DE
12:45 - 13:00,4842.0,11461.0,n/e,9016.0,9877.0,591.0,n/e,n/e,21.0,129.0,610.0,853.0,18.0,n/e,4068.0,434.0,185.0,10235.0,701.0,2279.0,20783.0,2022-01-28,DE
13:00 - 13:15,4843.0,11523.0,n/e,8784.0,9695.0,592.0,n/e,n/e,21.0,995.0,958.0,870.0,23.0,n/e,4073.0,434.0,184.0,10289.0,703.0,2147.0,20791.0,2022-01-28,DE
13:15 - 13:30,4837.0,11684.0,n/e,8817.0,9625.0,592.0,n/e,n/e,21.0,991.0,826.0,867.0,24.0,n/e,4079.0,434.0,184.0,9919.0,700.0,2210.0,20383.0,2022-01-28,DE
13:30 - 13:45,4834.0,11658.0,n/e,8822.0,9656.0,591.0,n/e,n/e,21.0,959.0,437.0,872.0,25.0,n/e,4078.0,434.0,184.0,9690.0,698.0,2377.0,20080.0,2022-01-28,DE
13:45 - 14:00,4844.0,11582.0,n/e,8777.0,9719.0,577.0,n/e,n/e,21.0,944.0,787.0,874.0,22.0,n/e,4073.0,434.0,184.0,9258.0,698.0,2552.0,19486.0,2022-01-28,DE
14:00 - 14:15,4794.0,11676.0,n/e,8523.0,9831.0,527.0,n/e,n/e,21.0,808.0,1229.0,865.0,35.0,n/e,4061.0,434.0,184.0,8592.0,705.0,2772.0,18694.0,2022-01-28,DE
14:15 - 14:30,4808.0,11878.0,n/e,8587.0,9830.0,473.0,n/e,n/e,21.0,1187.0,871.0,866.0,43.0,n/e,4079.0,434.0,184.0,8057.0,702.0,2818.0,18045.0,2022-01-28,DE
14:30 - 14:45,4832.0,11776.0,n/e,8698.0,9705.0,424.0,n/e,n/e,21.0,1417.0,569.0,862.0,51.0,n/e,4079.0,434.0,184.0,7310.0,703.0,2781.0,17776.0,2022-01-28,DE
14:45 - 15:00,4845.0,11739.0,n/e,8827.0,9677.0,411.0,n/e,n/e,21.0,1782.0,310.0,858.0,64.0,n/e,4077.0,434.0,184.0,6409.0,703.0,2799.0,17652.0,2022-01-28,DE
15:00 - 15:15,4830.0,12191.0,n/e,8615.0,9690.0,337.0,n/e,n/e,21.0,1520.0,717.0,858.0,27.0,n/e,4064.0,434.0,184.0,5526.0,704.0,2758.0,17354.0,2022-01-28,DE
15:15 - 15:30,4867.0,12408.0,n/e,8562.0,9628.0,281.0,n/e,n/e,21.0,2060.0,307.0,859.0,57.0,n/e,4080.0,434.0,184.0,4589.0,726.0,2793.0,16708.0,2022-01-28,DE
15:30 - 15:45,4881.0,12575.0,n/e,8686.0,9587.0,281.0,n/e,n/e,21.0,2949.0,205.0,860.0,90.0,n/e,4081.0,434.0,184.0,3637.0,743.0,2925.0,15842.0,2022-01-28,DE
15:45 - 16:00,4888.0,12613.0,n/e,8822.0,9593.0,281.0,n/e,n/e,21.0,3332.0,4.0,863.0,88.0,n/e,4081.0,434.0,184.0,2692.0,747.0,3049.0,14665.0,2022-01-28,DE
16:00 - 16:15,4943.0,12641.0,n/e,8849.0,9593.0,281.0,n/e,n/e,21.0,3091.0,52.0,866.0,33.0,n/e,4080.0,434.0,184.0,1825.0,759.0,3074.0,14393.0,2022-01-28,DE
16:15 - 16:30,4972.0,12523.0,n/e,8943.0,9655.0,281.0,n/e,n/e,21.0,3708.0,164.0,866.0,86.0,n/e,4082.0,434.0,185.0,1054.0,758.0,3185.0,14134.0,2022-01-28,DE
16:30 - 16:45,4984.0,12580.0,n/e,8951.0,9728.0,281.0,n/e,n/e,21.0,4057.0,61.0,869.0,116.0,n/e,4082.0,434.0,185.0,493.0,763.0,3348.0,13866.0,2022-01-28,DE
16:45 - 17:00,4967.0,12676.0,n/e,8925.0,9763.0,281.0,n/e,n/e,21.0,4928.0,33.0,871.0,100.0,n/e,4080.0,435.0,185.0,179.0,767.0,3533.0,13719.0,2022-01-28,DE
17:00 - 17:15,4993.0,12494.0,n/e,8954.0,9860.0,281.0,n/e,n/e,21.0,4321.0,53.0,872.0,55.0,n/e,4079.0,435.0,185.0,38.0,768.0,3763.0,13515.0,2022-01-28,DE
17:15 - 17:30,5009.0,12598.0,n/e,8925.0,9904.0,281.0,n/e,n/e,21.0,5249.0,22.0,871.0,96.0,n/e,4081.0,435.0,185.0,2.0,765.0,3909.0,13637.0,2022-01-28,DE
17:30 - 17:45,5014.0,12709.0,n/e,8843.0,9882.0,281.0,n/e,n/e,21.0,5670.0,0.0,869.0,140.0,n/e,4080.0,436.0,185.0,0.0,765.0,4082.0,13465.0,2022-01-28,DE
17:45 - 18:00,5011.0,12744.0,n/e,8839.0,9885.0,281.0,n/e,n/e,22.0,5752.0,0.0,871.0,127.0,n/e,4080.0,436.0,185.0,0.0,764.0,4357.0,13793.0,2022-01-28,DE
18:00 - 18:15,5018.0,12839.0,n/e,8895.0,9863.0,281.0,n/e,n/e,22.0,5562.0,0.0,870.0,81.0,n/e,4079.0,436.0,185.0,0.0,760.0,4559.0,14179.0,2022-01-28,DE
18:15 - 18:30,5013.0,12811.0,n/e,8872.0,9862.0,281.0,n/e,n/e,22.0,4949.0,0.0,867.0,63.0,n/e,4080.0,436.0,185.0,0.0,750.0,4794.0,14377.0,2022-01-28,DE
18:30 - 18:45,5009.0,12733.0,n/e,8882.0,9859.0,281.0,n/e,n/e,22.0,4029.0,0.0,866.0,42.0,n/e,4081.0,436.0,185.0,0.0,750.0,5054.0,14839.0,2022-01-28,DE
18:45 - 19:00,5007.0,12688.0,n/e,8779.0,9832.0,281.0,n/e,n/e,21.0,3049.0,26.0,863.0,41.0,n/e,4089.0,436.0,185.0,0.0,752.0,5220.0,15148.0,2022-01-28,DE
19:00 - 19:15,4976.0,12720.0,n/e,8708.0,9728.0,281.0,n/e,n/e,21.0,3858.0,3.0,867.0,61.0,n/e,4091.0,436.0,185.0,0.0,749.0,5355.0,15400.0,2022-01-28,DE
19:15 - 19:30,4960.0,12703.0,n/e,8682.0,9676.0,281.0,n/e,n/e,21.0,3025.0,9.0,868.0,37.0,n/e,4091.0,435.0,185.0,0.0,742.0,5453.0,15486.0,2022-01-28,DE
19:30 - 19:45,4952.0,12726.0,n/e,8715.0,9626.0,281.0,n/e,n/e,22.0,2235.0,342.0,867.0,52.0,n/e,4092.0,432.0,183.0,0.0,746.0,5507.0,15538.0,2022-01-28,DE
19:45 - 20:00,4958.0,12664.0,n/e,8639.0,9609.0,281.0,n/e,n/e,22.0,1805.0,777.0,867.0,56.0,n/e,4090.0,432.0,183.0,0.0,751.0,5637.0,15907.0,2022-01-28,DE
20:00 - 20:15,4895.0,12540.0,n/e,8255.0,9590.0,281.0,n/e,n/e,22.0,3571.0,86.0,868.0,79.0,n/e,4090.0,432.0,183.0,0.0,747.0,5698.0,16303.0,2022-01-28,DE
20:15 - 20:30,4881.0,12564.0,n/e,8004.0,9601.0,281.0,n/e,n/e,22.0,2903.0,54.0,864.0,31.0,n/e,4086.0,432.0,183.0,0.0,741.0,5776.0,16674.0,2022-01-28,DE
20:30 - 20:45,4869.0,12434.0,n/e,7804.0,9478.0,281.0,n/e,n/e,22.0,2263.0,495.0,864.0,49.0,n/e,4083.0,432.0,183.0,0.0,732.0,5847.0,17072.0,2022-01-28,DE
20:45 - 21:00,4856.0,12292.0,n/e,7454.0,9330.0,281.0,n/e,n/e,22.0,1720.0,625.0,862.0,76.0,n/e,4080.0,432.0,183.0,0.0,728.0,5941.0,17257.0,2022-01-28,DE
21:00 - 21:15,4815.0,12414.0,n/e,7158.0,9196.0,281.0,n/e,n/e,22.0,1466.0,64.0,862.0,97.0,n/e,4089.0,432.0,183.0,0.0,694.0,6043.0,17684.0,2022-01-28,DE
21:15 - 21:30,4801.0,12340.0,n/e,6841.0,9108.0,281.0,n/e,n/e,22.0,1092.0,34.0,856.0,35.0,n/e,4087.0,432.0,183.0,0.0,687.0,6092.0,18164.0,2022-01-28,DE
21:30 - 21:45,4789.0,12279.0,n/e,6451.0,8895.0,281.0,n/e,n/e,22.0,343.0,272.0,856.0,24.0,n/e,4084.0,432.0,183.0,0.0,681.0,6047.0,18468.0,2022-01-28,DE
21:45 - 22:00,4770.0,12116.0,n/e,6356.0,8532.0,281.0,n/e,n/e,22.0,157.0,800.0,855.0,43.0,n/e,4080.0,432.0,183.0,0.0,684.0,6152.0,18783.0,2022-01-28,DE
22:00 - 22:15,4731.0,12006.0,n/e,6054.0,8323.0,281.0,n/e,n/e,22.0,761.0,221.0,858.0,40.0,n/e,4089.0,432.0,183.0,0.0,688.0,6166.0,18927.0,2022-01-28,DE
22:15 - 22:30,4720.0,12022.0,n/e,5872.0,8013.0,281.0,n/e,n/e,23.0,355.0,347.0,859.0,19.0,n/e,4089.0,432.0,183.0,0.0,707.0,6272.0,19185.0,2022-01-28,DE
22:30 - 22:45,4715.0,11917.0,n/e,5775.0,7452.0,281.0,n/e,n/e,23.0,189.0,696.0,861.0,58.0,n/e,4089.0,432.0,183.0,0.0,711.0,6279.0,19723.0,2022-01-28,DE
22:45 - 23:00,4708.0,11576.0,n/e,5726.0,6932.0,281.0,n/e,n/e,23.0,156.0,1236.0,862.0,58.0,n/e,4088.0,430.0,183.0,0.0,705.0,6293.0,20320.0,2022-01-28,DE
23:00 - 23:15,4669.0,11318.0,n/e,5190.0,6513.0,281.0,n/e,n/e,23.0,343.0,401.0,865.0,54.0,n/e,4088.0,407.0,172.0,0.0,703.0,6265.0,20767.0,2022-01-28,DE
23:15 - 23:30,4657.0,11053.0,n/e,5066.0,6118.0,281.0,n/e,n/e,23.0,77.0,757.0,872.0,23.0,n/e,4078.0,377.0,158.0,0.0,702.0,6304.0,21208.0,2022-01-28,DE
23:30 - 23:45,4641.0,10755.0,n/e,4977.0,5759.0,281.0,n/e,n/e,23.0,15.0,1132.0,879.0,18.0,n/e,4079.0,362.0,151.0,0.0,699.0,6383.0,21560.0,2022-01-28,DE
23:45 - 00:00,4637.0,10448.0,n/e,4790.0,5566.0,281.0,n/e,n/e,23.0,4.0,1316.0,880.0,18.0,n/e,4067.0,362.0,151.0,0.0,691.0,6410.0,21886.0,2022-01-28,DE
00:00 - 00:15,4622.0,9995.0,n/e,4193.0,5510.0,281.0,n/e,n/e,23.0,138.0,607.0,886.0,53.0,n/e,4032.0,317.0,149.0,0.0,709.0,6403.0,22319.0,2022-01-29,DE
00:15 - 00:30,4612.0,9511.0,n/e,4154.0,5362.0,281.0,n/e,n/e,23.0,303.0,347.0,878.0,40.0,n/e,4032.0,316.0,148.0,0.0,697.0,5980.0,22967.0,2022-01-29,DE
00:30 - 00:45,4616.0,9178.0,n/e,4142.0,5263.0,281.0,n/e,n/e,23.0,154.0,572.0,878.0,21.0,n/e,4028.0,316.0,148.0,0.0,697.0,5798.0,23664.0,2022-01-29,DE
00:45 - 01:00,4613.0,8957.0,n/e,4124.0,5284.0,281.0,n/e,n/e,23.0,177.0,1132.0,878.0,14.0,n/e,4014.0,316.0,148.0,0.0,697.0,5843.0,24194.0,2022-01-29,DE
01:00 - 01:15,4617.0,8854.0,n/e,4157.0,5614.0,284.0,n/e,n/e,23.0,176.0,745.0,883.0,36.0,n/e,4070.0,315.0,148.0,0.0,695.0,5895.0,24609.0,2022-01-29,DE
01:15 - 01:30,4590.0,8796.0,n/e,4144.0,5497.0,285.0,n/e,n/e,23.0,92.0,1209.0,886.0,13.0,n/e,4071.0,316.0,148.0,0.0,691.0,5856.0,25424.0,2022-01-29,DE
01:30 - 01:45,4568.0,8623.0,n/e,4158.0,5329.0,285.0,n/e,n/e,23.0,1.0,2503.0,885.0,17.0,n/e,4067.0,316.0,148.0,0.0,696.0,5850.0,26168.0,2022-01-29,DE
01:45 - 02:00,4581.0,7901.0,n/e,4118.0,5122.0,286.0,n/e,n/e,23.0,44.0,2416.0,885.0,59.0,n/e,4069.0,316.0,148.0,0.0,701.0,5734.0,26428.0,2022-01-29,DE
02:00 - 02:15,4575.0,7340.0,n/e,4109.0,4633.0,285.0,n/e,n/e,23.0,183.0,1511.0,885.0,68.0,n/e,4080.0,316.0,148.0,0.0,691.0,5581.0,26900.0,2022-01-29,DE
02:15 - 02:30,4560.0,7247.0,n/e,4108.0,4667.0,285.0,n/e,n/e,23.0,106.0,1820.0,882.0,11.0,n/e,4077.0,316.0,148.0,0.0,692.0,5588.0,27391.0,2022-01-29,DE
02:30 - 02:45,4562.0,7137.0,n/e,4129.0,4652.0,285.0,n/e,n/e,23.0,1.0,2023.0,882.0,56.0,n/e,4072.0,316.0,148.0,0.0,701.0,5561.0,27950.0,2022-01-29,DE
02:45 - 03:00,4548.0,7054.0,n/e,4143.0,4521.0,285.0,n/e,n/e,23.0,1.0,2292.0,881.0,31.0,n/e,4067.0,316.0,148.0,0.0,696.0,5476.0,28281.0,2022-01-29,DE
03:00 - 03:15,4536.0,6837.0,n/e,4002.0,4093.0,285.0,n/e,n/e,23.0,0.0,3143.0,881.0,74.0,n/e,4024.0,316.0,148.0,0.0,697.0,5423.0,28765.0,2022-01-29,DE
03:15 - 03:30,4537.0,6687.0,n/e,4015.0,3955.0,285.0,n/e,n/e,23.0,100.0,3534.0,870.0,21.0,n/e,3970.0,316.0,148.0,0.0,692.0,5515.0,28929.0,2022-01-29,DE
03:30 - 03:45,4532.0,6619.0,n/e,4014.0,3850.0,287.0,n/e,n/e,23.0,15.0,3568.0,869.0,74.0,n/e,3976.0,316.0,148.0,0.0,694.0,5542.0,29038.0,2022-01-29,DE
03:45 - 04:00,4518.0,6245.0,n/e,4006.0,3848.0,287.0,n/e,n/e,23.0,16.0,3491.0,867.0,48.0,n/e,3980.0,316.0,148.0,0.0,707.0,5345.0,29460.0,2022-01-29,DE
04:00 - 04:15,4518.0,5955.0,n/e,4018.0,3779.0,287.0,n/e,n/e,23.0,2.0,4071.0,866.0,48.0,n/e,3984.0,316.0,148.0,0.0,695.0,5201.0,29881.0,2022-01-29,DE
04:15 - 04:30,4522.0,5826.0,n/e,4010.0,3772.0,287.0,n/e,n/e,23.0,2.0,4186.0,861.0,59.0,n/e,3978.0,316.0,148.0,0.0,694.0,5095.0,30418.0,2022-01-29,DE
04:30 - 04:45,4525.0,5810.0,n/e,4027.0,3858.0,287.0,n/e,n/e,23.0,6.0,4341.0,858.0,56.0,n/e,3982.0,316.0,148.0,0.0,694.0,5106.0,30589.0,2022-01-29,DE
04:45 - 05:00,4522.0,5767.0,n/e,4030.0,3896.0,287.0,n/e,n/e,23.0,14.0,4542.0,855.0,24.0,n/e,3987.0,315.0,148.0,0.0,696.0,5021.0,30702.0,2022-01-29,DE
05:00 - 05:15,4533.0,5798.0,n/e,4011.0,3937.0,287.0,n/e,n/e,23.0,39.0,4552.0,852.0,113.0,n/e,4077.0,315.0,148.0,0.0,723.0,4899.0,31510.0,2022-01-29,DE
05:15 - 05:30,4538.0,5699.0,n/e,4023.0,3933.0,287.0,n/e,n/e,23.0,40.0,4952.0,853.0,136.0,n/e,4082.0,315.0,148.0,0.0,720.0,4902.0,31832.0,2022-01-29,DE
05:30 - 05:45,4543.0,5708.0,n/e,4000.0,3925.0,287.0,n/e,n/e,23.0,64.0,4765.0,855.0,103.0,n/e,4077.0,316.0,148.0,0.0,723.0,4761.0,32065.0,2022-01-29,DE
05:45 - 06:00,4529.0,5730.0,n/e,3992.0,3940.0,287.0,n/e,n/e,23.0,113.0,5052.0,854.0,117.0,n/e,4083.0,315.0,148.0,0.0,725.0,4642.0,32694.0,2022-01-29,DE
06:00 - 06:15,4473.0,5678.0,n/e,3918.0,4042.0,287.0,n/e,n/e,22.0,29.0,4844.0,856.0,80.0,n/e,4066.0,315.0,148.0,0.0,724.0,4642.0,33685.0,2022-01-29,DE
06:15 - 06:30,4532.0,5781.0,n/e,3902.0,4053.0,287.0,n/e,n/e,22.0,38.0,4717.0,849.0,97.0,n/e,4068.0,316.0,148.0,0.0,722.0,4645.0,33656.0,2022-01-29,DE
06:30 - 06:45,4576.0,5902.0,n/e,3890.0,4110.0,287.0,n/e,n/e,22.0,20.0,4356.0,850.0,71.0,n/e,4075.0,312.0,147.0,0.0,719.0,4647.0,34084.0,2022-01-29,DE
06:45 - 07:00,4589.0,5996.0,n/e,3880.0,4083.0,287.0,n/e,n/e,22.0,13.0,4179.0,848.0,68.0,n/e,4077.0,308.0,145.0,0.0,714.0,4829.0,34525.0,2022-01-29,DE
07:00 - 07:15,4611.0,6164.0,n/e,3896.0,4163.0,288.0,n/e,n/e,22.0,47.0,3375.0,854.0,108.0,n/e,4066.0,308.0,145.0,0.0,714.0,5042.0,35124.0,2022-01-29,DE
07:15 - 07:30,4617.0,6292.0,n/e,3911.0,4167.0,289.0,n/e,n/e,22.0,150.0,2485.0,855.0,69.0,n/e,4074.0,306.0,144.0,0.0,716.0,4793.0,35775.0,2022-01-29,DE
07:30 - 07:45,4614.0,6263.0,n/e,3892.0,4222.0,289.0,n/e,n/e,22.0,197.0,1432.0,856.0,50.0,n/e,4083.0,293.0,138.0,0.0,705.0,4368.0,36010.0,2022-01-29,DE
07:45 - 08:00,4641.0,6251.0,n/e,3885.0,4277.0,289.0,n/e,n/e,21.0,288.0,998.0,858.0,59.0,n/e,4084.0,293.0,138.0,10.0,706.0,4326.0,36084.0,2022-01-29,DE
08:00 - 08:15,4696.0,6130.0,n/e,3921.0,4244.0,289.0,n/e,n/e,21.0,746.0,1044.0,859.0,36.0,n/e,4077.0,293.0,138.0,67.0,707.0,4582.0,35827.0,2022-01-29,DE
08:15 - 08:30,4718.0,6128.0,n/e,3947.0,4226.0,289.0,n/e,n/e,21.0,912.0,1410.0,862.0,40.0,n/e,4083.0,293.0,138.0,157.0,706.0,4856.0,36253.0,2022-01-29,DE
08:30 - 08:45,4724.0,6243.0,n/e,3987.0,4253.0,289.0,n/e,n/e,21.0,899.0,1136.0,866.0,37.0,n/e,4080.0,293.0,138.0,290.0,707.0,4893.0,36175.0,2022-01-29,DE
08:45 - 09:00,4728.0,6443.0,n/e,4183.0,4271.0,289.0,n/e,n/e,21.0,1098.0,948.0,869.0,38.0,n/e,4080.0,292.0,137.0,450.0,708.0,4893.0,37093.0,2022-01-29,DE
09:00 - 09:15,4753.0,6654.0,n/e,4291.0,4311.0,289.0,n/e,n/e,21.0,1317.0,441.0,868.0,29.0,n/e,4075.0,282.0,133.0,667.0,721.0,4590.0,37200.0,2022-01-29,DE
09:15 - 09:30,4759.0,6687.0,n/e,4325.0,4332.0,289.0,n/e,n/e,21.0,1503.0,265.0,868.0,31.0,n/e,4078.0,282.0,133.0,871.0,719.0,4393.0,37527.0,2022-01-29,DE
09:30 - 09:45,4752.0,6677.0,n/e,4478.0,4348.0,289.0,n/e,n/e,21.0,1479.0,317.0,864.0,29.0,n/e,4078.0,282.0,133.0,1125.0,719.0,4392.0,37850.0,2022-01-29,DE
09:45 - 10:00,4759.0,6598.0,n/e,4413.0,4328.0,289.0,n/e,n/e,21.0,1348.0,268.0,865.0,29.0,n/e,4075.0,282.0,133.0,1418.0,718.0,4393.0,38367.0,2022-01-29,DE
10:00 - 10:15,4763.0,6389.0,n/e,4479.0,4226.0,289.0,n/e,n/e,21.0,1038.0,437.0,864.0,54.0,n/e,4069.0,282.0,133.0,1689.0,707.0,4392.0,38800.0,2022-01-29,DE
10:15 - 10:30,4752.0,6355.0,n/e,4486.0,4217.0,287.0,n/e,n/e,21.0,924.0,575.0,868.0,26.0,n/e,4078.0,282.0,133.0,1992.0,700.0,4390.0,38880.0,2022-01-29,DE
10:30 - 10:45,4741.0,6346.0,n/e,4473.0,4254.0,287.0,n/e,n/e,21.0,665.0,686.0,869.0,27.0,n/e,4069.0,282.0,133.0,2297.0,705.0,4391.0,38977.0,2022-01-29,DE
10:45 - 11:00,4757.0,6425.0,n/e,4510.0,4274.0,287.0,n/e,n/e,21.0,1025.0,1097.0,875.0,29.0,n/e,4069.0,282.0,133.0,2561.0,708.0,4387.0,39875.0,2022-01-29,DE
11:00 - 11:15,4736.0,6479.0,n/e,4624.0,4650.0,287.0,n/e,n/e,21.0,1539.0,537.0,881.0,122.0,n/e,4076.0,282.0,133.0,2849.0,709.0,4381.0,39861.0,2022-01-29,DE
11:15 - 11:30,4745.0,6465.0,n/e,4635.0,4689.0,287.0,n/e,n/e,21.0,1873.0,434.0,889.0,148.0,n/e,4078.0,282.0,133.0,3092.0,709.0,4379.0,39042.0,2022-01-29,DE
11:30 - 11:45,4734.0,6508.0,n/e,4602.0,4664.0,287.0,n/e,n/e,21.0,1400.0,484.0,887.0,121.0,n/e,4076.0,282.0,133.0,3354.0,710.0,4379.0,38644.0,2022-01-29,DE
11:45 - 12:00,4728.0,6418.0,n/e,4576.0,4437.0,287.0,n/e,n/e,21.0,1360.0,430.0,887.0,149.0,n/e,4075.0,282.0,133.0,3550.0,709.0,4377.0,38563.0,2022-01-29,DE
12:00 - 12:15,4670.0,6307.0,n/e,4510.0,4288.0,287.0,n/e,n/e,21.0,1050.0,719.0,883.0,152.0,n/e,4074.0,282.0,133.0,3772.0,716.0,4377.0,38364.0,2022-01-29,DE
12:15 - 12:30,4653.0,6286.0,n/e,4578.0,4322.0,287.0,n/e,n/e,21.0,664.0,837.0,879.0,154.0,n/e,4071.0,282.0,133.0,4030.0,718.0,4378.0,38646.0,2022-01-29,DE
12:30 - 12:45,4645.0,6308.0,n/e,4617.0,4216.0,287.0,n/e,n/e,21.0,109.0,1231.0,875.0,186.0,n/e,4061.0,282.0,133.0,4112.0,701.0,4375.0,39115.0,2022-01-29,DE
12:45 - 13:00,4608.0,6278.0,n/e,4588.0,4105.0,287.0,n/e,n/e,21.0,72.0,1627.0,876.0,89.0,n/e,4048.0,283.0,133.0,4164.0,704.0,4372.0,38988.0,2022-01-29,DE
13:00 - 13:15,4578.0,6284.0,n/e,4545.0,4181.0,287.0,n/e,n/e,21.0,203.0,1809.0,874.0,203.0,n/e,4063.0,282.0,133.0,4173.0,715.0,4371.0,39280.0,2022-01-29,DE
13:15 - 13:30,4586.0,6261.0,n/e,4558.0,4253.0,287.0,n/e,n/e,21.0,15.0,2262.0,876.0,126.0,n/e,4062.0,282.0,133.0,4074.0,715.0,4352.0,39174.0,2022-01-29,DE
13:30 - 13:45,4586.0,6284.0,n/e,4571.0,4228.0,287.0,n/e,n/e,21.0,14.0,2831.0,875.0,86.0,n/e,4062.0,282.0,133.0,3920.0,714.0,4325.0,39371.0,2022-01-29,DE
13:45 - 14:00,4583.0,6173.0,n/e,4648.0,4326.0,287.0,n/e,n/e,21.0,77.0,3625.0,874.0,126.0,n/e,4055.0,282.0,133.0,3733.0,716.0,4112.0,39888.0,2022-01-29,DE
14:00 - 14:15,4592.0,6055.0,n/e,4770.0,4385.0,287.0,n/e,n/e,21.0,78.0,2203.0,875.0,206.0,n/e,4067.0,282.0,133.0,3509.0,714.0,3985.0,40214.0,2022-01-29,DE
14:15 - 14:30,4595.0,6047.0,n/e,4794.0,4484.0,287.0,n/e,n/e,21.0,373.0,2061.0,876.0,161.0,n/e,4067.0,282.0,133.0,3207.0,710.0,3873.0,40626.0,2022-01-29,DE
14:30 - 14:45,4595.0,6010.0,n/e,4782.0,4539.0,287.0,n/e,n/e,21.0,363.0,1865.0,872.0,113.0,n/e,4067.0,282.0,133.0,2909.0,712.0,3762.0,40760.0,2022-01-29,DE
14:45 - 15:00,4605.0,5943.0,n/e,4834.0,4467.0,287.0,n/e,n/e,21.0,328.0,2077.0,869.0,153.0,n/e,4067.0,282.0,133.0,2586.0,711.0,3874.0,40139.0,2022-01-29,DE
