MTU,Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),Poland (PL),date,country
23:00 - 00:00,275.0,3021.0,75.0,1389.0,8469.0,213.0,n/e,n/e,n/e,200.0,,231.0,4.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2590.0,2020-02-28,PL
00:00 - 01:00,265.0,2345.0,76.0,1380.0,8128.0,211.0,n/e,n/e,n/e,0.0,,221.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2277.0,2020-02-29,PL
01:00 - 02:00,262.0,2345.0,76.0,1388.0,8026.0,210.0,n/e,n/e,n/e,0.0,,220.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2231.0,2020-02-29,PL
02:00 - 03:00,262.0,2333.0,77.0,1359.0,7870.0,210.0,n/e,n/e,n/e,0.0,,225.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2256.0,2020-02-29,PL
03:00 - 04:00,262.0,2384.0,77.0,1382.0,7889.0,212.0,n/e,n/e,n/e,0.0,,225.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2147.0,2020-02-29,PL
04:00 - 05:00,266.0,2478.0,76.0,1401.0,8022.0,209.0,n/e,n/e,n/e,0.0,,225.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2033.0,2020-02-29,PL
05:00 - 06:00,280.0,2464.0,75.0,1402.0,8086.0,209.0,n/e,n/e,n/e,0.0,,225.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2205.0,2020-02-29,PL
06:00 - 07:00,293.0,2381.0,77.0,1398.0,8055.0,209.0,n/e,n/e,n/e,0.0,,225.0,25.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2604.0,2020-02-29,PL
07:00 - 08:00,298.0,2435.0,75.0,1411.0,8149.0,209.0,n/e,n/e,n/e,0.0,,238.0,54.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2898.0,2020-02-29,PL
08:00 - 09:00,305.0,2581.0,75.0,1405.0,8397.0,208.0,n/e,n/e,n/e,18.0,,263.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2938.0,2020-02-29,PL
09:00 - 10:00,302.0,2749.0,75.0,1406.0,8675.0,203.0,n/e,n/e,n/e,184.0,,286.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3060.0,2020-02-29,PL
10:00 - 11:00,301.0,2616.0,75.0,1369.0,8559.0,204.0,n/e,n/e,n/e,205.0,,288.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3388.0,2020-02-29,PL
11:00 - 12:00,300.0,2542.0,75.0,1385.0,8256.0,198.0,n/e,n/e,n/e,171.0,,289.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3644.0,2020-02-29,PL
12:00 - 13:00,302.0,2517.0,76.0,1403.0,8121.0,197.0,n/e,n/e,n/e,65.0,,290.0,57.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3681.0,2020-02-29,PL
13:00 - 14:00,299.0,2604.0,76.0,1420.0,8113.0,199.0,n/e,n/e,n/e,115.0,,290.0,45.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3605.0,2020-02-29,PL
14:00 - 15:00,304.0,2573.0,77.0,1401.0,7918.0,198.0,n/e,n/e,n/e,256.0,,264.0,30.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3533.0,2020-02-29,PL
15:00 - 16:00,303.0,2494.0,74.0,1400.0,7899.0,192.0,n/e,n/e,n/e,304.0,,260.0,29.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3501.0,2020-02-29,PL
16:00 - 17:00,304.0,2559.0,75.0,1398.0,8089.0,191.0,n/e,n/e,n/e,350.0,,283.0,41.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3494.0,2020-02-29,PL
17:00 - 18:00,304.0,2524.0,75.0,1405.0,8359.0,195.0,n/e,n/e,n/e,353.0,,287.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3619.0,2020-02-29,PL
18:00 - 19:00,305.0,2455.0,75.0,1401.0,8215.0,197.0,n/e,n/e,n/e,658.0,,287.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4067.0,2020-02-29,PL
19:00 - 20:00,303.0,2463.0,75.0,1418.0,8031.0,203.0,n/e,n/e,n/e,756.0,,288.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4269.0,2020-02-29,PL
20:00 - 21:00,303.0,2486.0,75.0,1417.0,7983.0,205.0,n/e,n/e,n/e,663.0,,271.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4374.0,2020-02-29,PL
21:00 - 22:00,301.0,2269.0,76.0,1421.0,8066.0,206.0,n/e,n/e,n/e,207.0,,266.0,5.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4402.0,2020-02-29,PL
22:00 - 23:00,292.0,2147.0,78.0,1398.0,7567.0,207.0,n/e,n/e,n/e,0.0,,243.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4437.0,2020-02-29,PL
23:00 - 00:00,269.0,2029.0,77.0,1392.0,6746.0,205.0,n/e,n/e,n/e,0.0,,242.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4540.0,2020-02-29,PL
00:00 - 01:00,264.0,1738.0,76.0,1353.0,6382.0,206.0,n/e,n/e,n/e,0.0,,229.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4543.0,2020-03-01,PL
01:00 - 02:00,262.0,1766.0,77.0,1369.0,6484.0,206.0,n/e,n/e,n/e,0.0,,227.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4342.0,2020-03-01,PL
02:00 - 03:00,262.0,1772.0,76.0,1380.0,6605.0,204.0,n/e,n/e,n/e,0.0,,227.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4098.0,2020-03-01,PL
03:00 - 04:00,262.0,1738.0,77.0,1365.0,6632.0,202.0,n/e,n/e,n/e,0.0,,227.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,4052.0,2020-03-01,PL
04:00 - 05:00,267.0,1777.0,76.0,1393.0,6804.0,201.0,n/e,n/e,n/e,0.0,,227.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3763.0,2020-03-01,PL
05:00 - 06:00,267.0,1832.0,77.0,1406.0,6971.0,200.0,n/e,n/e,n/e,0.0,,225.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3561.0,2020-03-01,PL
06:00 - 07:00,280.0,1828.0,78.0,1396.0,6702.0,200.0,n/e,n/e,n/e,0.0,,225.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3573.0,2020-03-01,PL
07:00 - 08:00,266.0,1763.0,76.0,1371.0,6631.0,199.0,n/e,n/e,n/e,0.0,,235.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3525.0,2020-03-01,PL
08:00 - 09:00,266.0,2056.0,77.0,1366.0,7103.0,198.0,n/e,n/e,n/e,167.0,,245.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3276.0,2020-03-01,PL
09:00 - 10:00,270.0,2318.0,76.0,1364.0,7124.0,194.0,n/e,n/e,n/e,196.0,,254.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3180.0,2020-03-01,PL
10:00 - 11:00,273.0,2297.0,76.0,1333.0,6903.0,191.0,n/e,n/e,n/e,57.0,,263.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3416.0,2020-03-01,PL
11:00 - 12:00,271.0,2062.0,76.0,1333.0,6815.0,189.0,n/e,n/e,n/e,23.0,,264.0,38.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3550.0,2020-03-01,PL
12:00 - 13:00,271.0,2015.0,76.0,1349.0,6811.0,190.0,n/e,n/e,n/e,20.0,,264.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3612.0,2020-03-01,PL
13:00 - 14:00,271.0,2101.0,75.0,1350.0,6818.0,188.0,n/e,n/e,n/e,85.0,,260.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3409.0,2020-03-01,PL
14:00 - 15:00,271.0,2073.0,76.0,1350.0,6884.0,186.0,n/e,n/e,n/e,206.0,,259.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,3178.0,2020-03-01,PL
15:00 - 16:00,269.0,2149.0,75.0,1335.0,6814.0,184.0,n/e,n/e,n/e,359.0,,259.0,30.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2870.0,2020-03-01,PL
16:00 - 17:00,271.0,2019.0,74.0,1330.0,6690.0,183.0,n/e,n/e,n/e,374.0,,266.0,41.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2680.0,2020-03-01,PL
17:00 - 18:00,270.0,2428.0,76.0,1319.0,6828.0,183.0,n/e,n/e,n/e,619.0,,284.0,56.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2497.0,2020-03-01,PL
18:00 - 19:00,268.0,2985.0,80.0,1344.0,7238.0,183.0,n/e,n/e,n/e,572.0,,294.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2885.0,2020-03-01,PL
19:00 - 20:00,269.0,2773.0,80.0,1355.0,7553.0,183.0,n/e,n/e,n/e,490.0,,298.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2788.0,2020-03-01,PL
20:00 - 21:00,270.0,2615.0,80.0,1370.0,7710.0,184.0,n/e,n/e,n/e,347.0,,297.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2711.0,2020-03-01,PL
21:00 - 22:00,270.0,2244.0,80.0,1365.0,7597.0,186.0,n/e,n/e,n/e,28.0,,274.0,7.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2858.0,2020-03-01,PL
22:00 - 23:00,272.0,2498.0,80.0,1352.0,7455.0,192.0,n/e,n/e,n/e,3.0,,255.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2645.0,2020-03-01,PL
23:00 - 00:00,271.0,2731.0,77.0,1357.0,7207.0,198.0,n/e,n/e,n/e,0.0,,253.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2490.0,2020-03-01,PL
00:00 - 01:00,264.0,2949.0,77.0,1361.0,7245.0,199.0,n/e,n/e,n/e,0.0,,243.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2304.0,2020-03-02,PL
01:00 - 02:00,262.0,2962.0,78.0,1356.0,7419.0,199.0,n/e,n/e,n/e,0.0,,241.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2032.0,2020-03-02,PL
02:00 - 03:00,262.0,3002.0,79.0,1356.0,7507.0,197.0,n/e,n/e,n/e,0.0,,241.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1710.0,2020-03-02,PL
03:00 - 04:00,260.0,3054.0,79.0,1341.0,7513.0,197.0,n/e,n/e,n/e,0.0,,240.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1583.0,2020-03-02,PL
04:00 - 05:00,261.0,3078.0,78.0,1345.0,7838.0,197.0,n/e,n/e,n/e,0.0,,240.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1502.0,2020-03-02,PL
05:00 - 06:00,268.0,3222.0,79.0,1364.0,8256.0,197.0,n/e,n/e,n/e,0.0,,232.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1713.0,2020-03-02,PL
06:00 - 07:00,297.0,3351.0,79.0,1461.0,9330.0,197.0,n/e,n/e,n/e,0.0,,230.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1841.0,2020-03-02,PL
07:00 - 08:00,305.0,3894.0,79.0,1460.0,10199.0,198.0,n/e,n/e,n/e,0.0,,233.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1871.0,2020-03-02,PL
08:00 - 09:00,305.0,4250.0,78.0,1462.0,10444.0,197.0,n/e,n/e,n/e,118.0,,252.0,25.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1740.0,2020-03-02,PL
09:00 - 10:00,305.0,4531.0,77.0,1479.0,10989.0,194.0,n/e,n/e,n/e,220.0,,271.0,41.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1240.0,2020-03-02,PL
10:00 - 11:00,305.0,4678.0,77.0,1485.0,10847.0,192.0,n/e,n/e,n/e,317.0,,277.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,976.0,2020-03-02,PL
11:00 - 12:00,303.0,5161.0,78.0,1534.0,10920.0,193.0,n/e,n/e,n/e,113.0,,285.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,836.0,2020-03-02,PL
12:00 - 13:00,305.0,5211.0,79.0,1527.0,11035.0,195.0,n/e,n/e,n/e,110.0,,285.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,794.0,2020-03-02,PL
13:00 - 14:00,306.0,5135.0,78.0,1516.0,11036.0,198.0,n/e,n/e,n/e,196.0,,287.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,814.0,2020-03-02,PL
14:00 - 15:00,306.0,5136.0,78.0,1502.0,10884.0,201.0,n/e,n/e,n/e,143.0,,291.0,5.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,603.0,2020-03-02,PL
15:00 - 16:00,303.0,4944.0,78.0,1464.0,10686.0,200.0,n/e,n/e,n/e,135.0,,292.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,420.0,2020-03-02,PL
16:00 - 17:00,302.0,4834.0,76.0,1455.0,10516.0,200.0,n/e,n/e,n/e,173.0,,283.0,50.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,428.0,2020-03-02,PL
17:00 - 18:00,305.0,4951.0,76.0,1470.0,10569.0,203.0,n/e,n/e,n/e,196.0,,293.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,535.0,2020-03-02,PL
18:00 - 19:00,304.0,5032.0,80.0,1472.0,10852.0,203.0,n/e,n/e,n/e,276.0,,307.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,733.0,2020-03-02,PL
19:00 - 20:00,303.0,4803.0,80.0,1487.0,11019.0,206.0,n/e,n/e,n/e,318.0,,314.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,903.0,2020-03-02,PL
20:00 - 21:00,305.0,4396.0,79.0,1473.0,11093.0,207.0,n/e,n/e,n/e,345.0,,313.0,45.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,783.0,2020-03-02,PL
21:00 - 22:00,301.0,4100.0,78.0,1471.0,10264.0,194.0,n/e,n/e,n/e,290.0,,264.0,5.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,744.0,2020-03-02,PL
22:00 - 23:00,295.0,4182.0,79.0,1471.0,9021.0,201.0,n/e,n/e,n/e,19.0,,249.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,706.0,2020-03-02,PL
23:00 - 00:00,282.0,3785.0,79.0,1465.0,8346.0,196.0,n/e,n/e,n/e,0.0,,248.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,734.0,2020-03-02,PL
00:00 - 01:00,272.0,3647.0,78.0,1438.0,8308.0,194.0,n/e,n/e,n/e,0.0,,233.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,821.0,2020-03-03,PL
01:00 - 02:00,263.0,3707.0,78.0,1428.0,8350.0,198.0,n/e,n/e,n/e,0.0,,229.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1015.0,2020-03-03,PL
02:00 - 03:00,267.0,3702.0,79.0,1429.0,8369.0,203.0,n/e,n/e,n/e,0.0,,228.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1152.0,2020-03-03,PL
03:00 - 04:00,264.0,3529.0,81.0,1427.0,8328.0,204.0,n/e,n/e,n/e,0.0,,231.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1352.0,2020-03-03,PL
04:00 - 05:00,273.0,3154.0,80.0,1428.0,8517.0,202.0,n/e,n/e,n/e,0.0,,231.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1456.0,2020-03-03,PL
05:00 - 06:00,284.0,3275.0,79.0,1412.0,8606.0,200.0,n/e,n/e,n/e,0.0,,228.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1653.0,2020-03-03,PL
06:00 - 07:00,294.0,3719.0,79.0,1502.0,9250.0,201.0,n/e,n/e,n/e,0.0,,226.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1677.0,2020-03-03,PL
07:00 - 08:00,304.0,3994.0,79.0,1463.0,10216.0,205.0,n/e,n/e,n/e,0.0,,227.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1566.0,2020-03-03,PL
08:00 - 09:00,306.0,4196.0,80.0,1471.0,10971.0,207.0,n/e,n/e,n/e,0.0,,233.0,38.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1314.0,2020-03-03,PL
09:00 - 10:00,306.0,4349.0,79.0,1498.0,11007.0,206.0,n/e,n/e,n/e,18.0,,231.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1140.0,2020-03-03,PL
10:00 - 11:00,307.0,4350.0,79.0,1494.0,10430.0,205.0,n/e,n/e,n/e,362.0,,240.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,924.0,2020-03-03,PL
11:00 - 12:00,306.0,4693.0,79.0,1517.0,10191.0,199.0,n/e,n/e,n/e,777.0,,241.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,817.0,2020-03-03,PL
12:00 - 13:00,306.0,4828.0,79.0,1523.0,10310.0,197.0,n/e,n/e,n/e,542.0,,246.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,789.0,2020-03-03,PL
13:00 - 14:00,266.0,4894.0,78.0,1515.0,10386.0,191.0,n/e,n/e,n/e,471.0,,284.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,807.0,2020-03-03,PL
14:00 - 15:00,243.0,4750.0,79.0,1486.0,10386.0,187.0,n/e,n/e,n/e,284.0,,289.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,912.0,2020-03-03,PL
15:00 - 16:00,283.0,4390.0,77.0,1494.0,10551.0,188.0,n/e,n/e,n/e,136.0,,289.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,965.0,2020-03-03,PL
16:00 - 17:00,305.0,4109.0,77.0,1491.0,10482.0,191.0,n/e,n/e,n/e,195.0,,268.0,43.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1139.0,2020-03-03,PL
17:00 - 18:00,304.0,4322.0,76.0,1446.0,10706.0,190.0,n/e,n/e,n/e,349.0,,271.0,56.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1368.0,2020-03-03,PL
18:00 - 19:00,304.0,4672.0,75.0,1453.0,11097.0,187.0,n/e,n/e,n/e,627.0,,273.0,57.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1518.0,2020-03-03,PL
19:00 - 20:00,300.0,4445.0,74.0,1421.0,10660.0,191.0,n/e,n/e,n/e,741.0,,295.0,57.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1741.0,2020-03-03,PL
20:00 - 21:00,304.0,3863.0,72.0,1442.0,10353.0,191.0,n/e,n/e,n/e,567.0,,288.0,7.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2006.0,2020-03-03,PL
21:00 - 22:00,306.0,3464.0,68.0,1404.0,9280.0,194.0,n/e,n/e,n/e,139.0,,261.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2268.0,2020-03-03,PL
22:00 - 23:00,298.0,2819.0,68.0,1351.0,8654.0,201.0,n/e,n/e,n/e,2.0,,248.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2478.0,2020-03-03,PL
23:00 - 00:00,284.0,2708.0,65.0,1346.0,8463.0,203.0,n/e,n/e,n/e,0.0,,241.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2655.0,2020-03-03,PL
00:00 - 01:00,265.0,2807.0,67.0,1350.0,8723.0,205.0,n/e,n/e,n/e,0.0,,231.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2618.0,2020-03-04,PL
01:00 - 02:00,262.0,2936.0,68.0,1357.0,8871.0,203.0,n/e,n/e,n/e,0.0,,223.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2565.0,2020-03-04,PL
02:00 - 03:00,262.0,2848.0,68.0,1360.0,8795.0,201.0,n/e,n/e,n/e,0.0,,215.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2616.0,2020-03-04,PL
03:00 - 04:00,261.0,2927.0,67.0,1360.0,8730.0,200.0,n/e,n/e,n/e,0.0,,214.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2734.0,2020-03-04,PL
04:00 - 05:00,272.0,3251.0,68.0,1378.0,8784.0,198.0,n/e,n/e,n/e,0.0,,214.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2684.0,2020-03-04,PL
05:00 - 06:00,293.0,3427.0,66.0,1411.0,8792.0,198.0,n/e,n/e,n/e,0.0,,209.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2594.0,2020-03-04,PL
06:00 - 07:00,298.0,3637.0,62.0,1507.0,9589.0,198.0,n/e,n/e,n/e,0.0,,204.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2362.0,2020-03-04,PL
07:00 - 08:00,300.0,4247.0,58.0,1483.0,10741.0,199.0,n/e,n/e,n/e,0.0,,205.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,2169.0,2020-03-04,PL
08:00 - 09:00,301.0,4386.0,59.0,1508.0,10924.0,199.0,n/e,n/e,n/e,36.0,,220.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1883.0,2020-03-04,PL
09:00 - 10:00,303.0,3992.0,61.0,1508.0,11074.0,197.0,n/e,n/e,n/e,185.0,,248.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1592.0,2020-03-04,PL
10:00 - 11:00,304.0,3675.0,62.0,1489.0,10981.0,196.0,n/e,n/e,n/e,96.0,,247.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1482.0,2020-03-04,PL
11:00 - 12:00,302.0,4047.0,64.0,1469.0,11022.0,195.0,n/e,n/e,n/e,80.0,,246.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1365.0,2020-03-04,PL
12:00 - 13:00,302.0,4337.0,64.0,1466.0,11086.0,194.0,n/e,n/e,n/e,89.0,,249.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1347.0,2020-03-04,PL
13:00 - 14:00,301.0,4328.0,62.0,1509.0,11163.0,193.0,n/e,n/e,n/e,64.0,,243.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1272.0,2020-03-04,PL
14:00 - 15:00,306.0,4326.0,57.0,1493.0,11092.0,193.0,n/e,n/e,n/e,8.0,,223.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1101.0,2020-03-04,PL
15:00 - 16:00,305.0,4301.0,56.0,1498.0,11017.0,194.0,n/e,n/e,n/e,0.0,,224.0,50.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,914.0,2020-03-04,PL
16:00 - 17:00,304.0,4313.0,58.0,1509.0,11049.0,195.0,n/e,n/e,n/e,44.0,,265.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,661.0,2020-03-04,PL
17:00 - 18:00,302.0,4604.0,59.0,1479.0,11356.0,195.0,n/e,n/e,n/e,175.0,,278.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,480.0,2020-03-04,PL
18:00 - 19:00,301.0,4808.0,59.0,1520.0,11976.0,201.0,n/e,n/e,n/e,406.0,,279.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,455.0,2020-03-04,PL
19:00 - 20:00,304.0,4739.0,60.0,1523.0,11924.0,207.0,n/e,n/e,n/e,328.0,,280.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,542.0,2020-03-04,PL
20:00 - 21:00,308.0,4332.0,60.0,1465.0,11248.0,201.0,n/e,n/e,n/e,149.0,,250.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,696.0,2020-03-04,PL
21:00 - 22:00,302.0,3778.0,60.0,1461.0,10428.0,203.0,n/e,n/e,n/e,20.0,,235.0,7.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,793.0,2020-03-04,PL
22:00 - 23:00,292.0,3150.0,60.0,1453.0,9528.0,207.0,n/e,n/e,n/e,0.0,,230.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,937.0,2020-03-04,PL
23:00 - 00:00,271.0,2903.0,58.0,1282.0,9034.0,209.0,n/e,n/e,n/e,0.0,,230.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,1035.0,2020-03-04,PL
00:00 - 01:00,262.0,3014.0,58.0,1053.0,8819.0,211.0,n/e,n/e,n/e,0.0,,208.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,987.0,2020-03-05,PL
01:00 - 02:00,263.0,3032.0,60.0,1067.0,8699.0,212.0,n/e,n/e,n/e,0.0,,204.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,871.0,2020-03-05,PL
02:00 - 03:00,260.0,2907.0,60.0,1070.0,8710.0,210.0,n/e,n/e,n/e,0.0,,204.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,802.0,2020-03-05,PL
03:00 - 04:00,260.0,2891.0,60.0,1067.0,8678.0,209.0,n/e,n/e,n/e,0.0,,204.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,727.0,2020-03-05,PL
04:00 - 05:00,261.0,3179.0,60.0,1059.0,8672.0,206.0,n/e,n/e,n/e,0.0,,206.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,598.0,2020-03-05,PL
05:00 - 06:00,268.0,3292.0,61.0,1097.0,8749.0,206.0,n/e,n/e,n/e,0.0,,208.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,550.0,2020-03-05,PL
06:00 - 07:00,274.0,3931.0,62.0,1082.0,9589.0,207.0,n/e,n/e,n/e,0.0,,215.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,558.0,2020-03-05,PL
07:00 - 08:00,281.0,4490.0,64.0,1130.0,10777.0,206.0,n/e,n/e,n/e,0.0,,214.0,0.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,493.0,2020-03-05,PL
08:00 - 09:00,278.0,4615.0,63.0,1126.0,11022.0,205.0,n/e,n/e,n/e,113.0,,231.0,50.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,383.0,2020-03-05,PL
09:00 - 10:00,272.0,4292.0,63.0,1140.0,11101.0,199.0,n/e,n/e,n/e,169.0,,260.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,211.0,2020-03-05,PL
10:00 - 11:00,278.0,4174.0,61.0,1141.0,10962.0,192.0,n/e,n/e,n/e,40.0,,270.0,58.0,n/e,n/e,n/e,n/e,n/e,n/e,n/e,322.0,2020-03-05,PL
